,variant,correct_counts_6261_c_105_2,correct_counts_6261_c_10_2,correct_counts_6261_c_0_3,correct_counts_6261_c_95_2,correct_counts_6261_c_95_3,correct_counts_6261_c_0_2,correct_counts_6261_c_12_1,correct_counts_6261_c_10_3,correct_counts_6261_c_105_3,correct_counts_6261_c_10_1,correct_counts_6261_c_105_1,correct_counts_6261_c_12_3,correct_counts_6261_c_75_4,correct_counts_6261_c_95_1,correct_counts_6261_c_0_1,correct_counts_6261_c_12_2,correct_counts_6261_c_10_4,correct_counts_6261_c_105_4,correct_counts_6261_c_95_4,correct_counts_6261_c_75_1,correct_counts_6261_c_0_4,correct_counts_6261_c_75_2,correct_counts_6261_c_75_3,correct_counts_6261_c_12_4,correct_counts_6261_c_11_1,correct_counts_6261_c_11_2,correct_counts_6261_c_11_3,correct_counts_6261_c_7_4,correct_counts_6261_c_7_1,correct_counts_6261_c_7_3,correct_counts_6261_c_11_4,correct_counts_6261_c_7_2,correct_counts_6261_c_9_1,correct_counts_6261_c_115_1,correct_counts_6261_c_85_1,correct_counts_6261_c_85_3,correct_counts_6261_c_115_3,correct_counts_6261_c_9_3,correct_counts_6261_c_9_2,correct_counts_6261_c_115_2,correct_counts_6261_c_85_2,correct_counts_6261_c_9_4,correct_counts_6261_c_115_4,correct_counts_6261_c_85_4,correct_counts_6261_c_8_3,correct_counts_6261_c_8_2,correct_counts_6261_c_8_1,correct_counts_6261_c_8_4,mean_bin1__7_,mean_bin2__7_,mean_bin3__7_,mean_bin4__7_,meanbin__7_,mean_bin1__75_,mean_bin2__75_,mean_bin3__75_,mean_bin4__75_,meanbin__75_,mean_bin1__8_,mean_bin2__8_,mean_bin3__8_,mean_bin4__8_,meanbin__8_,mean_bin1__85_,mean_bin2__85_,mean_bin3__85_,mean_bin4__85_,meanbin__85_,mean_bin1__9_,mean_bin2__9_,mean_bin3__9_,mean_bin4__9_,meanbin__9_,mean_bin1__95_,mean_bin2__95_,mean_bin3__95_,mean_bin4__95_,meanbin__95_,mean_bin1__10_,mean_bin2__10_,mean_bin3__10_,mean_bin4__10_,meanbin__10_,mean_bin1__105_,mean_bin2__105_,mean_bin3__105_,mean_bin4__105_,meanbin__105_,mean_bin1__11_,mean_bin2__11_,mean_bin3__11_,mean_bin4__11_,meanbin__11_,mean_bin1__115_,mean_bin2__115_,mean_bin3__115_,mean_bin4__115_,meanbin__115_,mean_bin1__12_,mean_bin2__12_,mean_bin3__12_,mean_bin4__12_,meanbin__12_,mean_bin1__0_,mean_bin2__0_,mean_bin3__0_,mean_bin4__0_,meanbin__0_
64,01001110011,363.0,15.0,4.0,136.0,547.0,2.0,1863.0,773.0,594.0,96.0,575.0,8.0,592.0,24.0,1976.0,58.0,296.0,61.0,296.0,24.0,0.0,132.0,648.0,10.0,892.0,117.0,66.0,741.0,3.0,814.0,13.0,357.0,115.0,581.0,81.0,493.0,2.0,762.0,156.0,11.0,111.0,136.0,0.0,332.0,638.0,151.0,42.0,262.0,1299.2009309542282,15821.947988441876,31789.15657146338,33211.53597325929,3.9317766187271133,1741.0210771324791,11986.549288565871,25212.91086350975,15586.298208900595,3.8420586861065558,3634.5703927602804,13878.460979073207,20984.22823047065,21693.32130882183,3.8196707875113263,4652.217036172696,8409.070730097787,27202.282086635052,21875.040852895767,3.7967590186866667,5690.72122932548,9244.009110057024,31892.215360144528,11676.377572809612,3.6689427986283523,6556.626879553558,11383.661436043747,27658.606644007745,15587.208008898777,3.5342442618245156,7342.436435993809,22494.808565866322,25470.122431541142,7689.309562449469,3.130593388371659,19056.52721227278,18187.217218788803,19740.378462715293,3186.902754655362,2.793868811661385,62877.865742959,7752.351925491837,2384.6769883043585,636.6077443032682,2.432831710921868,46291.908127970775,63.71558111246268,5.041442814170684,0.0,2.3377114125844787,24339.062326965308,13.153949644435903,2.1462226931487702,11.087859047490465,2.2822111753764065,59729.41624593549,1.707182755094013,0.6448504614016233,0.0,2.252389295659055
65,01111101111,362.0,13.0,16.0,175.0,323.0,5.0,1895.0,525.0,317.0,187.0,790.0,4.0,558.0,26.0,1765.0,16.0,113.0,30.0,207.0,41.0,2.0,121.0,479.0,2.0,613.0,74.0,41.0,380.0,3.0,538.0,15.0,373.0,125.0,480.0,75.0,289.0,11.0,562.0,289.0,5.0,186.0,100.0,13.0,291.0,488.0,100.0,74.0,234.0,1299.2009309542282,16531.05490108913,21010.523630770636,17031.55690936374,3.812393610953032,2974.2443401013184,10987.670181185382,18637.32145620551,14691.139190146168,3.7962253543553373,6403.766882482399,9191.033760975633,16050.63225151987,19374.951092611864,3.759895671126027,4307.60836682657,14090.875277461155,15946.165361130892,19173.605084917675,3.7084340368412607,6185.566553614653,17125.119441067178,23521.555160631528,8585.571744712948,3.5353342032997577,7103.012452849687,14648.093759615116,16332.230248655394,10900.513708925833,3.4091351066229976,14302.454307612941,19495.500757084144,17298.595441861708,2935.4458802594254,2.9570611693597173,26182.011300339993,18137.114692015282,10534.848438856478,1567.329223600998,2.673442376387845,43210.909978064876,4903.1969443281705,1481.3902503102834,734.5473972730018,2.4322529417492675,38244.60568231665,28.961627778392128,27.72793547793876,12.600168564127948,2.337941826647788,24757.124589156876,3.6286757639823177,1.0731113465743851,2.217571809498093,2.2816219777552558,53351.42696056485,4.267956887735033,2.579401845606493,0.5863808322824716,2.252445537096614
66,01011010111,361.0,7.0,13.0,175.0,501.0,81.0,2238.0,590.0,520.0,96.0,707.0,131.0,716.0,5.0,2362.0,28.0,804.0,261.0,531.0,7.0,1.0,127.0,624.0,34.0,484.0,159.0,172.0,767.0,0.0,807.0,114.0,430.0,30.0,659.0,48.0,495.0,191.0,758.0,319.0,31.0,197.0,203.0,34.0,262.0,815.0,192.0,28.0,254.0,0.0,19057.248277394978,31515.785446155955,34376.8530249526,3.9353507603429185,507.7978141636397,11532.51333066565,24279.099350046425,18850.995806710853,3.9068549359941427,2423.0469285068534,17646.784821073215,26805.871485632568,21030.929818476125,3.8180219266168987,2756.8693547690045,14924.206611074449,27312.63617217921,17262.833444152682,3.7431587798438675,1484.5359728675164,18902.81350069353,31724.80215615427,17428.710641767288,3.7310482848268114,1365.9639332403244,14648.093759615116,25332.6543485336,27962.18734028801,3.698780918282104,7342.436435993809,10497.577330737617,19440.326306092204,20885.827325031663,3.2678393955908205,23431.243024481486,18087.01216524176,17281.139394969614,13635.76424532868,2.8397755251427936,34117.58634483426,10535.247488488907,6214.612757399237,5582.560219274814,2.569318030275975,52506.65655134723,179.56209222603118,481.4577887533003,32.95428701387309,2.343050431969375,29238.229462022737,6.350182586969057,35.14439660031111,37.69872076146758,2.283508974469004,71397.20707130549,69.14090158130753,2.0957639995552757,0.2931904161412358,2.252868325594553
67,10111100111,359.0,8.0,12.0,133.0,433.0,28.0,2143.0,748.0,752.0,148.0,572.0,5.0,1340.0,27.0,2331.0,10.0,663.0,171.0,359.0,12.0,2.0,92.0,327.0,43.0,636.0,145.0,134.0,747.0,1.0,320.0,62.0,241.0,75.0,638.0,25.0,254.0,41.0,473.0,172.0,15.0,111.0,310.0,13.0,538.0,459.0,110.0,22.0,434.0,433.06697698474267,10680.922871749277,12496.965728339412,33480.455292880826,4.022397670967633,870.5105385662396,8354.261625364092,12723.18187093779,35279.79662149797,4.050679686872342,1903.8225866839564,10110.137137073198,15096.803695589386,35934.738351254484,3.997731970536985,1435.8694556088567,8409.070730097787,14014.96886410812,35448.10837005398,3.9712050034187514,3711.339932168791,10192.11260852441,19796.611371848245,26615.27240861014,3.8133309739639336,7376.205239497753,11132.551257307488,21894.29008565878,18904.75565944142,3.536103670471458,11319.589505490456,11997.231235128704,24646.379791452488,17223.014323999992,3.185708682121893,18957.101852904398,17986.807111694714,24991.186201956058,8933.776574525687,2.862270365276306,44832.20023825328,9607.615634156551,4841.616915648243,3036.1292420617406,2.5042557157347844,50833.45505274588,86.88488333517638,103.34957769049902,12.600168564127948,2.3388842675554558,27997.107121141522,2.2679223524889487,1.3413891832179814,47.677793904209,2.2832737872367828,70460.15651279132,23.900558571316182,1.9345513842048698,0.5863808322824716,2.252560015899008
68,10011110011,358.0,9.0,3.0,92.0,321.0,4.0,1797.0,649.0,609.0,108.0,344.0,78.0,996.0,9.0,1817.0,107.0,483.0,179.0,226.0,7.0,291.0,94.0,429.0,3.0,510.0,162.0,155.0,441.0,0.0,373.0,28.0,74.0,65.0,440.0,49.0,374.0,18.0,558.0,135.0,31.0,135.0,271.0,10.0,362.0,528.0,90.0,21.0,336.0,0.0,3279.619470993554,14566.775677095628,19765.569992182656,4.074221632541362,507.7978141636397,8535.876008524181,16691.880803156917,26222.89360821789,4.001606176357104,1817.2851963801402,8271.930384878071,17366.257845906744,27820.442594519598,3.973493488439347,2814.304132993359,10227.248185254064,20636.213996757626,23851.701170928514,3.8341731574899685,3216.4946078796193,7999.623268318578,23354.14195664127,23266.89942817209,3.8253564129093007,2458.7350798325842,7700.712147911947,16231.101887982606,11901.043952740281,3.606742780377775,8260.240990493035,13496.885139519793,21384.358936701425,12547.082833321261,3.1763860918252473,11400.774540907541,17936.70458492119,20238.872868339415,9351.73103415262,2.9148646383791843,35950.34924765593,10734.025742988699,5600.377775563266,1371.15514157627,2.5206660129371006,35057.55520879026,179.56209222603118,45.372985327536156,9.692437357021499,2.3399623181247313,23476.8089111952,24.26676917163175,20.92567125820051,3.3263577142471394,2.2825345342753978,54923.253703878945,3.414365510188026,0.48363784605121746,85.31841109709963,2.2538703181781234
69,10101110010,357.0,20.0,5.0,154.0,563.0,2.0,1422.0,604.0,489.0,108.0,524.0,1.0,1028.0,19.0,1655.0,64.0,327.0,66.0,135.0,22.0,5.0,87.0,434.0,4.0,698.0,97.0,66.0,381.0,1.0,370.0,18.0,93.0,77.0,446.0,77.0,306.0,86.0,489.0,141.0,24.0,83.0,223.0,2.0,356.0,498.0,68.0,37.0,222.0,433.06697698474267,4121.683929762169,14449.616623392445,17076.376795967328,4.016919781909986,1595.935987371439,7900.22566746387,16886.424868461778,27065.39621410441,3.982157141249086,3201.8834412411993,6249.9029574634305,16379.538650116589,18381.363857093307,3.8821412867575154,4422.477923275278,6287.863699082129,16884.175088256237,23456.369107321967,3.8324758695187082,3810.3089970266255,8355.162080243848,20466.264187809284,19145.824990709876,3.771144337322579,5190.662946313233,12890.322508461302,28467.633529390056,7109.030679734239,3.469446247466618,8260.240990493035,29993.07808782176,19901.62218454185,8494.608874733029,3.091631473765617,17366.296103010325,17886.602058147666,16250.917623346426,3448.1242919221954,2.7919157248196513,49202.63485267419,6427.1635621599,2384.6769883043585,881.4568767276021,2.44301640730401,35535.61277981922,139.0158133362822,216.78204100933942,1.9384874714042997,2.341518287212133,18577.64177613777,14.514703055929271,0.2682778366435963,4.435143618996186,2.282059343499836,50026.40884970812,1.707182755094013,0.806063076752029,1.465952080706179,2.2524226165857555
70,10000111010,353.0,17.0,17.0,127.0,377.0,2.0,1179.0,601.0,419.0,79.0,440.0,0.0,958.0,16.0,1322.0,17.0,183.0,29.0,86.0,10.0,5.0,75.0,380.0,0.0,604.0,100.0,50.0,293.0,1.0,433.0,7.0,59.0,66.0,414.0,44.0,327.0,1.0,555.0,163.0,37.0,56.0,140.0,0.0,241.0,533.0,65.0,10.0,224.0,433.06697698474267,2614.8317403867527,16909.95675115927,13132.226774851515,4.006991857725026,725.4254488051996,6810.539368503336,14785.348963169297,25222.421763727652,4.017454595922106,865.373903038162,5974.171944634162,17530.711045205102,18546.961729679733,3.9710727819780103,2527.1302418715877,4242.414062031316,18042.892986469902,15879.171221529758,3.851833286547445,3265.9791403085364,9658.804390636506,23228.582053648573,12019.800442598129,3.7063627535790094,4371.084586369038,10630.33089983497,19062.695986820694,4528.715840423293,3.4220097431810403,6042.213317119906,25494.116374648496,19802.77306773121,4753.863682190043,3.0912415827824886,14582.386040695692,17686.191951053577,13924.610397100516,1515.0849161476312,2.780381453155256,42576.49205016506,6625.941816659691,1806.5734759881504,342.7887853940675,2.442663330050016,32985.97240099811,214.31604556010174,2.520721407085342,0.0,2.3398007199672395,15402.981472620557,3.855467999231213,0.0,0.0,2.28155442455229,39960.67220502364,1.707182755094013,2.7406144609568988,1.465952080706179,2.2524623383545737
71,01110111010,352.0,14.0,6.0,134.0,443.0,5.0,1493.0,537.0,371.0,57.0,343.0,2.0,348.0,7.0,1347.0,15.0,223.0,48.0,140.0,8.0,2.0,61.0,559.0,1.0,471.0,75.0,41.0,268.0,1.0,737.0,14.0,135.0,26.0,356.0,22.0,421.0,4.0,342.0,119.0,15.0,77.0,66.0,5.0,150.0,786.0,89.0,16.0,93.0,433.06697698474267,5983.089575461214,28782.07419308171,12011.729609761796,3.9236024555164986,580.3403590441596,5539.238686382713,21750.026501083255,9162.21583901589,3.8975821251827867,1384.5982448610591,8180.020047268314,25852.042929702086,7700.301075268817,3.816258563005873,1263.5651209357939,5833.319335293059,23229.535007045346,9883.30159016375,3.8100461052440453,1286.5978431518477,7051.519769851191,14313.82894116723,5666.477351510546,3.6890822982990064,1912.3495065364543,11216.254650219575,22399.931889022726,7372.328112316989,3.5442697748113696,4359.571633871325,20995.154661475233,17693.99190910426,5792.959569007538,3.1305046930837532,11367.632754451413,17636.089424280053,12329.428299103321,2507.7267577615967,2.8147908807031055,33201.20489342342,4969.456362494768,1481.3902503102834,685.577570788135,2.448271375328313,28364.749214384847,86.88488333517638,10.082885628341367,4.846218678510749,2.338624657196838,19505.217420375313,3.401883528733423,0.5365556732871926,1.1087859047490465,2.281592582332858,40716.35813930927,4.267956887735033,0.9672756921024349,0.5863808322824716,2.2524477011211537
72,10100101101,351.0,15.0,7.0,210.0,342.0,2.0,1343.0,354.0,160.0,209.0,1045.0,2.0,769.0,26.0,1688.0,17.0,110.0,23.0,49.0,46.0,0.0,111.0,470.0,32.0,722.0,29.0,20.0,224.0,5.0,342.0,8.0,151.0,131.0,468.0,84.0,281.0,16.0,411.0,242.0,2.0,169.0,124.0,8.0,223.0,706.0,118.0,36.0,150.0,2165.3348849237136,6692.196488108469,13356.132122162746,10039.654599203888,3.805752697142828,3336.9570645039184,10079.598265384937,18287.142138656764,20246.3907477104,3.851447727469512,3115.346050937383,10845.419837951247,23220.791740928336,12419.840443981962,3.7789897569666753,4824.521370845759,12802.999580058791,15504.749018954259,14693.175030710108,3.6538611002709858,6482.473748188156,14340.06541431923,17201.706709999213,10646.108963444056,3.538353430423901,7103.012452849687,17577.71251153814,17292.94967504689,2580.314839310946,3.271366289954466,15985.095990861522,22494.808565866322,11664.195783655323,2857.5136887481135,2.8970645326820854,34633.16684665227,17585.98689750653,5317.273659990651,1201.6190714274317,2.5835997344425063,50894.41599374036,1921.5231268313103,722.6293903952601,391.7586118789343,2.393497877545016,37288.49054025873,11.58465111135685,40.33154251336547,7.753949885617199,2.3378469450858503,17545.55056635234,3.855467999231213,0.5365556732871926,35.48114895196949,2.2836611730950875,51023.91428296514,1.707182755094013,1.1284883074528407,0.0,2.2523978591951623
73,10000001111,351.0,18.0,6.0,325.0,437.0,3.0,1452.0,300.0,118.0,513.0,1494.0,95.0,692.0,72.0,1860.0,38.0,148.0,50.0,26.0,100.0,5.0,234.0,772.0,6.0,1071.0,30.0,35.0,158.0,16.0,273.0,17.0,198.0,334.0,613.0,199.0,485.0,18.0,728.0,351.0,14.0,344.0,108.0,5.0,174.0,731.0,204.0,85.0,184.0,6929.071631755883,8775.19804400978,10661.473886989561,7081.542083367029,3.515668296097802,7254.254488051996,21248.88282973041,30037.603683070258,18219.118852295964,3.6885331612446963,7355.678175824377,18749.708872390293,24043.05773742013,15235.004277951208,3.650322977637508,11429.520866646499,26060.543523906654,26760.865744458417,11464.62984458995,3.4645993638431647,16527.83383125835,20799.020497628302,30469.20312622732,9272.417484289985,3.3935044832673507,19669.880638660674,27203.60269642807,22096.546807004357,1369.1466494302979,3.0979068483955188,39236.14470484192,26993.770279039585,9884.911681063833,3844.6547812247345,2.736895503085812,49513.828965453096,17585.98689750653,3921.489324243105,2612.2153726683296,2.5405122222249537,75495.73342007745,1987.782544997907,1264.6014331917052,832.4870502427353,2.3926402800914794,48841.548506791885,81.09255777949795,45.372985327536156,4.846218678510749,2.3382665948518526,18969.575146942367,8.618104939458005,25.486394481141645,6.652715428494279,2.2827177552981,56223.03351085021,2.5607741326410194,0.9672756921024349,1.465952080706179,2.2524258145389497
74,01011100101,350.0,9.0,8.0,203.0,370.0,15.0,1775.0,495.0,187.0,186.0,1005.0,45.0,504.0,40.0,1562.0,18.0,126.0,51.0,265.0,89.0,1.0,103.0,443.0,11.0,678.0,19.0,27.0,475.0,5.0,557.0,14.0,436.0,120.0,526.0,107.0,298.0,4.0,399.0,226.0,39.0,162.0,76.0,4.0,217.0,525.0,172.0,88.0,158.0,2165.3348849237136,19323.163369637696,21752.530970890788,21289.446136704675,3.804605952883372,6456.286494366276,9353.140732744581,17236.60418601052,13269.416042712668,3.6884811349636917,7615.290346735826,15808.57806887809,17267.585926327727,13082.231934327669,3.604720445122848,6145.521270005906,12272.697822304877,16442.758746079606,14297.842967103557,3.6228516144998335,5938.143891470066,13391.961915851842,16699.467098028435,6525.034525981841,3.4898235632789767,10927.711465922595,16991.788761153533,18708.74672446593,13954.76392688573,3.374649536881262,14225.970594738006,13496.885139519793,16310.104273755323,3273.1520434751114,2.953405177441432,33307.4953884072,17535.884370733005,6214.563590114073,2664.4596801216962,2.615440642509,47792.81723511906,1258.9289451653412,975.5496770336011,685.577570788135,2.3964367778830704,41909.713726871996,225.90069667145858,10.082885628341367,3.8769749428085993,2.339479109029121,23189.3911059385,4.082260234480108,12.072502648961832,12.196644952239511,2.2823403329862724,47215.25717416561,12.803870663205098,1.2897009228032466,0.2931904161412358,2.252524268647836
75,10100111010,348.0,10.0,1.0,97.0,337.0,8.0,938.0,479.0,348.0,56.0,354.0,1.0,776.0,14.0,1163.0,6.0,249.0,33.0,89.0,8.0,0.0,74.0,304.0,1.0,586.0,84.0,38.0,264.0,0.0,373.0,11.0,67.0,52.0,369.0,31.0,264.0,4.0,360.0,68.0,9.0,72.0,126.0,7.0,213.0,337.0,59.0,15.0,218.0,0.0,2969.38519671038,14566.775677095628,11832.45006334744,4.015012466489726,580.3403590441596,6719.732176923291,11828.279170535438,20430.688192748075,3.9951824316279083,1298.060854557243,5422.709918975624,11084.145632709418,18050.168111920455,3.9673509819383534,1780.4781249549821,5454.5323654688345,14566.739291828912,14034.288258032524,3.8398623222622774,2573.1956863036953,4029.439868486395,15067.1883591234,10817.820398338315,3.7711575863033455,3824.6990130729087,8119.229112472379,17040.12877336492,4686.694299972943,3.4489558014581223,4283.087920996389,14996.53904391088,15782.908984098585,6468.371895438911,3.1544372120597455,11732.192405468806,17435.67931718596,11565.070210479666,1724.0621459610977,2.795522239474787,41307.656194365445,5565.79112599414,1372.9958417509943,538.6680913335347,2.4359511887172376,29400.540618280924,52.13093000110583,10.082885628341367,6.784706149915049,2.3381245115307885,12254.450060490317,1.3607534114933693,0.2682778366435963,1.1087859047490465,2.2815950400886003,35154.509662967095,6.828731020376052,0.16121261535040582,0.0,2.2524679726183505
76,10111110001,347.0,7.0,32.0,113.0,315.0,1.0,1691.0,800.0,579.0,68.0,381.0,16.0,1012.0,9.0,1809.0,2.0,483.0,127.0,157.0,7.0,5.0,71.0,464.0,3.0,549.0,131.0,109.0,443.0,0.0,381.0,41.0,131.0,49.0,648.0,30.0,405.0,15.0,452.0,151.0,29.0,116.0,246.0,11.0,360.0,651.0,102.0,14.0,365.0,0.0,5805.812847299399,14879.199820304113,19855.209765389835,4.023064164698057,507.7978141636397,6447.310602183158,18053.689260290932,26644.14491116115,4.031941352281498,1211.5234642534267,9374.854436195146,21411.806548646382,30221.611747022776,3.986405919649613,1723.043346730628,8787.857699922011,22346.70232269208,23719.923816393,3.877985005281853,2424.7420890169437,8947.726766785965,18917.69205089938,21120.506491993856,3.8190401005899095,2458.7350798325842,9458.48339906576,15927.71680596424,8267.539383098338,3.5354779442795685,5200.892475495615,10497.577330737617,26359.764482836887,12547.082833321261,3.2491681392089964,12627.020639784225,17385.576790412437,19241.884057091167,6635.0270465775575,2.877855568809736,38699.49360188844,8679.983779824193,3938.330177654168,2007.7628858795383,2.4980795291197473,51630.21767112747,167.97744111467432,37.81082110628013,10.661681092723649,2.3388974172790458,22091.977667685635,0.4535844704977897,4.2924453862975405,3.3263577142471394,2.281705660893986,54681.43420490754,0.8535913775470065,5.158803691212986,1.465952080706179,2.2524535688446834
77,01001110001,346.0,9.0,12.0,136.0,369.0,2.0,1602.0,608.0,412.0,104.0,536.0,8.0,393.0,12.0,1527.0,55.0,156.0,58.0,269.0,16.0,2.0,97.0,453.0,39.0,496.0,72.0,35.0,471.0,6.0,503.0,22.0,352.0,71.0,455.0,63.0,466.0,3.0,580.0,150.0,5.0,125.0,82.0,4.0,161.0,417.0,163.0,28.0,145.0,2598.4018619084563,15600.352078239608,19643.668004233514,21110.16659029032,3.822790919433245,1160.6807180883193,8808.297583264315,17625.692316620243,10346.985128543807,3.8306921115016404,2423.0469285068534,14981.385030390284,13715.396821483168,12005.845762515897,3.7161017609925335,3618.3910281343187,9469.674245605614,25712.501931788913,10608.077040109092,3.7049122273147437,3513.4018024531224,8888.470298131753,24274.9145785877,7040.168830664618,3.650002453655773,3278.313439776779,11383.661436043747,18658.182544129537,14165.401872951928,3.5743117807732925,7954.306138993294,13496.885139519793,20033.421006956036,4052.4739585882335,3.0826078358120963,17763.997540483844,17335.474263638916,13691.979674475926,3030.1698322952625,2.768869462705484,34963.47691536733,4770.678107994977,1264.6014331917052,1077.3361826670694,2.4468167790165722,36252.69913636266,28.961627778392128,7.562164221256026,3.8769749428085993,2.3375844893007005,20929.242000965336,12.473572938689218,2.1462226931487702,43.24265028521281,2.283919246280823,46157.296866165736,1.707182755094013,1.9345513842048698,0.5863808322824716,2.252422359572286
78,01101101111,344.0,19.0,23.0,208.0,384.0,8.0,1792.0,375.0,140.0,327.0,1195.0,186.0,556.0,51.0,1866.0,12.0,70.0,30.0,110.0,84.0,11.0,128.0,553.0,0.0,760.0,14.0,29.0,416.0,8.0,487.0,9.0,369.0,168.0,574.0,134.0,355.0,5.0,410.0,263.0,9.0,212.0,81.0,1.0,204.0,460.0,161.0,65.0,152.0,3464.5358158779413,16353.778172927317,19018.819717816543,18645.072827092936,3.7713330512528906,6093.573769963677,11623.320522245695,21516.573622717424,14638.482777278261,3.713910228587987,5624.930369748053,14797.56435517077,15129.694335449058,12585.43831656839,3.641614053728985,7696.260282063471,16060.567520547123,19587.850184088118,13441.2901626227,3.563023013548041,8313.401448058092,15584.451256057675,17159.85340900165,6954.3131132174885,3.430465641865207,13932.83211905131,17410.305725713966,19416.645249175454,5792.543516820491,3.21901178886279,25010.17411010391,28493.424183430674,12356.13960132979,1818.4178019306175,2.820730006277516,39604.434815071254,17235.26921009187,4652.614452491819,1567.329223600998,2.5624071041282765,53573.06946709511,927.6318543323566,1047.8126160731272,440.72843836380105,2.388833294449531,45734.17429510366,52.13093000110583,12.60360703542671,0.9692437357021498,2.3377035023779595,23411.48668272777,2.7215068229867385,49.89967761570891,0.0,2.2826066390057247,56404.39813507876,6.828731020376052,3.7078901530593336,3.2250945775535937,2.252518946693647
79,01001111011,342.0,12.0,7.0,123.0,390.0,10.0,2176.0,645.0,676.0,55.0,370.0,3.0,559.0,14.0,1825.0,135.0,325.0,83.0,387.0,9.0,0.0,58.0,413.0,4.0,481.0,128.0,135.0,648.0,0.0,673.0,28.0,185.0,44.0,491.0,19.0,380.0,78.0,602.0,121.0,33.0,86.0,154.0,74.0,216.0,585.0,73.0,20.0,254.0,0.0,8199.048677483885,26282.681047413826,29043.286519125537,4.018973409923606,652.8829039246797,5266.81711164258,16069.339794181367,14717.467396580121,3.9607364902176543,1730.747806076324,6709.454645512213,19241.02431790804,21030.929818476125,3.948093620515916,1091.260786262731,6515.135880976663,20967.2762533901,14231.9542898358,3.850772713398296,2177.3194268723573,7170.032707159615,25195.68720053413,13221.780486857942,3.7817740590580144,3824.6990130729087,10295.517328186625,19720.030331193822,20379.221281904818,3.6306578576188118,4206.604208121454,17995.846852693056,21252.56011428724,8442.654080392153,3.1841440862451758,12262.460988766832,17135.064156544824,22465.481213460498,4336.2775186294275,2.872992501484189,33906.113702200986,8481.205525324403,4877.748385168006,1371.15514157627,2.509860831106592,39121.0445625364,191.14674333738805,196.61626975265668,71.72403644195909,2.3425026364971764,28428.233829026576,30.616951758600806,0.8048335099307888,4.435143618996186,2.2821186633481334,55165.07320285034,8.535913775470066,1.1284883074528407,0.0,2.252457021612685
80,11000001001,340.0,8.0,3.0,119.0,332.0,5.0,1360.0,602.0,310.0,115.0,501.0,49.0,640.0,9.0,1753.0,10.0,360.0,91.0,109.0,5.0,17.0,98.0,508.0,8.0,482.0,75.0,81.0,248.0,2.0,403.0,25.0,211.0,26.0,442.0,20.0,339.0,5.0,467.0,179.0,9.0,144.0,141.0,1.0,209.0,752.0,95.0,21.0,199.0,866.1339539694853,9351.347410535674,15738.366214127447,11115.33187769002,3.8386376314627437,362.7127244025998,8899.10477484436,19765.67703497369,16850.05211773037,3.9291419110699053,1817.2851963801402,8731.482072926852,24733.761174473242,16476.988322349403,3.88228086044226,1148.6955644870852,10909.064730937669,18705.01749973485,13770.73354896149,3.7806300300094553,1286.5978431518477,10606.907889103892,19545.491565862856,12105.656160045259,3.7476745225239263,2458.7350798325842,9960.703756538278,16787.307871682944,5739.8840303039415,3.4936987515319253,8795.626980617584,11997.231235128704,19835.722773334757,9351.862981357463,3.1360981695526795,16604.035014519413,17034.85910299778,10302.217716231886,4754.23197825636,2.778018625238775,33976.60458307874,4969.456362494768,2926.6490311008038,1224.2456621216697,2.4690688602236923,35216.90773246658,52.13093000110583,12.60360703542671,0.9692437357021498,2.3378858116797083,17767.64614314161,2.2679223524889487,13.145613995536218,8.870287237992372,2.282404524372041,52988.69771210775,4.267956887735033,0.48363784605121746,4.984237074401009,2.2525029915047607
81,01100111101,340.0,11.0,74.0,114.0,291.0,4.0,1729.0,691.0,609.0,37.0,316.0,24.0,649.0,5.0,1655.0,52.0,467.0,105.0,408.0,5.0,2.0,56.0,339.0,12.0,405.0,107.0,67.0,579.0,0.0,501.0,10.0,120.0,13.0,425.0,8.0,340.0,4.0,435.0,116.0,6.0,83.0,159.0,2.0,270.0,400.0,78.0,24.0,216.0,0.0,5318.301844854412,19565.561968431393,25950.71434347791,4.0567143232884915,362.7127244025998,5085.202728482491,13190.087627669453,17087.005975635955,4.004687350319261,2076.8973672915886,7169.006333560994,13156.255943868746,17884.570239334025,3.9018655855527253,459.47822579483415,6287.863699082129,18760.19454250693,17789.94286229475,3.910376518760065,643.2989215759238,6873.7503638885555,18206.185933940775,13651.05907409359,3.8382269591380633,1365.9639332403244,9542.186791977847,14714.176477890775,21485.070498752368,3.7123535243605685,2829.897376372614,16496.192948301967,22768.24657205036,12131.444478594263,3.2498403174091752,10472.804520135996,17034.85910299778,20238.872868339415,5485.6522826034925,2.8928702251517913,28548.806755491474,7089.757743825869,2420.8084578241214,489.69826484866786,2.483641080570506,33862.411281217865,34.75395333407055,10.082885628341367,1.9384874714042997,2.337688978943401,22588.42660403812,11.793196232942533,6.438668079446311,13.305430856988558,2.2824445102253526,50026.40884970812,3.414365510188026,11.92973353593003,0.5863808322824716,2.2525436242544603
