ScenarioType,Ag1,Ag2,Ag3,Ag4,Ag5,Ag6,Ag7,Ag8,Ag9,Ag10,Ag11,Ag12,Ag13,Ag14,Ag15,Ag16,MeanLogProb_Moderate,StdErrLogProb_Moderate,MeanLogProb_Weak,StdErrLogProb_Weak,MeanPaths_Strong,StdErrPaths_Strong
sequential,FluB,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,-17.730927819408674,0.651470532957092,-10.856944703605615,0.23971526608902263,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,FluB,H3,H3,H3,H3,H3,H3,H3,H3,-17.893770742949442,0.9126342771822333,-10.484702916278168,0.2405713586628364,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,FluB,-17.968266469105853,1.029035500172471,-10.327566761633028,0.259669623855383,100186395.1,28815441.741661295
sequential,FluB,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-18.22636560896102,0.4949403343140523,-10.874711257631384,0.2439530229069429,0.0,0.0
sequential,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,-18.25686425386048,1.0410801308797202,-10.255254114919133,0.247398025746688,0.0,0.0
sequential,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,-18.324969071924574,0.726107177803993,-10.941538802295408,0.236016777296688,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,-18.362367098866255,1.1188917808474288,-10.712100681474993,0.23393066722006917,138752671.0,38287483.62570122
sequential,H1,H1,H1,H1,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-18.510595521338008,0.5887533577298905,-10.543515301602511,0.23773300556925014,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,FluB,FluB,FluB,FluB,-18.58457555550314,1.1528173642208581,-11.321728497066552,0.28094724825319506,3657904.9,1621743.4565305498
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,FluB,FluB,-18.714928216803123,1.1129542802973253,-10.571041217331596,0.28303973411492134,40679995.1,18630867.00692965
sequential,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,-18.941484385080123,1.1992425323324651,-11.31290512203704,0.2734429233414742,313437.9,195227.139946411
sequential,H1,H1,H1,H1,H1,H1,H1,H1,FluB,H3,H3,H3,H3,H3,H3,H3,-18.95835391601391,0.9880426977936981,-10.588214389611004,0.23675926483215964,145859.1,148558.157791972
sequential,FluB,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-19.232020053756933,0.44900622549374136,-10.964480518798348,0.23457261254141445,0.0,0.0
sequential,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,-19.525621501012477,0.8580358904933083,-11.104727578466415,0.23056514229276964,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,FluB,FluB,FluB,-19.564454026321478,1.328400419739636,-11.067215999604153,0.28372082359441725,13368973.1,7565263.450617323
sequential,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,-19.785923880164013,0.6822050144567247,-10.248945302280019,0.2304535262622448,0.0,0.0
sequential,FluB,FluB,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,-20.064873887806414,0.328617383769515,-10.54213607334612,0.19359932672832048,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,FluB,-20.09549981864129,1.1201343196839924,-10.604684497583786,0.26201862842915585,83991574.2,25558000.943864256
sequential,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-20.12617867358173,0.7168514379926346,-10.626950113967487,0.23731347227457103,0.0,0.0
sequential,H1,H1,H1,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-20.12617867358173,0.7168514379926346,-10.626950113967487,0.23731347227457103,0.0,0.0
sequential,H1,H1,H1,H1,H1,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,-20.216143934858703,0.7160306883849561,-10.525438433368931,0.23635175794419092,0.0,0.0
sequential,FluB,FluB,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,-20.33077002837076,0.30305954429296705,-10.568798314773783,0.1961474426548432,0.0,0.0
sequential,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,-20.362184996387985,0.32463298465493046,-10.58909506931504,0.1895790281818868,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,H3,H3,H3,H3,H3,H3,-20.44902210352931,1.0471173303739973,-10.769735119146032,0.2338241951398382,1721524.7,671207.8139463797
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,-20.46898412089699,1.20723604611645,-10.971961449545452,0.23237146770780973,116026340.8,35352878.65974387
sequential,H1,H1,H1,H1,H1,H1,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,-20.513276617767122,0.8665998879405529,-10.548481031032075,0.24046361764763044,0.0,0.0
sequential,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,-20.522295066704256,1.6370565451116599,-11.718406046716314,0.26930550550040677,8027.4,14758.486772776612
sequential,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,-20.745585865609918,0.7051091790845643,-11.357614530680285,0.24379097204815425,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,-20.791548736347487,1.460661391602425,-11.610582822775392,0.27566844535991497,297016.7,205083.08902006305
sequential,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,-20.829801835624963,1.1768332924657812,-11.804102071376985,0.2606616378530031,2682.8,5457.380442015096
sequential,H1,H1,H1,H1,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-20.881973571228862,0.6233841876667313,-10.569481589638709,0.23702135471541685,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,FluB,FluB,-20.90147729467044,1.1979882605512053,-10.944309391066872,0.28385618581058725,32750484.6,14877910.73424225
sequential,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,-20.950116320703383,0.8426830167674663,-10.742651640403901,0.23913593732615243,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,-20.997919204300935,2.2960054564483205,-11.78098752552697,0.2750405097146251,17175.3,33043.361730543635
sequential,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,-21.14885411842909,0.9884911270189654,-11.346678728202818,0.22599547676082488,0.0,0.0
sequential,FluB,FluB,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-21.209228668023396,0.31738000455479815,-10.66486197310176,0.19647526399509058,0.0,0.0
sequential,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,-21.24720622247883,0.5534508646407575,-11.200253905698247,0.23671874697990086,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,FluB,FluB,FluB,FluB,-21.256324288486237,1.2048889652392536,-11.796975757490829,0.2809185657033645,2701267.0,1198090.3293087343
sequential,FluB,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-21.30896854626687,0.33687403777517166,-11.105153689175681,0.22964555293574818,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,H3,H3,H3,H3,H3,-21.417152709267796,1.8639371809461969,-11.082771797882177,0.22791061011341734,1936564.8,1220693.0117550076
sequential,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,-21.426633395353424,0.9374256242872081,-10.648831532130142,0.235198030296076,0.0,0.0
sequential,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,-21.43656390081937,0.26148678095572997,-10.723731434803735,0.18136051174538445,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,H3,H3,H3,H3,-21.58583358958289,1.4558852133810962,-11.479408536315809,0.22137126595335047,1015797.0,581594.9644062151
sequential,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,H3,H3,H3,H3,-21.630878426448923,1.1722584272914267,-11.530524614061376,0.21818692213678534,285485.0,137492.88670974137
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,H3,H3,H3,H3,H3,-21.703320794584002,1.5327012587272602,-11.029437822554746,0.2277129392508047,4031083.0,2207095.2911647875
sequential,H1,H1,H1,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-21.96613314247538,0.475056501050594,-10.636134782396313,0.23737614672683538,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,FluB,FluB,FluB,-22.113320179065187,1.288910215287975,-11.583150721136827,0.28246980899200325,10005990.4,5596146.630035016
sequential,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,H3,H3,H3,H3,H3,-22.169120346526654,2.2000882092803415,-11.134924602053902,0.22496367752162344,358270.6,161879.4817182764
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,FluB,-22.23410336622404,1.1668784941018155,-11.000408409191225,0.255298717340183,65890001.6,21351539.471441522
sequential,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,-22.342129296342282,2.590732106962789,-11.986427030752854,0.2736038818685722,19803.1,40159.921686648966
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,H3,H3,-22.46093458437145,1.6436418023011359,-12.477852675652029,0.21979395066354013,256345.9,138262.32536936607
sequential,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,-22.52348587609039,0.9717390985765884,-10.56320575600251,0.22695958887104972,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,H3,H3,-22.532114717863706,1.8724354998173738,-12.53076361213682,0.21669471864798312,59228.9,39778.654159821286
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,-22.55474081693362,1.2675550423317274,-11.332122910601427,0.2221217558859741,89429534.4,28007774.44447476
sequential,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,H3,H3,H3,H3,H3,H3,-22.630377352366327,1.052983511202397,-10.82497641632061,0.23087996419416482,261832.7,130446.11046971763
sequential,FluB,FluB,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-22.663684025077604,0.3183689801485486,-10.843549133865967,0.18975430725881878,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,H3,H3,H3,H3,-22.71186240296096,1.369386030222442,-11.428778485146898,0.22150358290486422,2396080.2,1136219.4069945586
sequential,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,-22.771904579468966,0.21563109150546364,-10.942773397073212,0.17232823011014634,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,H3,H3,-22.930950066374262,1.3387149506156182,-12.423944196196102,0.2201219014767288,674690.6,287167.81369637436
sequential,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,-22.955262396739787,1.0497336622938898,-11.685910597717836,0.21893441365708985,0.0,0.0
sequential,FluB,FluB,FluB,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,-22.97391374319639,0.281635827422346,-10.514095375817538,0.17349923802636597,0.0,0.0
sequential,FluB,FluB,FluB,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,-23.109121797121325,0.2706081680153479,-10.510733680489535,0.16855004806368418,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,FluB,FluB,FluB,FluB,FluB,-23.164098808206614,1.486215653182993,-12.042238347283666,0.2765069890695921,229482.3,149972.2422821044
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,FluB,FluB,-23.260843906441384,1.2260360611726953,-11.463772071830535,0.27868124488482426,24106830.6,11318910.990518441
sequential,FluB,FluB,FluB,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,-23.400505118609292,0.3064719285450842,-10.609873869674878,0.17667668506004972,0.0,0.0
sequential,H1,H1,H1,H1,H1,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,-23.41051468652244,0.73631666226665,-10.624498142840084,0.23396769761066694,0.0,0.0
sequential,H1,H1,H1,H1,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,-23.417626722544043,0.6999022237094771,-10.621467667153285,0.23509502804610857,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,H3,H3,-23.465516860853572,1.36643880255228,-12.371933042654554,0.22316272355981487,2324527.6,803017.8987558539
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,H3,H3,H3,-23.484619251898426,1.3084260921189916,-11.9549256124564,0.2150055666723222,404195.9,232747.33990290368
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,H3,H3,H3,H3,-23.554493825883085,1.2631248983805308,-11.37518687513679,0.225429078490082,5669202.2,2737183.70873092
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,H3,H3,H3,-23.580498543153595,1.4239277379682307,-11.903515205877074,0.21518606455928688,1150778.6,568420.05457451
sequential,FluB,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,-23.903377228357787,0.24340164779823148,-10.608781616531868,0.15966715246974653,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,H3,H3,H3,-23.9903229208339,1.718462418547227,-11.850322478873926,0.21789098896488987,3558133.9,1894835.4041194567
sequential,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,-24.0263485935295,0.6028836460217761,-10.53718496835717,0.2121770430098918,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,-24.039459401285367,2.782875941781065,-12.333525260095533,0.2740838423252067,17179.3,34765.12451053977
sequential,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,-24.057595806802027,0.8796234627786965,-10.709137359153539,0.23528377884517623,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,H3,H3,H3,-24.086695166043242,1.1514092705210757,-12.005594141122108,0.211964534442314,73181.6,25738.58774162509
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,FluB,FluB,FluB,FluB,-24.09411262971201,1.2381491990505176,-12.438009683114286,0.27778262464273945,1676139.0,820745.7558996778
sequential,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,-24.15955686143622,1.0497340997925735,-11.951365824317687,0.2453613533704896,0.0,0.0
sequential,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,-24.1760611187537,0.1982473467782589,-11.258350823592007,0.15716547964576177,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,H3,H3,-24.176672482353823,1.3641442623963291,-12.334353933611295,0.2223516140223559,8440868.8,2373505.451557103
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,H3,-24.26995849446716,1.7829542200390958,-12.746961938595982,0.2162893926182588,1582461.7,709277.8692275764
sequential,H1,H1,H1,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-24.37069033010905,0.46637767483073667,-10.66033994939686,0.2368888835290848,0.0,0.0
sequential,H1,H1,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-24.375652666666735,0.6309896984364686,-10.9105158660303,0.22077989445157092,0.0,0.0
sequential,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-24.375652666666735,0.6309896984364686,-10.9105158660303,0.22077989445157092,0.0,0.0
sequential,H1,H1,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-24.375652666666735,0.6309896984364686,-10.9105158660303,0.22077989445157092,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,H3,H3,H3,H3,-24.49085001459143,1.2243024017351016,-11.58267684668781,0.21619426554789242,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,H3,-24.517928206284317,2.0678028715587002,-12.803224981867428,0.21436440996617626,295691.7,153089.983542759
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,H3,-24.65561190772328,1.4344445524311897,-12.701800245186494,0.21502441860460453,6913565.8,2766382.7155590267
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,H3,-24.67078634622894,1.503716886879075,-12.860924619505886,0.21339255369310994,80698.6,45164.08140251868
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,H3,H3,H3,-24.71314874403043,1.4302415447124703,-11.807955578141593,0.21535076013146376,10112785.6,3512042.826369772
sequential,FluB,FluB,FluB,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-24.733775682885756,0.3064867708625321,-10.79840793435668,0.17834163453043383,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,FluB,FluB,FluB,-24.908621497885555,1.3234060885560923,-12.288694761505274,0.2778922947740699,6927049.7,4456733.350057343
sequential,FluB,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-24.935256582744262,0.3537771025460179,-11.281943039625263,0.22005538541236455,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,H3,H3,H3,H3,H3,-24.937020413067568,2.2867050303847494,-11.189320164031212,0.22306564585942026,0.0,0.0
sequential,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,-24.957756892278713,0.5632286448338176,-11.699872067017075,0.23152996930940828,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,FluB,-24.965373488070643,1.119972400781863,-11.5336025987475,0.2563347657423928,41168751.8,13560630.579722086
