Nonlinear function type: 	logistic
A	3.1137730408982147
B	6.6918087139756945
mu	8.244623369073675
sigma	0.45122887844697673
Nonlinear function performance: 	0.8457744002583418
Params: 	232
Performance: 	0.9335704800259464
Term	Coefficient	Standard Error	p-value	95% CI lower	95% CI upper
8,10	-0.04695649325619272	0.007376495214187508	2.529148515262413e-10	-0.07431262855908166	-0.019600357953303782
8,11	0.0022181905178391493	0.0073482755367141476	0.762793619880435	-0.025033290570175448	0.029469671605853745
9,10	0.03756360767444338	0.0074923612300508155	5.932301896087035e-07	0.009777776924742927	0.06534943842414384
9,11	-0.028470563669597437	0.007440145820394755	0.00013488556784782362	-0.05606275072131248	-0.0008783766178823912
10,11	-0.014315073216296614	0.007226706695387042	0.04777723662661707	-0.04111570961785857	0.012485563185265346
1,2,3	-0.005896928965638558	0.007173938085684951	0.41120242805817797	-0.03250187009663635	0.02070801216535923
1,2,4	-0.0005991225542107646	0.007184761756561357	0.9335534359210963	-0.02724420385969134	0.02604595875126981
1,2,5	-0.012810727417527742	0.0071854107054278565	0.0747941477529636	-0.03945821538531624	0.01383676055026076
1,2,6	0.015364425341684237	0.00723676628795356	0.033897124264232095	-0.011473517608225008	0.04220236829159348
1,2,7	-0.014173055535049033	0.007254233245844478	0.050902155088856905	-0.04107577565209787	0.012729664581999804
1,2,8	-0.004324516284716449	0.007270456218891314	0.5520562506125419	-0.03128740018318153	0.022638367613748635
1,2,9	-0.07992541458783228	0.007235885975179655	2.1544282022776632e-27	-0.10676009284974912	-0.05309073632591545
1,2,10	-0.031155581264524192	0.007187979643913502	1.552077366573166e-05	-0.05781259628096623	-0.0044985662480821545
1,2,11	-0.018188435036160758	0.007178367566898293	0.011377971573379747	-0.04480980314011458	0.008432933067793066
1,3,4	0.008261313827404798	0.007167140498744	0.2492189186847777	-0.01831841808123328	0.034841045736042874
1,3,5	0.005906948242250365	0.007158211032872602	0.4093808967447824	-0.020639668254601003	0.032453564739101735
1,3,6	-0.004143575810442111	0.007215217238206288	0.5658566096898019	-0.030901602932655675	0.02261445131177145
1,3,7	0.001359288850370257	0.007223250679860876	0.8507573618525153	-0.02542853072889365	0.028147108429634166
1,3,8	-0.0008775604944718518	0.007242707423137903	0.9035757004617332	-0.027737536468634007	0.025982415479690303
1,3,9	0.00944469974748861	0.007211256558499567	0.1904787054393626	-0.017298638977755604	0.036188038472732824
1,3,10	-0.001373749711968025	0.007168788181795533	0.848056770097794	-0.027959592143176136	0.025212092719240083
1,3,11	0.003892574864310536	0.0071604058260904	0.5867748883553724	-0.02266218114303797	0.03044733087165904
1,4,5	-0.0002753640879909281	0.007168629399692682	0.9693636558772335	-0.026860617667100153	0.0263098894911183
1,4,6	0.0263331170925936	0.007221944324311517	0.0002745443686085295	-0.00044985779578062685	0.053116091980967825
1,4,7	-0.001507865766617886	0.007239032565082365	0.8350237441159041	-0.02835421332901169	0.025338481795775913
1,4,8	0.009421172047034175	0.007254675603492012	0.19425536039577557	-0.017483188577505936	0.03632553267157428
1,4,9	0.016603656877536933	0.007218901511089516	0.021574160788756007	-0.010168033571847573	0.04337534732692144
1,4,10	-0.0007054482843938566	0.007179526494128395	0.9217393968674104	-0.027331114333264923	0.02592021776447721
1,4,11	0.0016526772355348767	0.007169225895442731	0.8177140549542559	-0.024934788480635666	0.028240142951705422
1,5,6	-0.0035944289624039666	0.00721892791222657	0.6186103480528848	-0.030366217321846897	0.023177359397038966
1,5,7	-0.0003358415067886474	0.00723100025465515	0.9629615839118537	-0.02715240080735059	0.02648071779377329
1,5,8	0.0017332850837827717	0.00724518047486882	0.8109554907563074	-0.02513586233776701	0.02860243250533255
1,5,9	-0.0054543531880502216	0.007216217727988591	0.4498517804774794	-0.03221609068125422	0.021307384305153776
1,5,10	0.006882681009685695	0.007168161972478286	0.3371119446449453	-0.019700839090074602	0.033466201109445995
1,5,11	-0.000496171235234209	0.007160289136303267	0.9447635219734871	-0.027050494492135167	0.026058152021666746
1,6,7	-0.058537211475694594	0.007449339896972222	7.0815779656781874e-15	-0.08616349526244914	-0.030910927688940045
1,6,8	-0.014207204662200181	0.007484185162275481	0.057835679166964804	-0.04196271401809326	0.013548304693692895
1,6,9	0.055097631936657565	0.0073859977983192875	1.410722007923144e-13	0.027706255781617586	0.08248900809169754
1,6,10	-0.004805477105034397	0.007226705516729184	0.5061706938067306	-0.03160610913547933	0.021995154925410536
1,6,11	-0.018790747354659746	0.007217484577403363	0.009312439255494282	-0.04555718302809604	0.007975688318776545
1,7,8	0.02541838419376173	0.007379849842914652	0.0005872353067461402	-0.00195019193294476	0.05278696032046822
1,7,9	-0.045537787005757356	0.007444649955840369	1.1957918634322806e-09	-0.07314667788972538	-0.017928896121789325
1,7,10	0.010437681983983102	0.007239902832488956	0.14958484932083996	-0.016411893012609882	0.03728725698057609
1,7,11	0.0029680851458297186	0.007226971573036761	0.6813504335544094	-0.02383353356896014	0.029769703860619577
1,8,9	0.010003784717212678	0.007486191797607304	0.18164064719380654	-0.01775916635538284	0.037766735789808194
1,8,10	0.020316735628169533	0.007259123363547418	0.005190658615353354	-0.006604119757410543	0.04723759101374961
1,8,11	-0.012634982867874723	0.00724233798207303	0.0812453340775982	-0.03949358874967408	0.01422362301392464
1,9,10	-0.03610840625445398	0.007221630965158842	6.357977639238188e-07	-0.06289021903329922	-0.009326593475608744
1,9,11	-0.005709318600655669	0.007210207643579449	0.42857161029750646	-0.03244876736764155	0.021030130166330215
1,10,11	0.006570904309518762	0.007168541474777147	0.3594735346050545	-0.02001402319523997	0.033155831814277496
2,3,4	0.0038950072534790457	0.007169821008647042	0.5870326970374069	-0.022694665472506453	0.030484679979464545
2,3,5	-0.005288473255830428	0.007168859045349911	0.46080376989189376	-0.03187457848839952	0.021297631976738667
2,3,6	0.00791108760835535	0.007219769178486081	0.27335052807031246	-0.018863820632949183	0.03468599584965988
2,3,7	-0.003666980626660897	0.0072352862420436434	0.6123512177207663	-0.030499434745493794	0.023165473492172
2,3,8	0.001766733382387647	0.007249419398827481	0.8074888936001771	-0.025118134320133607	0.028651601084908905
2,3,9	-0.0013909344907449806	0.0072161782330115685	0.8471773224618718	-0.02815252551467003	0.02537065653318007
2,3,10	-0.0010856688526956863	0.007173558536946965	0.8797240029721665	-0.027689202406473008	0.025517864701081635
2,3,11	-0.00630963604942604	0.007162070465309221	0.37846049883480026	-0.03287056546221687	0.020251293363364793
2,4,5	0.0006889170141455387	0.00717918749625875	0.9235640423300379	-0.025935491842614625	0.027313325870905705
2,4,6	0.009124280304371388	0.007226451056733282	0.20690769246512886	-0.017675408047283694	0.03592396865602647
2,4,7	-0.013332390229487135	0.007244838525312425	0.06591395763064223	-0.040200269512434515	0.013535489053460246
2,4,8	-0.005664855945845039	0.007252497512100291	0.43486418115169	-0.03256113899952204	0.021231427107831963
2,4,9	-0.00905798800376566	0.0072246698525259044	0.2101119788251096	-0.0358510706623532	0.01773509465482188
2,4,10	-0.0021550998036512802	0.007176126187231192	0.7639755081847575	-0.028768155628716832	0.02445795602141427
2,4,11	0.0028328882038524666	0.007172422577365236	0.6929177120446948	-0.023766432581785776	0.029432208989490706
2,5,6	-0.003147159406090361	0.0072297011593171236	0.6633959567374238	-0.029958900940652802	0.023664582128472077
2,5,7	-0.0014362298504909214	0.007260181917157366	0.843208643681222	-0.02836101093993689	0.02548855123895505
2,5,8	0.005636434874583495	0.0072744966914253684	0.4385590461191954	-0.02134143333690827	0.032614303086075255
2,5,9	0.003602678185745752	0.007226810848494083	0.6181887491460756	-0.02319834447330106	0.03040370084479256
2,5,10	0.004645147132536493	0.007180019123306455	0.5177534834801871	-0.021982345858541932	0.031272640123614914
2,5,11	0.005096723614220423	0.007170643351270784	0.4773257965890306	-0.021495998814290082	0.031689446042730926
2,6,7	-0.04628124456007732	0.007474984339367996	7.548470344711175e-10	-0.07400263216179763	-0.018559856958357008
2,6,8	-0.014541028224123809	0.007517529418510094	0.053253397098484666	-0.0424201965750602	0.013338140126812585
2,6,9	0.029410200783427043	0.007408074705489485	7.503136486797254e-05	0.0019369512126142623	0.05688345035423982
2,6,10	0.000286695393174604	0.007235664738034894	0.968398972192672	-0.02654716239871001	0.027120553185059217
2,6,11	-0.015515500618356451	0.007221065477504065	0.03181135737872957	-0.042295216255354914	0.011264215018642013
2,7,8	-0.004746093842869375	0.007401400804364968	0.5214563149536673	-0.03219459288692668	0.02270240520118793
2,7,9	-0.06454686107738368	0.007473100894525811	1.3622738151740417e-17	-0.09226126382105931	-0.036832458333708046
2,7,10	-0.016999641234359188	0.00725214340400844	0.019194841270325034	-0.043894611058841126	0.009895328590122751
2,7,11	0.01709520056494144	0.007239793152471098	0.018330366625567973	-0.009753967677316133	0.043944368807199014
2,8,9	0.0010668785024338621	0.007512649945873484	0.8870891299222861	-0.026794194057781065	0.02892795106264879
2,8,10	0.019848341577582654	0.007269981724071168	0.006399011515756488	-0.007112782630931642	0.046809465786096946
2,8,11	0.008725547028260505	0.007247384505117226	0.22878276325901253	-0.018151774159818817	0.03560286821633983
2,9,10	-0.04526982204673408	0.007232887070896069	4.96064235457068e-10	-0.072093378708357	-0.01844626538511116
2,9,11	-0.0078090563871150934	0.007213382648639655	0.27915745302184564	-0.03456027983374115	0.01894216705951097
2,10,11	0.0018180327941899844	0.007174212717441934	0.79998208052388	-0.024787926823675126	0.028423992412055097
3,4,5	-0.003955669697754946	0.007158091642325073	0.5806036948605253	-0.03050184342824136	0.022590504032731468
3,4,6	0.003947216292387215	0.007201193354240785	0.5836761352873726	-0.022758802490351733	0.030653235075126163
3,4,7	0.006005563224211955	0.007224018373794245	0.4059089391269668	-0.020785103389924564	0.03279622983834848
3,4,8	-0.004952699446526902	0.007238355333037154	0.4939284518885363	-0.031796535456900095	0.021891136563846288
3,4,9	0.007796076445531843	0.007202982591492557	0.27926353826362504	-0.018916577821258437	0.03450873071232212
3,4,10	0.0034910467359856607	0.007165898668460361	0.62620063584303	-0.02308407977723413	0.03006617324920545
3,4,11	-0.0037627839962611964	0.007159643276106616	0.5992700278855667	-0.03031471204535502	0.022789144052832624
3,5,6	0.0020409607290812065	0.007201054497354584	0.7768873080056788	-0.02466454309531284	0.028746464553475255
3,5,7	0.0004313369398298108	0.007222328228390475	0.952383904200205	-0.026353061677784707	0.02721573555744433
3,5,8	-0.002566196967938818	0.007235694040066608	0.7228922475067705	-0.02940016342800811	0.024267769492130473
3,5,9	0.002792898635971459	0.007204165870767147	0.6983053770211681	-0.023924143886622812	0.029509941158565728
3,5,10	-0.0023502802359058263	0.007159856711094739	0.7427592835167602	-0.028902999820307935	0.024202439348496283
3,5,11	-0.004258329629960188	0.007156556781960926	0.5519104308066387	-0.03079881124697354	0.02228215198705317
3,6,7	0.001184368161197511	0.007431734835135283	0.8734002691091531	-0.026376626292392315	0.02874536261478734
3,6,8	0.0013449447914481022	0.007461350789982326	0.8569751713928248	-0.02632588204790153	0.029015771630797733
3,6,9	-0.016353876057758034	0.007368499250114726	0.026596316429700558	-0.04368035789125525	0.010972605775739188
3,6,10	-0.00683293800040895	0.007211525449178689	0.34352499919211743	-0.03357727392141974	0.01991139792060184
3,6,11	-0.003415973902266091	0.007198350632518369	0.6351724450940694	-0.03011145029626773	0.02327950249173555
3,7,8	0.007210983421903835	0.00736957917579506	0.3279841417234728	-0.020119503374949353	0.034541470218757024
3,7,9	0.007066191707967945	0.007434299631410709	0.3420084321936999	-0.02050431443266263	0.03463669784859852
3,7,10	-0.005996088427796967	0.007228583198420804	0.4069461731782622	-0.032803683943328006	0.02081150708773407
3,7,11	-0.009209779202032448	0.007223128300243034	0.20247896581790242	-0.035997144929800926	0.01757758652573603
3,8,9	-0.001847636433998651	0.007461633946402308	0.8044613947951336	-0.029519513374393826	0.025824240506396527
3,8,10	-0.0003160665465490849	0.0072397099496456785	0.9651829507161125	-0.02716492622658521	0.026532793133487043
3,8,11	0.003555739179173968	0.007231707447618627	0.6230073973963526	-0.02326344278511002	0.03037492114345796
3,9,10	0.0028360445895745994	0.007214548051788564	0.6942970792279475	-0.02391950081826722	0.029591589997416422
3,9,11	-0.003464972820198	0.0071973129568618215	0.6302792623670186	-0.03015660093736399	0.02322665529696799
3,10,11	-0.0035968457796044257	0.0071610957257758024	0.6155421483735553	-0.030154160317608925	0.022960468758400077
4,5,6	-0.00782532706256793	0.007205368546144363	0.2776233452556056	-0.03454682977247193	0.018896175647336068
4,5,7	0.004223725671313842	0.007230301782679509	0.5591877555173946	-0.022590243307785654	0.03103769465041334
4,5,8	-0.007765787509426122	0.007241311415274226	0.28368840885345353	-0.03462058631219539	0.019089011293343144
4,5,9	-0.005099709929669123	0.007207102289445567	0.4792991785317485	-0.031827642321278465	0.021628222461940218
4,5,10	-0.0022780454666773402	0.007166175271260841	0.7506106605220544	-0.028854197776486887	0.02429810684313221
4,5,11	0.008123835495990436	0.0071598841150451245	0.256698328481791	-0.018428985717458102	0.03467665670943897
4,6,7	0.012928633023572264	0.007431343245168715	0.08209511771891416	-0.014630909197243375	0.0404881752443879
4,6,8	-0.003592791591059328	0.0074639049112234295	0.6303292807543694	-0.031273090528501996	0.02408750734638334
4,6,9	0.0030024368268825917	0.007367274295821619	0.6836678096587308	-0.024319502196728758	0.03032437585049394
4,6,10	-0.00018914335541941104	0.00721512288133519	0.9790892210765652	-0.02694682055002405	0.026568533839185227
4,6,11	-0.007954251993785615	0.007201617186437917	0.269537380738316	-0.03466184258137142	0.018753338593800187
4,7,8	-0.0035261662185178265	0.0073742068630698885	0.632590106341439	-0.030873815046329318	0.023821482609293666
4,7,9	-0.005919195467796842	0.00743473994883311	0.42606009767224295	-0.03349133454963238	0.021652943614038692
4,7,10	0.001740467988188838	0.0072337355004245	0.809892437316582	-0.025086235120669632	0.02856717109704731
4,7,11	-0.001657392802897898	0.0072242630527844685	0.818571378233909	-0.02844896682243061	0.025134181216634813
4,8,9	-0.009197273818283485	0.007466230435264486	0.21818511204446467	-0.03688619708862003	0.01849164945205306
4,8,10	-0.0011078196174753602	0.007249129020738855	0.8785585348852831	-0.027991610436998556	0.02577597120204784
4,8,11	-0.003288378763732251	0.007237527321781064	0.6496373626973281	-0.030129144049147828	0.023552386521683323
4,9,10	0.004579499387080974	0.007218272632172274	0.5258894057246122	-0.022189858830498364	0.03134885760466031
4,9,11	0.0009445137924315207	0.007201512240673157	0.8956691392223675	-0.025762687598055	0.027651715182918042
4,10,11	-0.011642510641558867	0.007164654584687692	0.10435986310847513	-0.03821302340217324	0.014928002119055508
5,6,7	-0.009125187284663508	0.0074411097150104645	0.22025731714945965	-0.036720948992195364	0.018470574422868348
5,6,8	-0.003053380661770593	0.007473857653009167	0.682930534632745	-0.030770589885605326	0.024663828562064137
5,6,9	0.00044199249161519863	0.007385053960150928	0.9522828526531883	-0.02694588338803817	0.02782986837126857
5,6,10	-0.00048329196054835814	0.007212667845559881	0.9465852530142906	-0.027231864520920523	0.026265280599823804
5,6,11	-0.0007473426412389775	0.007201145613010401	0.9173560100515606	-0.027453184373018087	0.025958499090540134
5,7,8	-0.00015089773831590547	0.007385979887671814	0.9837026495625658	-0.0275422074707417	0.02724041199410989
5,7,9	0.0008953629017547544	0.00745021413363684	0.9043559629892433	-0.026734163039409113	0.028524888842918622
5,7,10	-0.005144741121562633	0.007231638285751308	0.47692629606315073	-0.03196366659528502	0.021674184352159752
5,7,11	-0.0015973017697823908	0.007224316213716909	0.8250420187355907	-0.028389072939535964	0.025194469399971185
5,8,9	-0.003389961517827205	0.007479597314894743	0.6504457831444659	-0.03112845659118471	0.0243485335555303
5,8,10	-0.00036456485699611074	0.007245616464866642	0.9598774287701397	-0.027235329171260494	0.026506199457268273
5,8,11	0.0005714987622739819	0.007236429362659296	0.9370621295806526	-0.026265194681783337	0.027408192206331297
5,9,10	-0.0005789734827600385	0.007216005194607982	0.936060622577764	-0.027339922784316448	0.026181975818796367
5,9,11	0.0007482517943006688	0.00720294651890989	0.9172764473793699	-0.025964268695347008	0.027460772283948345
5,10,11	-0.0013589861541642686	0.007161082612605913	0.8495102773206594	-0.027916252061262175	0.02519827975293364
6,7,8	0.004186733709482918	0.007861077654963598	0.5943907129222137	-0.024966502036144533	0.03333996945511037
6,7,9	0.0018073806549874921	0.007646816123324638	0.8131855084910206	-0.02655125450058654	0.030166015810561525
6,7,10	-0.028759471045611808	0.007461969840715363	0.00012070151094820983	-0.056432593668408804	-0.0010863484228148118
6,7,11	-0.028377747577028965	0.007422546113784781	0.00013676005918679914	-0.05590466515573092	-0.0008508299983270087
6,8,9	0.06159098657101593	0.007680793584196525	2.034512350719228e-15	0.03310634414642446	0.09007562899560739
6,8,10	0.003465287874516665	0.007500747289779793	0.6441492249692625	-0.024351643035618084	0.031282218784651414
6,8,11	0.0012662534266210008	0.007454891921557456	0.8651452200919341	-0.026380620346481875	0.028913127199723877
6,9,10	-0.03418057638227828	0.007379304533727779	3.913692490669552e-06	-0.06154713020008809	-0.006814022564468478
6,9,11	-0.004244337520867929	0.007358597409220342	0.5641645177324861	-0.031534097836708165	0.02304542279497231
6,10,11	0.01733089605465013	0.0072083031334465595	0.01631598914924729	-0.009401489732510208	0.044063281841810464
7,8,9	-0.003695744959938886	0.007861070390687841	0.638324004129552	-0.03284895376560302	0.025457463845725246
7,8,10	0.014756344938204026	0.007387144734040236	0.045931214119970865	-0.01263928469058669	0.04215197456699474
7,8,11	0.00989541912745492	0.0073692370228856255	0.17952568342301872	-0.01743379877665002	0.03722463703155986
7,9,10	-0.019000935414504858	0.00746848499950941	0.011047189649549273	-0.04669821985945649	0.00869634903044678
7,9,11	0.007204617414441182	0.0074236487594385335	0.33194536008015707	-0.02032638938587881	0.034735624214761174
7,10,11	-0.010991404542672096	0.007227284213132551	0.12850115875494364	-0.03779418270032923	0.015811373614985032
8,9,10	-0.01694216792079664	0.007504359464386389	0.02410136594354691	-0.044772494777706444	0.010888158936113161
8,9,11	0.012957171226556279	0.007450524149970319	0.08220914120749893	-0.014673504427109059	0.040587846880221615
8,10,11	0.0007438025740922121	0.007239482639134314	0.9181801337491076	-0.0261042141125	0.027591819260684426
9,10,11	0.002923481194620986	0.007209685550369991	0.6851686149697684	-0.02381403136118819	0.02966099375043016
