,variant,correct_counts_6261_a_F_8,correct_counts_6261_a_F_6,correct_counts_6261_a_F_7,correct_counts_6261_a_F_5,correct_counts_6261_a_F_4,correct_counts_6261_a_F_1,correct_counts_6261_a_F_3,correct_counts_6261_a_F_2,mean_bin1__F_,mean_bin2__F_,mean_bin3__F_,mean_bin4__F_,mean_bin5__F_,mean_bin6__F_,mean_bin7__F_,mean_bin8__F_,meanbin__F_
17,00100100111,643.0,206.0,420.0,216.0,228.0,262.0,138.0,124.0,10678.020359266255,5848.904536222071,4014.6589301694526,6021.486975503679,3686.006957315161,3452.98691127584,7970.006245637239,9808.558270287378,3.271496670367319
18,10000001101,642.0,332.0,398.0,586.0,372.0,342.0,209.0,188.0,13938.484591103279,8867.693974272173,6080.171858010258,9824.531381084951,10000.000356419834,5565.008031764946,7552.5297280086215,9793.303902837475,3.2131203398569643
19,00010100111,641.0,327.0,248.0,279.0,244.0,148.0,141.0,74.0,6031.858828898496,3490.47528774543,4101.934124303571,6444.047465012709,4761.092319865415,5481.197669840775,4706.098925995322,9778.049535387572,3.3809008576152415
20,01010100111,634.0,582.0,439.0,601.0,376.0,301.0,269.0,225.0,12267.496672286805,10612.931618144888,7825.675740692628,9930.171503462208,10255.973061788942,9755.52612797349,8330.55414722559,9671.268963238253,3.2408214024171533
21,00101100110,631.0,242.0,243.0,280.0,149.0,284.0,117.0,96.0,11574.648023021437,4528.184157075152,3403.732571230623,3935.094558552843,4778.157166890023,4056.42151712987,4611.217899261545,9625.505860888547,3.2444610664117866
22,01100100111,627.0,360.0,431.0,272.0,295.0,246.0,249.0,165.0,10025.92751289885,7782.816519972918,7243.841113131838,7790.9590253227425,4641.638390693165,6034.346058540303,8178.744504451547,9564.488391088937,3.2534995854139086
23,00101100111,627.0,361.0,245.0,237.0,101.0,152.0,132.0,106.0,6194.882040490346,4999.87000677048,3840.108541901215,2667.413090025753,4044.3687448319124,6051.108130925138,4649.170309955056,9564.488391088937,3.3647250298010496
24,00010100101,625.0,358.0,333.0,263.0,264.0,143.0,151.0,119.0,5828.079814408681,5613.061611374407,4392.851438083966,6972.248076898997,4488.0547674717,6000.821913770635,6319.076380469525,9533.97965618913,3.361286197194926
25,00000100111,622.0,241.0,280.0,206.0,188.0,216.0,165.0,121.0,8803.253425959965,5707.398781313474,4800.135677376519,4965.085751731104,3515.3584870690884,4039.659444745036,5313.337497091493,9488.216553839424,3.266873256469859
26,01101100111,618.0,495.0,285.0,371.0,166.0,201.0,129.0,159.0,8191.916382490524,7499.805010155721,3752.8333477670967,4384.065078656187,6331.058246129281,8297.225830492916,5408.218523825269,9427.199084039812,3.311825493513302
27,10110100111,601.0,341.0,328.0,313.0,205.0,232.0,115.0,116.0,9455.346272327371,5471.5558564658095,3345.5491084745436,5414.056271834448,5341.297118702061,5715.866683228453,6224.1953537357485,9167.874837391468,3.3001856086366583
28,00000000111,599.0,294.0,251.0,307.0,128.0,181.0,167.0,170.0,7376.8003245312675,8018.659444820582,4858.3191401325985,3380.483916072241,5238.908036554418,4928.049281141248,4763.027542035588,9137.366102491664,3.2652996726847276
29,00010100100,594.0,463.0,453.0,332.0,405.0,294.0,176.0,108.0,11982.206052001065,5094.207176709547,5120.144722534954,10696.062390697325,5665.529212169598,7760.839514178223,8596.221022080164,9061.09426524215,3.2803426248058347
30,01000100111,592.0,467.0,409.0,367.0,237.0,321.0,207.0,135.0,13082.61273024606,6367.758970886933,6021.988395254179,6259.177250852509,6262.798858030852,7827.88780371756,7761.26798682293,9030.585530342345,3.2417036680566618
31,00110001111,592.0,261.0,222.0,449.0,340.0,289.0,197.0,126.0,11778.42703751125,5943.241706161138,5731.071081473783,8979.41040206689,7662.116314048644,4374.900892441719,4212.717586979683,9030.585530342345,3.2057446041439306
32,10001000011,590.0,272.0,320.0,291.0,255.0,228.0,175.0,119.0,9292.32306073552,5613.061611374407,5091.052991156915,6734.557801550168,4965.870484160702,4559.2836886748955,6072.385710961706,9000.07679544254,3.2667264171487975
33,00011001100,587.0,403.0,371.0,443.0,525.0,295.0,281.0,115.0,12022.961854899027,5424.387271496276,8174.776517229102,13865.266062015051,7559.727231901001,6755.115171088172,7040.1721836462275,8954.313693092832,3.2371674295945776
34,10010100110,581.0,315.0,329.0,347.0,229.0,149.0,125.0,87.0,6072.614631796458,4103.666892349357,3636.4664222549386,6047.897006097994,5921.501917538707,5280.052801222765,6243.171559082503,8862.787488393416,3.380009487347303
35,10001000111,580.0,214.0,221.0,225.0,141.0,196.0,65.0,70.0,7988.13736800071,3301.8009478672984,1890.9625395725682,3723.814313798328,3839.5905805366256,3587.0834903545133,4193.741381632928,8847.533120943513,3.3314549409679195
36,10000001111,576.0,299.0,351.0,347.0,257.0,334.0,267.0,160.0,13612.438167919578,7546.973595125254,7767.492277936549,6787.3778627387965,5921.501917538707,5011.859643065418,6660.648076711121,8786.515651143904,3.171173518223571
37,00011100111,576.0,230.0,246.0,185.0,143.0,213.0,142.0,241.0,8680.986017266077,11367.628977657414,4131.025855681611,3776.6343749869566,3156.996699552337,3855.2766485118605,4668.146515301812,8786.515651143904,3.172198630533577
38,10001100100,571.0,201.0,306.0,258.0,221.0,127.0,97.0,112.0,5175.986968041277,5282.881516587678,2821.8979436698323,5836.616761343478,4402.730532348664,3369.176549351669,5806.718836107131,8710.24381389439,3.363982638818313
39,10001100010,568.0,237.0,432.0,370.0,270.0,325.0,197.0,232.0,13245.635941837912,10943.111712931619,5731.071081473783,7130.708260464883,6313.993399104674,3972.6111552056996,8197.720709798303,8664.480711544682,3.165624343889379
40,00011100011,567.0,242.0,274.0,307.0,281.0,255.0,156.0,110.0,10392.729738980515,5188.544346648612,4538.310094974164,7421.218597002341,5238.908036554418,4056.42151712987,5199.4802650109605,8649.226344094779,3.236672887302324
41,10011100111,563.0,159.0,232.0,142.0,168.0,322.0,139.0,98.0,13123.368533144023,4622.521327014218,4043.7506615474917,4436.885139844816,2423.208277494226,2665.169509188634,4402.479640447236,8588.20887429517,3.1520267457270688
42,00001100111,561.0,312.0,204.0,175.0,157.0,148.0,57.0,71.0,6031.858828898496,3348.9695328368316,1658.228688548252,4146.374803307358,2986.3482293062643,5229.766584068263,3871.1458907380875,8557.700139395363,3.38733174057614
43,10011001111,560.0,204.0,236.0,328.0,287.0,394.0,198.0,128.0,16057.786341797346,6037.578876100203,5760.162812851823,7579.678780568228,5597.26982407117,3419.4627665061716,4478.384461834258,8542.44577194546,3.1166127088815214
44,10101100101,558.0,300.0,272.0,246.0,213.0,114.0,119.0,87.0,4646.16153036776,4103.666892349357,3461.9160339867017,5625.336516588964,4197.9523680533775,5028.621715450253,5161.52785431745,8511.937037045656,3.392573169779775
45,00100100110,557.0,276.0,351.0,326.0,214.0,194.0,168.0,100.0,7906.625762204784,4716.858496953284,4887.410871510638,5651.7465471832775,5563.140130021956,4626.331978214233,6660.648076711121,8496.682669595753,3.3106112242048
46,10000000110,554.0,217.0,272.0,236.0,209.0,288.0,256.0,169.0,11737.671234613288,7971.490859851049,7447.483232778114,5519.696394211706,4027.303897807305,3637.369707509016,5161.52785431745,8450.919567246046,3.1446987535039166
47,10000101111,552.0,182.0,229.0,172.0,181.0,191.0,119.0,100.0,7784.3583535108955,4716.858496953284,3461.9160339867017,4780.2155375709035,2935.1536882324426,3050.69717403982,4345.551024406971,8420.41083234624,3.269497427377426
48,01010100101,552.0,481.0,453.0,441.0,354.0,350.0,282.0,167.0,14264.531014286982,7877.153689911984,8203.868248607141,9349.15083038729,7525.597537851786,8062.556817105238,8596.221022080164,8420.41083234624,3.2045939110936272
49,10101100011,547.0,332.0,232.0,235.0,174.0,375.0,132.0,231.0,15283.426086736052,10895.943127962086,3840.108541901215,4595.345323410703,4010.239050782698,5565.008031764946,4402.479640447236,8344.138995096728,3.093934996285897
50,10010100100,546.0,273.0,373.0,207.0,253.0,235.0,117.0,108.0,9577.61368102126,5094.207176709547,3403.732571230623,6681.737740361539,3532.4233340936958,4576.04576105973,7078.124594339738,8328.884627646825,3.2787572475964852
51,00101001111,540.0,236.0,269.0,207.0,201.0,180.0,135.0,62.0,7336.044521633305,2924.4522681110357,3927.3837360353336,5308.416149457191,3532.4233340936958,3955.8490828208655,5104.599238277184,8237.358422947409,3.3250775703125295
52,10101100110,539.0,216.0,213.0,186.0,156.0,223.0,101.0,90.0,9088.544046245706,4245.172647257956,2938.2648691819904,4119.964772713044,3174.061546576944,3620.607635124182,4041.931738858885,8222.104055497506,3.2528397666223956
53,10011100011,539.0,236.0,239.0,279.0,221.0,407.0,251.0,121.0,16587.611779470863,5707.398781313474,7302.024575887917,5836.616761343478,4761.092319865415,3955.8490828208655,4535.3130778745235,8222.104055497506,3.0958380218382207
54,10000111101,539.0,485.0,416.0,444.0,404.0,278.0,121.0,99.0,11330.11320563366,4669.689911983751,3520.0994967427805,10669.652360103011,7576.792078925608,8129.605106644575,7894.101424250217,8222.104055497506,3.29773926896467
55,00111100110,539.0,269.0,254.0,212.0,161.0,236.0,109.0,120.0,9618.369483919221,5660.23019634394,3170.9987202063066,4252.014925684615,3617.747569216732,4508.997471520393,4819.956158075854,8222.104055497506,3.2409433566609516
56,00111100100,539.0,308.0,305.0,263.0,268.0,241.0,122.0,104.0,9822.148498409037,4905.532836831415,3549.19122812082,7077.888199276254,4488.0547674717,5162.718294528926,5787.7426307603755,8222.104055497506,3.2660833184652307
57,10001101011,538.0,302.0,289.0,270.0,269.0,290.0,189.0,120.0,11819.182840409214,5660.23019634394,5498.337230449468,7104.298229870569,4607.508696643951,5062.145860219921,5484.123345212291,8206.849688047603,3.201019066268687
58,10001001110,538.0,244.0,343.0,315.0,210.0,204.0,144.0,137.0,8314.183791184412,6462.096140825999,4189.209318437689,5546.10642480602,5375.426812751276,4089.9456618995387,6508.838433937079,8206.849688047603,3.2719914369417378
59,01011100111,536.0,272.0,300.0,323.0,165.0,189.0,175.0,182.0,7702.846747714971,8584.682464454976,5091.052991156915,4357.6550480618735,5511.945588948134,4559.2836886748955,5692.861604026599,8176.340953147798,3.240713621633245
60,01001100111,530.0,383.0,297.0,306.0,229.0,269.0,237.0,254.0,10963.310979551994,11980.82058226134,6894.740336595364,6047.897006097994,5221.843189529811,6419.873723391489,5635.9329879863335,8084.814748448383,3.153879844541459
61,00110100111,530.0,442.0,398.0,279.0,253.0,221.0,148.0,78.0,9007.03244044978,3679.149627623561,4305.576243949848,6681.737740361539,4761.092319865415,7408.835994096706,7552.5297280086215,8084.814748448383,3.3301571029064743
62,00111100111,529.0,190.0,277.0,169.0,138.0,225.0,200.0,104.0,9170.055652041632,4905.532836831415,5818.346275607902,3644.584222015385,2883.959147158621,3184.7937531184934,5256.408881051227,8069.5603809984805,3.2196642998681546
63,00101100011,525.0,342.0,314.0,264.0,192.0,307.0,127.0,85.0,12512.031489674582,4009.329722410291,3694.649885011018,5070.7258741083615,4505.119614496308,5732.6287556132875,5958.528478881174,8008.54291119887,3.232900165046909
64,10000001110,524.0,299.0,369.0,446.0,326.0,301.0,260.0,106.0,12267.496672286805,4999.87000677048,7563.850158290273,8609.66997374649,7610.9217729748225,5011.859643065418,7002.219772952717,7993.288543748968,3.216575206917761
65,01001100110,515.0,273.0,300.0,361.0,177.0,311.0,182.0,154.0,12675.054701266432,7263.962085308057,5294.695110803191,4674.575415193645,6160.409775883209,4576.04576105973,5692.861604026599,7855.999236699844,3.17090705417745
66,10000100010,513.0,272.0,293.0,317.0,217.0,379.0,192.0,170.0,15446.449298327903,8018.659444820582,5585.612424583586,5730.976638966221,5409.556506800491,4559.2836886748955,5560.028166599312,7825.490501800039,3.116332700058975
67,10000100101,512.0,309.0,302.0,300.0,233.0,273.0,212.0,175.0,11126.334191143846,8254.502369668246,6167.447052144376,6153.537128475251,5119.454107382167,5179.48036691376,5730.814014720109,7810.236134350136,3.1778443401471517
68,00000001101,511.0,450.0,335.0,516.0,377.0,447.0,290.0,334.0,18217.843895389375,15754.307379823967,8436.602099631458,9956.581534056522,8805.461064697329,7542.932573175379,6357.028791163036,7794.981766900233,3.0790802326202975
69,00011100110,510.0,197.0,269.0,277.0,171.0,197.0,110.0,139.0,8028.893170898673,6556.433310765065,3200.0904515843463,4516.115231627759,4726.962625816202,3302.1282598123325,5104.599238277184,7779.727399450331,3.24825015010683
70,00010000110,505.0,211.0,247.0,203.0,191.0,227.0,86.0,80.0,9251.567257837556,3773.486797562627,2501.8888985113977,5044.315843514047,3464.1639459952667,3536.7972732000107,4687.122720648566,7703.455562200817,3.2604561747255345
71,10111100110,504.0,167.0,224.0,189.0,160.0,239.0,100.0,98.0,9740.63689261311,4622.521327014218,2909.173137803951,4225.604895090301,3225.2560876507655,2799.266088267307,4250.669997673194,7688.201194750915,3.2136689141006
72,10101100100,504.0,233.0,343.0,264.0,172.0,177.0,197.0,83.0,7213.777112939417,3914.9925524712253,5731.071081473783,4542.525262222074,4505.119614496308,3905.562865666363,6508.838433937079,7688.201194750915,3.3028714814383644
73,01011100110,502.0,323.0,285.0,272.0,141.0,238.0,157.0,111.0,9699.881089715147,5235.7129316181445,4567.401826352203,3723.814313798328,4641.638390693165,5414.149380301438,5408.218523825269,7657.69245985111,3.2444157415183277
74,10011001011,501.0,286.0,255.0,222.0,379.0,261.0,169.0,105.0,10637.264556368293,4952.701421800948,4916.502602888677,10009.401595245152,3788.396039462804,4793.952702062574,4838.932363422609,7642.4380924012075,3.20738654900693
75,00100000111,501.0,197.0,186.0,226.0,187.0,139.0,115.0,71.0,5665.05660281683,3348.9695328368316,3345.5491084745436,4938.675721136789,3856.655427561233,3302.1282598123325,3529.5741944964916,7642.4380924012075,3.3270212059160724
76,10001100110,499.0,232.0,433.0,185.0,252.0,196.0,87.0,123.0,7988.13736800071,5801.735951252539,2530.9806298894373,6655.327709767224,3156.996699552337,3888.8007932815285,8216.696915145058,7611.929357501402,3.3026502016431394
77,01111100111,496.0,350.0,339.0,415.0,290.0,210.0,153.0,180.0,8558.71860857219,8490.345294515912,4451.034900840045,7658.908872351171,7081.911515211998,5866.7253346919615,6432.933612550057,7566.166255151695,3.2482819795513143
78,00010100110,495.0,293.0,288.0,172.0,176.0,228.0,99.0,60.0,9292.32306073552,2830.11509817197,2880.0814064259116,4648.165384599331,2935.1536882324426,4911.287208756414,5465.147139865535,7550.911887701792,3.2922586233338467
79,10011001101,494.0,292.0,276.0,419.0,293.0,184.0,113.0,165.0,7499.067733225156,7782.816519972918,3287.3656457184647,7738.138964134114,7150.170903310427,4894.525136371579,5237.432675704471,7535.657520251889,3.2621618854977936
80,01000100101,494.0,416.0,403.0,434.0,290.0,366.0,251.0,240.0,14916.623860654387,11320.46039268788,7302.024575887917,7658.908872351171,7406.143608679536,6973.022112091016,7647.410754742398,7535.657520251889,3.141908142705265
81,10000101101,493.0,281.0,304.0,229.0,199.0,126.0,163.0,107.0,5135.231165143314,5047.0385917400135,4741.95221462044,5255.596088268562,3907.8499686350547,4710.142340138404,5768.766425413621,7520.403152801987,3.33180873029849
82,11000100100,492.0,313.0,301.0,371.0,299.0,213.0,263.0,174.0,8680.986017266077,8207.333784698714,7651.125352424391,7896.599147700001,6331.058246129281,5246.528656453097,5711.8378093733545,7505.148785352084,3.206991672706244
83,00011011101,492.0,400.0,275.0,465.0,312.0,450.0,217.0,209.0,18340.111304083264,9858.234258632363,6312.905709034574,8239.929545426088,7935.15386644236,6704.82895393367,5218.456470357716,7505.148785352084,3.0941610050413377
84,11110100110,490.0,259.0,295.0,281.0,285.0,183.0,254.0,122.0,7458.311930327193,5754.567366283006,7389.299770022036,7526.858719379599,4795.22201391463,4341.376747672051,5597.980577292822,7474.640050452279,3.240155376329554
85,10110100110,490.0,274.0,291.0,284.0,230.0,188.0,106.0,92.0,7662.090944817008,4339.509817197021,3083.723526072188,6074.307036692308,4846.416554988452,4592.807833444564,5522.075755905801,7474.640050452279,3.3035407274992052
86,01001100101,489.0,246.0,201.0,363.0,141.0,381.0,280.0,109.0,15527.96090412383,5141.375761679079,8145.684785851063,3723.814313798328,6194.539469932422,4123.469806669207,3814.2172746978213,7459.385683002376,3.0936292294884575
87,01100000111,488.0,316.0,252.0,216.0,239.0,187.0,126.0,85.0,7621.335141919045,4009.329722410291,3665.5581536329782,6311.997312041138,3686.006957315161,5296.814873607599,4782.003747382343,7444.131315552473,3.2929512429227983
88,00101000101,488.0,189.0,116.0,283.0,182.0,155.0,96.0,156.0,6317.149449184235,7358.299255247122,2792.806212291793,4806.625568165217,4829.351707963845,3168.031680733659,2201.239820223618,7444.131315552473,3.2212005768271603
89,00111000110,487.0,160.0,171.0,163.0,134.0,288.0,82.0,91.0,11737.671234613288,4292.341232227488,2385.52197299924,3538.944099638127,2781.570065010978,2681.931581573468,3244.9311142951615,7428.876948102571,3.1500682310726766
90,10100100101,485.0,208.0,266.0,221.0,178.0,345.0,113.0,87.0,14060.751999797169,4103.666892349357,3287.3656457184647,4700.98544578796,3771.331192438197,3486.511056045508,5047.670622236918,7398.368213202765,3.1525989193138413
91,10001100101,485.0,195.0,250.0,258.0,198.0,172.0,81.0,90.0,7009.998098449602,4245.172647257956,2356.4302416212004,5229.186057674247,4402.730532348664,3268.604115042664,4744.051336688833,7398.368213202765,3.3031471634514644
92,01000100100,485.0,465.0,301.0,502.0,310.0,466.0,323.0,360.0,18992.204150450667,16980.690589031823,9396.629235106762,8187.109484237459,8566.553206352826,7794.363658947891,5711.8378093733545,7398.368213202765,3.0480249836716005
93,00000101101,485.0,215.0,284.0,320.0,200.0,386.0,199.0,158.0,15731.739918613643,7452.636425186188,5789.254544229862,5282.006118862877,5460.7510478743125,3603.8455627393478,5389.242318478514,7398.368213202765,3.0958485973070036
94,00001000011,484.0,168.0,199.0,137.0,235.0,211.0,90.0,138.0,8599.474411470152,6509.264725795531,2618.2558240235558,6206.35718966388,2337.88404237119,2816.028160652141,3776.2648640043108,7383.113845752863,3.1900035286486808
95,11001100111,483.0,348.0,293.0,220.0,133.0,366.0,184.0,163.0,14916.623860654387,7688.479350033853,5352.87857355927,3512.534069043813,3754.2663454135895,5833.2011899222925,5560.028166599312,7367.85947830296,3.1177128370937752
96,10011101101,483.0,298.0,280.0,257.0,215.0,159.0,118.0,96.0,6480.172660776086,4528.184157075152,3432.824302608662,5678.156577777592,4385.6656853240565,4995.097570680584,5313.337497091493,7367.85947830296,3.32029233446389
97,10001100001,481.0,311.0,314.0,272.0,221.0,172.0,159.0,137.0,7009.998098449602,6462.096140825999,4625.585289108282,5836.616761343478,4641.638390693165,5213.004511683428,5958.528478881174,7337.350743403155,3.2757004998200014
98,01011001111,481.0,352.0,371.0,332.0,357.0,690.0,333.0,228.0,28121.503999594337,10754.437373053486,9687.546548887156,9428.380922170234,5665.529212169598,5900.24947946163,7040.1721836462275,7337.350743403155,2.9900821069395676
99,11010100101,480.0,309.0,348.0,357.0,281.0,280.0,237.0,112.0,11411.624811429585,5282.881516587678,6894.740336595364,7421.218597002341,6092.150387784779,5179.48036691376,6603.719460670855,7322.096375953252,3.209184388112098
100,00001100100,480.0,160.0,239.0,172.0,172.0,112.0,124.0,80.0,4564.649924571834,3773.486797562627,3607.3746908768994,4542.525262222074,2935.1536882324426,2681.931581573468,4535.3130778745235,7322.096375953252,3.3439923748874403
101,10011100110,479.0,166.0,242.0,141.0,147.0,337.0,128.0,108.0,13734.705576613465,5094.207176709547,3723.741616389057,3882.2744973642143,2406.1434304696186,2782.504015882473,4592.24169391479,7306.8420085033495,3.111137879403588
102,00100001111,479.0,294.0,249.0,277.0,272.0,390.0,135.0,157.0,15894.763130205494,7405.4678402166555,3927.3837360353336,7183.528321653512,4726.962625816202,4928.049281141248,4725.075131342077,7306.8420085033495,3.1056252556164496
103,10100101111,478.0,213.0,229.0,201.0,125.0,205.0,87.0,140.0,8354.939594082376,6603.601895734597,2530.9806298894373,3301.253824289298,3430.0342519460523,3570.3214179696793,4345.551024406971,7291.587641053447,3.2195820388911947
104,10100000111,478.0,269.0,252.0,156.0,188.0,194.0,92.0,70.0,7906.625762204784,3301.8009478672984,2676.439286779635,4965.085751731104,2662.116135838727,4508.997471520393,4782.003747382343,7291.587641053447,3.297046371355833
105,00100101111,477.0,256.0,280.0,261.0,209.0,180.0,117.0,126.0,7336.044521633305,5943.241706161138,3403.732571230623,5519.696394211706,4453.925073422486,4291.090530517549,5313.337497091493,7276.3332736035445,3.270259292723326
106,10110100101,474.0,230.0,230.0,253.0,191.0,203.0,97.0,82.0,8273.42798828645,3867.8239675016926,2821.8979436698323,5044.315843514047,4317.406297225628,3855.2766485118605,4364.527229753726,7230.570171253837,3.2703986696341163
107,10010101101,474.0,318.0,286.0,317.0,240.0,149.0,108.0,85.0,6072.614631796458,4009.329722410291,3141.906988828267,6338.407342635452,5409.556506800491,5330.339018377268,5427.194729172024,7230.570171253837,3.3464550186531157
108,10001001100,474.0,276.0,285.0,365.0,339.0,371.0,273.0,260.0,15120.4028751442,12263.832092078537,7942.042666204787,8953.000371472575,6228.669163981637,4626.331978214233,5408.218523825269,7230.570171253837,3.0744436094271177
109,10100100110,473.0,262.0,301.0,230.0,203.0,241.0,160.0,112.0,9822.148498409037,5282.881516587678,4654.677020486321,5361.2362106458195,3924.914815659662,4391.662964826553,5711.8378093733545,7215.315803803935,3.220671962583371
110,10111000111,472.0,193.0,169.0,140.0,162.0,210.0,75.0,119.0,8558.71860857219,5613.061611374407,2181.8798533529634,4278.42495627893,2389.0785834450116,3235.079970272996,3206.978703601651,7200.061436354032,3.1997557885839414
111,10000100011,471.0,227.0,256.0,275.0,177.0,202.0,85.0,74.0,8232.672185388486,3490.47528774543,2472.7971671333585,4674.575415193645,4692.832931766987,3804.990431357358,4857.908568769364,7184.807068904129,3.2911340584128097
112,01011001101,470.0,418.0,356.0,389.0,358.0,266.0,231.0,152.0,10841.043570858106,7169.624915368991,6720.189948327127,9454.79095276455,6638.225492572211,7006.546256860685,6755.529103444897,7169.552701454227,3.2158391360370264
113,00000100101,470.0,257.0,280.0,266.0,144.0,236.0,128.0,108.0,9618.369483919221,5094.207176709547,3723.741616389057,3803.044405581271,4539.249308545522,4307.852602902383,5313.337497091493,7169.552701454227,3.2326947933243644
114,10010000110,469.0,262.0,214.0,260.0,231.0,173.0,78.0,67.0,7050.753901347565,3160.2951929587,2269.155047487082,6100.717067286622,4436.860226397878,4391.662964826553,4060.907944205641,7154.298334004324,3.3173189561101744
115,10001101110,469.0,211.0,244.0,233.0,162.0,205.0,178.0,89.0,8354.939594082376,4198.004062288423,5178.328185291033,4278.42495627893,3976.1093567334833,3536.7972732000107,4630.1941046083,7154.298334004324,3.2344865348279037
116,10001010111,469.0,298.0,245.0,254.0,140.0,158.0,109.0,80.0,6439.416857878124,3773.486797562627,3170.9987202063066,3697.4042832040136,4334.471144250235,4995.097570680584,4649.170309955056,7154.298334004324,3.3300870560561426
117,01110100101,469.0,383.0,342.0,366.0,357.0,317.0,145.0,183.0,12919.58951865421,8631.85104942451,4218.301049815729,9428.380922170234,6245.734011006244,6419.873723391489,6489.862228590323,7154.298334004324,3.1787016955259166
118,00010001111,467.0,250.0,337.0,401.0,243.0,268.0,190.0,74.0,10922.555176654032,3490.47528774543,5527.428961827507,6417.637434418395,6843.003656867498,4190.518096208544,6394.981201856546,7123.789599104519,3.238572186227522
119,10110100100,466.0,288.0,314.0,306.0,214.0,175.0,142.0,110.0,7132.265507143491,5188.544346648612,4131.025855681611,5651.7465471832775,5221.843189529811,4827.476846832243,5958.528478881174,7108.535231654616,3.292911423707652
