Library,Sample,Variant,Mean_Expression
6261,Exp_z,11111110111,3.0483634960926285
6261,Exp_a,11111110110,2.9443493079839316
6261,Exp_b,11111110110,3.913459861945306
6261,Exp_c,11111110110,2.860559810347664
6261,Exp_x,11111110110,3.48822738139931
6261,Exp_y,11111110110,2.997227930157977
6261,Exp_z,11111110110,2.95927364732466
6261,Exp_a,11111110101,2.7334865328547524
6261,Exp_b,11111110101,3.157308024564407
6261,Exp_c,11111110101,3.1070189505381007
6261,Exp_x,11111110101,3.0754352352730536
6261,Exp_y,11111110101,3.521286388418449
6261,Exp_z,11111110101,2.906792591638447
6261,Exp_a,11111110100,3.5659334256389212
6261,Exp_b,11111110100,3.102351321616631
6261,Exp_c,11111110100,3.0215998710131013
6261,Exp_x,11111110100,3.2367390533280775
6261,Exp_y,11111110100,2.8562948934175334
6261,Exp_z,11111110100,3.01823313166844
6261,Exp_a,11111110011,3.179445056233012
6261,Exp_b,11111110011,3.286114981992265
6261,Exp_c,11111110011,3.4100516926507893
6261,Exp_x,11111110011,3.3709792597872417
6261,Exp_y,11111110011,3.270615145620936
6261,Exp_z,11111110011,3.269808987182272
6261,Exp_a,11111110010,3.1736543082226523
6261,Exp_b,11111110010,3.3446197585008743
6261,Exp_c,11111110010,3.3905044215594335
6261,Exp_x,11111110010,3.3187763707104034
6261,Exp_y,11111110010,3.288756097164685
6261,Exp_z,11111110010,3.2245613119704504
6261,Exp_a,11111110001,3.1755605969046705
6261,Exp_b,11111110001,3.427710700690919
6261,Exp_c,11111110001,3.4919674084923216
6261,Exp_x,11111110001,3.443076073570079
6261,Exp_y,11111110001,3.2694137933066876
6261,Exp_z,11111110001,3.3009272585105514
6261,Exp_a,11111110000,3.1473742339647677
6261,Exp_b,11111110000,3.25053766337403
6261,Exp_c,11111110000,3.308154425038735
6261,Exp_x,11111110000,3.390859636661764
6261,Exp_y,11111110000,3.3199062358426064
6261,Exp_z,11111110000,3.199995764682755
6261,Exp_a,11111101111,3.2280327155204964
6261,Exp_b,11111101111,3.3799380548482976
6261,Exp_c,11111101111,3.494146112477146
6261,Exp_x,11111101111,3.5389145283200496
6261,Exp_y,11111101111,3.37007384419068
6261,Exp_z,11111101111,3.2893528218478814
6261,Exp_a,11111101110,3.318758060721594
6261,Exp_b,11111101110,3.4705792337913093
6261,Exp_c,11111101110,3.541389262616337
6261,Exp_x,11111101110,3.4945731861019826
6261,Exp_y,11111101110,3.398216484932404
6261,Exp_z,11111101110,3.335468722142676
6261,Exp_a,11111101101,3.198549873353334
6261,Exp_b,11111101101,3.4272802399664744
6261,Exp_c,11111101101,3.507538795308514
6261,Exp_x,11111101101,3.442326015890886
6261,Exp_y,11111101101,3.319509740518884
6261,Exp_z,11111101101,3.3086180113174026
6261,Exp_a,11111101100,3.3085456487943796
6261,Exp_b,11111101100,3.4722165544475505
6261,Exp_c,11111101100,3.49193617336214
6261,Exp_x,11111101100,3.4658627984607895
6261,Exp_y,11111101100,3.3839603366347477
6261,Exp_z,11111101100,3.3247101905697187
6261,Exp_a,11111101011,3.1545767944758487
6261,Exp_b,11111101011,3.327635017647985
6261,Exp_c,11111101011,3.415547352573096
6261,Exp_x,11111101011,3.4664698473918945
6261,Exp_y,11111101011,3.348689895795039
6261,Exp_z,11111101011,3.3405861321395998
6261,Exp_a,11111101010,3.219460965080802
6261,Exp_b,11111101010,3.380238505627572
6261,Exp_c,11111101010,3.393207848691447
6261,Exp_x,11111101010,3.394230363329624
6261,Exp_y,11111101010,3.383355955845029
6261,Exp_z,11111101010,3.3188375605016347
6261,Exp_a,11111101001,3.2417671399772434
6261,Exp_b,11111101001,3.184173866629772
6261,Exp_c,11111101001,3.2783335834664054
6261,Exp_x,11111101001,3.376725512216833
6261,Exp_y,11111101001,3.392090992149584
6261,Exp_z,11111101001,3.2337240340275155
6261,Exp_a,11111101000,3.2513565826013884
6261,Exp_b,11111101000,3.342271640130771
6261,Exp_c,11111101000,3.4608212249501946
6261,Exp_x,11111101000,3.453881688557039
6261,Exp_y,11111101000,3.4438158508888828
6261,Exp_z,11111101000,3.328106806629667
6261,Exp_a,11111100111,3.2766184322460488
6261,Exp_b,11111100111,3.374438950960448
6261,Exp_c,11111100111,3.614438983172228
6261,Exp_x,11111100111,3.490453368583365
6261,Exp_y,11111100111,3.2215920209448248
6261,Exp_z,11111100111,3.383036795146841
6261,Exp_a,11111100110,3.164534109074824
6261,Exp_b,11111100110,3.3130018612171797
6261,Exp_c,11111100110,3.443533355286453
6261,Exp_x,11111100110,3.3542877647922444
6261,Exp_y,11111100110,3.265939525887663
6261,Exp_z,11111100110,3.2534685918272794
6261,Exp_a,11111100101,3.2486222445747455
6261,Exp_b,11111100101,3.2260215830786083
6261,Exp_c,11111100101,3.481750765881442
6261,Exp_x,11111100101,3.311893682823293
6261,Exp_y,11111100101,3.311261054803426
6261,Exp_z,11111100101,3.3383232684901936
6261,Exp_a,11111100100,3.323549174965449
6261,Exp_b,11111100100,3.3740602349429687
6261,Exp_c,11111100100,3.526047692284985
6261,Exp_x,11111100100,3.4854259865438544
6261,Exp_y,11111100100,3.30404098941419
6261,Exp_z,11111100100,3.33690019681688
6261,Exp_a,11111100011,3.291690741611046
6261,Exp_b,11111100011,3.372131594873534
6261,Exp_c,11111100011,3.47877287495829
6261,Exp_x,11111100011,3.486241455679605
6261,Exp_y,11111100011,3.2968641698762893
6261,Exp_z,11111100011,3.3544913633216478
6261,Exp_a,11111100010,3.279871350926448
6261,Exp_b,11111100010,3.361810104771819
6261,Exp_c,11111100010,3.5049552935510713
6261,Exp_x,11111100010,3.4566144660507234
6261,Exp_y,11111100010,3.3410178677092963
6261,Exp_z,11111100010,3.3632488494690485
6261,Exp_a,11111100001,3.263155118706789
6261,Exp_b,11111100001,3.431741918719192
6261,Exp_c,11111100001,3.4891698379832197
6261,Exp_x,11111100001,3.324149513349502
6261,Exp_y,11111100001,3.299190099524932
6261,Exp_z,11111100001,3.3862794554333338
6261,Exp_a,11111100000,3.2385200925552353
6261,Exp_b,11111100000,3.4107487202417572
6261,Exp_c,11111100000,3.4935638777592897
6261,Exp_x,11111100000,3.409119901569115
6261,Exp_y,11111100000,3.3624524831002796
6261,Exp_z,11111100000,3.3615609568547207
6261,Exp_a,11111011111,3.109626376492762
6261,Exp_b,11111011111,3.3298378669698936
6261,Exp_c,11111011111,3.391019135380104
6261,Exp_x,11111011111,3.251934979048242
6261,Exp_y,11111011111,3.271116226742356
6261,Exp_z,11111011111,3.2652720030834876
6261,Exp_a,11111011110,3.0981767795519835
6261,Exp_b,11111011110,3.3093032110312306
6261,Exp_c,11111011110,3.3571287366085802
6261,Exp_x,11111011110,3.280259803483048
6261,Exp_y,11111011110,3.347397718401423
6261,Exp_z,11111011110,3.2191452793171713
6261,Exp_a,11111011101,3.1163942242671663
6261,Exp_b,11111011101,3.2399072449612265
6261,Exp_c,11111011101,3.3106251444558823
6261,Exp_x,11111011101,3.15251669017529
6261,Exp_y,11111011101,3.2676234348139346
6261,Exp_z,11111011101,3.2874837521045377
6261,Exp_a,11111011100,3.0444655317308085
6261,Exp_b,11111011100,3.056677353991449
6261,Exp_c,11111011100,3.2004640591866296
6261,Exp_x,11111011100,3.1250806040605426
6261,Exp_y,11111011100,3.2853575256197596
6261,Exp_z,11111011100,3.052141035232035
6261,Exp_a,11111011011,3.145573063486398
6261,Exp_b,11111011011,3.3059930662835013
6261,Exp_c,11111011011,3.362043237961966
6261,Exp_x,11111011011,3.378378435590085
6261,Exp_y,11111011011,3.26553149307592
6261,Exp_z,11111011011,3.2432452871777313
6261,Exp_a,11111011010,3.168030476894651
6261,Exp_b,11111011010,3.2865474502622796
6261,Exp_c,11111011010,3.3882161031753752
6261,Exp_x,11111011010,3.3319610461699924
6261,Exp_y,11111011010,3.3644978653274205
6261,Exp_z,11111011010,3.2716466106837494
6261,Exp_a,11111011001,3.2328010845074937
6261,Exp_b,11111011001,3.302972913171158
6261,Exp_c,11111011001,3.401220360124016
6261,Exp_x,11111011001,3.404536742092196
6261,Exp_y,11111011001,3.2997538850434953
6261,Exp_z,11111011001,3.325166187669243
6261,Exp_a,11111011000,3.215747012617203
6261,Exp_b,11111011000,3.28485773634034
6261,Exp_c,11111011000,3.3400371076202218
6261,Exp_x,11111011000,3.2987260158958542
6261,Exp_y,11111011000,3.3561738071075635
6261,Exp_z,11111011000,3.2528548200522582
6261,Exp_a,11111010111,3.2610484292486697
6261,Exp_b,11111010111,3.385310012151712
6261,Exp_c,11111010111,3.4506380726683386
6261,Exp_x,11111010111,3.3606944700707775
6261,Exp_y,11111010111,3.279226507645782
6261,Exp_z,11111010111,3.3326792922451274
6261,Exp_a,11111010110,3.1771684788605863
6261,Exp_b,11111010110,3.146284571228449
6261,Exp_c,11111010110,3.2590706864314942
6261,Exp_x,11111010110,3.24474360460725
6261,Exp_y,11111010110,3.2678227734121257
6261,Exp_z,11111010110,3.1537250623508193
6261,Exp_a,11111010101,3.17683934758854
6261,Exp_b,11111010101,3.2595116031654694
6261,Exp_c,11111010101,3.35809977726756
6261,Exp_x,11111010101,3.400085135680869
6261,Exp_y,11111010101,3.3060690196160687
6261,Exp_z,11111010101,3.2651782524562836
6261,Exp_a,11111010100,3.178971866257311
6261,Exp_b,11111010100,3.303043481949941
6261,Exp_c,11111010100,3.3588469411441886
6261,Exp_x,11111010100,3.3866989752536525
6261,Exp_y,11111010100,3.3329664997099977
6261,Exp_z,11111010100,3.195634832227118
6261,Exp_a,11111010011,3.3525072357163914
6261,Exp_b,11111010011,3.4738258551415795
6261,Exp_c,11111010011,3.4918418362570973
6261,Exp_x,11111010011,3.482615954093195
6261,Exp_y,11111010011,3.4569608621127825
6261,Exp_z,11111010011,3.213054180094377
6261,Exp_a,11111010010,3.1871271381345365
6261,Exp_b,11111010010,3.1295456445983483
6261,Exp_c,11111010010,3.387442113340119
6261,Exp_x,11111010010,3.4651011394702835
6261,Exp_y,11111010010,3.311929493563577
6261,Exp_z,11111010010,3.092589981326898
6261,Exp_a,11111010001,3.069087272587313
6261,Exp_b,11111010001,3.3635492736964023
6261,Exp_c,11111010001,3.3880959035934275
6261,Exp_x,11111010001,3.586435192985818
6261,Exp_y,11111010001,3.1735471670369613
6261,Exp_z,11111010001,3.2519964426387458
6261,Exp_a,11111010000,3.2659961270282793
6261,Exp_b,11111010000,3.287529507887504
6261,Exp_c,11111010000,3.568305119917192
6261,Exp_x,11111010000,3.2821176014732223
6261,Exp_y,11111010000,3.4289823397393655
6261,Exp_z,11111010000,3.2859719366458173
6261,Exp_a,11111001111,3.2582807703080796
6261,Exp_b,11111001111,3.4482107595856344
6261,Exp_c,11111001111,3.4545178954557696
6261,Exp_x,11111001111,3.487249293864129
6261,Exp_y,11111001111,3.532166182170582
6261,Exp_z,11111001111,3.198686994994536
6261,Exp_a,11111001110,3.2194140011491563
6261,Exp_b,11111001110,3.3273491760945055
6261,Exp_c,11111001110,3.430029277605606
6261,Exp_x,11111001110,3.4007001178510388
6261,Exp_y,11111001110,3.484224212296203
6261,Exp_z,11111001110,3.1478915128105958
6261,Exp_a,11111001101,3.225184885353283
6261,Exp_b,11111001101,3.5437451903323782
6261,Exp_c,11111001101,3.4670951418257827
6261,Exp_x,11111001101,3.5246416240436904
6261,Exp_y,11111001101,3.559912751091144
6261,Exp_z,11111001101,3.1669391133253364
6261,Exp_a,11111001100,3.196168376330288
6261,Exp_b,11111001100,3.45863019022062
6261,Exp_c,11111001100,3.393140075865523
6261,Exp_x,11111001100,3.3788457096831874
6261,Exp_y,11111001100,3.575906591907521
6261,Exp_z,11111001100,3.156397537177695
6261,Exp_a,11111001011,3.159950211636757
6261,Exp_b,11111001011,3.3052868935097712
6261,Exp_c,11111001011,3.334096688312624
6261,Exp_x,11111001011,3.2744453714531145
6261,Exp_y,11111001011,3.4974697420139935
6261,Exp_z,11111001011,3.248623335059834
6261,Exp_a,11111001010,3.1323284571637786
6261,Exp_b,11111001010,3.3243415771173788
6261,Exp_c,11111001010,3.400182741072974
6261,Exp_x,11111001010,3.392751007406561
6261,Exp_y,11111001010,3.52182062613718
6261,Exp_z,11111001010,3.2639302692377195
6261,Exp_a,11111001001,3.3090238818506097
6261,Exp_b,11111001001,3.433908290074442
6261,Exp_c,11111001001,3.450846189621287
6261,Exp_x,11111001001,3.4808872984027976
6261,Exp_y,11111001001,3.4885560397059825
6261,Exp_z,11111001001,3.230948487352632
6261,Exp_a,11111001000,3.1743061710069993
6261,Exp_b,11111001000,3.438800503890331
6261,Exp_c,11111001000,3.3725066031469986
6261,Exp_x,11111001000,3.304672442333185
6261,Exp_y,11111001000,3.547440211373109
6261,Exp_z,11111001000,3.1416335047547665
6261,Exp_a,11111000111,3.2414124109683877
6261,Exp_b,11111000111,3.3881569206766633
6261,Exp_c,11111000111,3.4921000004663014
6261,Exp_x,11111000111,3.550099283310374
6261,Exp_y,11111000111,3.3010848927197207
6261,Exp_z,11111000111,3.349165638517845
6261,Exp_a,11111000110,3.1678035853634805
6261,Exp_b,11111000110,3.336973543920424
6261,Exp_c,11111000110,3.359583061708038
6261,Exp_x,11111000110,3.3032945941370304
6261,Exp_y,11111000110,3.358968564902701
6261,Exp_z,11111000110,3.231315578316819
6261,Exp_a,11111000101,3.2083248047013218
6261,Exp_b,11111000101,3.437966679313259
6261,Exp_c,11111000101,3.437084579931799
6261,Exp_x,11111000101,3.478890155330279
6261,Exp_y,11111000101,3.3687778068842222
6261,Exp_z,11111000101,3.334450536553811
6261,Exp_a,11111000100,3.1635555284326324
6261,Exp_b,11111000100,3.3214470852023528
6261,Exp_c,11111000100,3.2841742217853738
6261,Exp_x,11111000100,3.217910615723507
6261,Exp_y,11111000100,3.385229563596579
6261,Exp_z,11111000100,3.2596181797371293
6261,Exp_a,11111000011,3.207783472833116
6261,Exp_b,11111000011,3.3945861591384663
6261,Exp_c,11111000011,3.4714903314448766
6261,Exp_x,11111000011,3.4546435813172884
6261,Exp_y,11111000011,3.4245629939173616
6261,Exp_z,11111000011,3.3240643926564424
6261,Exp_a,11111000010,3.281453030063065
6261,Exp_b,11111000010,3.3715172350601725
6261,Exp_c,11111000010,3.441836970540212
6261,Exp_x,11111000010,3.4737013764634215
6261,Exp_y,11111000010,3.3959699235728866
6261,Exp_z,11111000010,3.34671374113586
6261,Exp_a,11111000001,3.2360184742683886
6261,Exp_b,11111000001,3.2435281095226167
6261,Exp_c,11111000001,3.331270046498899
6261,Exp_x,11111000001,3.4004994622952274
6261,Exp_y,11111000001,3.396141071355795
6261,Exp_z,11111000001,3.290724811063698
6261,Exp_a,11111000000,3.2020348887073267
6261,Exp_b,11111000000,3.3425365127007214
6261,Exp_c,11111000000,3.4127835260381776
6261,Exp_x,11111000000,3.457666078511789
6261,Exp_y,11111000000,3.4548194956270004
6261,Exp_z,11111000000,3.333934326845994
6261,Exp_a,11110111111,3.1973279487183426
6261,Exp_b,11110111111,3.3587721486609556
6261,Exp_c,11110111111,3.4745009719672804
6261,Exp_x,11110111111,3.394331903510659
6261,Exp_y,11110111111,3.2753424397196698
6261,Exp_z,11110111111,3.2974689826322225
6261,Exp_a,11110111110,3.206029935802827
6261,Exp_b,11110111110,3.3394763102036946
6261,Exp_c,11110111110,3.3529457232699498
6261,Exp_x,11110111110,3.338886358191006
6261,Exp_y,11110111110,3.260403606077084
6261,Exp_z,11110111110,3.2653117737696395
6261,Exp_a,11110111101,3.1924481335605184
6261,Exp_b,11110111101,3.297983178817572
6261,Exp_c,11110111101,3.4771798998619903
6261,Exp_x,11110111101,3.5046967864654865
6261,Exp_y,11110111101,3.2744181353067368
6261,Exp_z,11110111101,3.364348895765149
6261,Exp_a,11110111100,3.18539560639099
6261,Exp_b,11110111100,3.344199959264699
6261,Exp_c,11110111100,3.3950084493864185
6261,Exp_x,11110111100,3.360227146923778
6261,Exp_y,11110111100,3.2352597071748113
6261,Exp_z,11110111100,3.2613846004671663
6261,Exp_a,11110111011,3.0845538307246163
6261,Exp_b,11110111011,3.2867741621899236
6261,Exp_c,11110111011,3.3143857726882464
6261,Exp_x,11110111011,3.2955846322531497
6261,Exp_y,11110111011,3.273669619112974
6261,Exp_z,11110111011,3.2415859235525524
6261,Exp_a,11110111010,3.1762508600198567
6261,Exp_b,11110111010,3.2770365896700104
6261,Exp_c,11110111010,3.303869242456115
6261,Exp_x,11110111010,3.2978949600858267
6261,Exp_y,11110111010,3.2612000986530627
6261,Exp_z,11110111010,3.1559734794862173
6261,Exp_a,11110111001,3.2164392799269588
6261,Exp_b,11110111001,3.402241786594348
6261,Exp_c,11110111001,3.5038174609410047
6261,Exp_x,11110111001,3.4511846538320565
6261,Exp_y,11110111001,3.28452729650116
6261,Exp_z,11110111001,3.3185775601539524
6261,Exp_a,11110111000,3.1746986299695217
6261,Exp_b,11110111000,3.35807483370653
6261,Exp_c,11110111000,3.4182971848714696
6261,Exp_x,11110111000,3.376781051891653
6261,Exp_y,11110111000,3.267549381143742
6261,Exp_z,11110111000,3.254901451458126
6261,Exp_a,11110110111,3.1056822661106325
6261,Exp_b,11110110111,3.1638578152860974
6261,Exp_c,11110110111,3.4494507835221144
6261,Exp_x,11110110111,3.743323520891122
6261,Exp_y,11110110111,3.1398557721783815
6261,Exp_z,11110110111,3.967095662668339
6261,Exp_a,11110110110,3.5651312587187243
6261,Exp_b,11110110110,3.6047935328605156
6261,Exp_c,11110110110,3.7638372027057705
6261,Exp_x,11110110110,3.7183051285586264
6261,Exp_y,11110110110,3.297286049607642
6261,Exp_z,11110110110,3.662627614097911
6261,Exp_a,11110110101,3.546853763470444
6261,Exp_b,11110110101,3.6447497382616114
6261,Exp_c,11110110101,3.5482132388734637
6261,Exp_x,11110110101,3.375277651390806
6261,Exp_y,11110110101,3.230903982325668
6261,Exp_z,11110110101,3.5305259378697977
6261,Exp_a,11110110100,3.3485839961264623
6261,Exp_b,11110110100,3.3712470576150535
6261,Exp_c,11110110100,3.5074894267456815
6261,Exp_x,11110110100,3.2309874756064225
6261,Exp_y,11110110100,3.0883866846893366
6261,Exp_z,11110110100,3.5040799030723413
6261,Exp_a,11110110011,3.201273114231403
6261,Exp_b,11110110011,3.230197052096965
6261,Exp_c,11110110011,3.4037121506060553
6261,Exp_x,11110110011,3.3665006541654643
6261,Exp_y,11110110011,3.245858316952571
6261,Exp_z,11110110011,3.2795236117776225
6261,Exp_a,11110110010,3.1390861409659734
6261,Exp_b,11110110010,3.2557828271574967
6261,Exp_c,11110110010,3.3246114111665492
6261,Exp_x,11110110010,3.31863456078743
6261,Exp_y,11110110010,3.2668529215077804
6261,Exp_z,11110110010,3.2066821419512395
6261,Exp_a,11110110001,3.1011384102028923
6261,Exp_b,11110110001,3.2353566713561723
6261,Exp_c,11110110001,3.417094020310203
6261,Exp_x,11110110001,3.234655146873203
6261,Exp_y,11110110001,3.2755802540966648
6261,Exp_z,11110110001,3.3244227257290953
6261,Exp_a,11110110000,3.0137288576422803
6261,Exp_b,11110110000,3.1193641532629504
6261,Exp_c,11110110000,3.2524233458035487
6261,Exp_x,11110110000,3.188392452699558
6261,Exp_y,11110110000,3.2950705000581024
6261,Exp_z,11110110000,3.1781418200117644
6261,Exp_a,11110101111,3.286351051622888
6261,Exp_b,11110101111,3.466667036692333
6261,Exp_c,11110101111,3.4900555701262985
6261,Exp_x,11110101111,3.5838442739341954
6261,Exp_y,11110101111,3.370872962073995
6261,Exp_z,11110101111,3.3003881528092753
6261,Exp_a,11110101110,3.2961150262117593
6261,Exp_b,11110101110,3.3824193383191488
6261,Exp_c,11110101110,3.568051816919981
6261,Exp_x,11110101110,3.5403963873956372
6261,Exp_y,11110101110,3.3734894081258138
6261,Exp_z,11110101110,3.255910687720264
6261,Exp_a,11110101101,3.250109618896192
6261,Exp_b,11110101101,3.408989141494771
6261,Exp_c,11110101101,3.490782839321292
6261,Exp_x,11110101101,3.6550311002327014
6261,Exp_y,11110101101,3.350347315685706
6261,Exp_z,11110101101,3.2870111984671837
6261,Exp_a,11110101100,3.2611440250202834
6261,Exp_b,11110101100,3.466688539209333
6261,Exp_c,11110101100,3.460033955409488
6261,Exp_x,11110101100,3.557620773746242
6261,Exp_y,11110101100,3.421454234887489
6261,Exp_z,11110101100,3.2908780248469833
6261,Exp_a,11110101011,3.156947922020928
6261,Exp_b,11110101011,3.327865370941355
6261,Exp_c,11110101011,3.398919766847971
6261,Exp_x,11110101011,3.2985275179834788
6261,Exp_y,11110101011,3.3300997319331107
6261,Exp_z,11110101011,3.2890829924146674
6261,Exp_a,11110101010,3.2498865961161405
6261,Exp_b,11110101010,3.3098305971301314
6261,Exp_c,11110101010,3.3554036543969925
6261,Exp_x,11110101010,3.435554741154068
6261,Exp_y,11110101010,3.377963953419768
6261,Exp_z,11110101010,3.332042206070284
6261,Exp_a,11110101001,3.2824946356314397
6261,Exp_b,11110101001,3.418283128107458
6261,Exp_c,11110101001,3.4623050264457262
6261,Exp_x,11110101001,3.379912443129457
6261,Exp_y,11110101001,3.3441441868367736
6261,Exp_z,11110101001,3.289011894307286
6261,Exp_a,11110101000,3.212711348515799
6261,Exp_b,11110101000,3.3990047245387554
6261,Exp_c,11110101000,3.455572250682219
6261,Exp_x,11110101000,3.3863121328699606
6261,Exp_y,11110101000,3.348545374300404
6261,Exp_z,11110101000,3.3681975883540525
6261,Exp_a,11110100111,3.2689808906380273
6261,Exp_b,11110100111,3.3818339538417184
6261,Exp_c,11110100111,3.4615530774188144
6261,Exp_x,11110100111,3.404695330498093
6261,Exp_y,11110100111,3.2498186759361043
6261,Exp_z,11110100111,3.279993796360499
6261,Exp_a,11110100110,3.303813678809638
6261,Exp_b,11110100110,3.3559917937428416
6261,Exp_c,11110100110,3.5144752747178165
6261,Exp_x,11110100110,3.507512407188819
6261,Exp_y,11110100110,3.318035184152051
6261,Exp_z,11110100110,3.3446910298663313
6261,Exp_a,11110100101,3.2962779006635645
6261,Exp_b,11110100101,3.3750578758374843
6261,Exp_c,11110100101,3.500364521787777
6261,Exp_x,11110100101,3.597479383898167
6261,Exp_y,11110100101,3.2957166736262202
6261,Exp_z,11110100101,3.439374825626606
6261,Exp_a,11110100100,3.264916966934857
6261,Exp_b,11110100100,3.4671241444301257
6261,Exp_c,11110100100,3.5057031846714577
6261,Exp_x,11110100100,3.4344789999171264
6261,Exp_y,11110100100,3.3313327932299774
6261,Exp_z,11110100100,3.345531245077154
6261,Exp_a,11110100011,3.2466468049555446
6261,Exp_b,11110100011,3.2606425101039465
6261,Exp_c,11110100011,3.433249446132503
6261,Exp_x,11110100011,3.470487546949882
6261,Exp_y,11110100011,3.2635051618970308
6261,Exp_z,11110100011,3.2773979800952726
6261,Exp_a,11110100010,3.2857154640386215
6261,Exp_b,11110100010,3.323359193104717
6261,Exp_c,11110100010,3.4068937409710953
6261,Exp_x,11110100010,3.3537427053998257
6261,Exp_y,11110100010,3.3958922702511125
6261,Exp_z,11110100010,3.267626595155799
6261,Exp_a,11110100001,3.1717862867380844
6261,Exp_b,11110100001,3.345189498495489
6261,Exp_c,11110100001,3.472793902327413
6261,Exp_x,11110100001,3.441010795306616
6261,Exp_y,11110100001,3.3033107669293993
6261,Exp_z,11110100001,3.4604066532733655
6261,Exp_a,11110100000,3.295687311200102
6261,Exp_b,11110100000,3.381829349498603
6261,Exp_c,11110100000,3.4679252658343893
6261,Exp_x,11110100000,3.5451356737205355
6261,Exp_y,11110100000,3.341964489263752
6261,Exp_z,11110100000,3.3322055096132686
6261,Exp_a,11110011111,3.0438085240452573
6261,Exp_b,11110011111,3.191586871206696
6261,Exp_c,11110011111,3.2922780617693226
6261,Exp_x,11110011111,3.299616151762839
6261,Exp_y,11110011111,3.2298332346567236
6261,Exp_z,11110011111,3.1880329638980465
6261,Exp_a,11110011110,3.0004391761013514
6261,Exp_b,11110011110,3.203942117914464
6261,Exp_c,11110011110,3.2506851764783304
6261,Exp_x,11110011110,3.276012865864463
6261,Exp_y,11110011110,3.3502104051731627
6261,Exp_z,11110011110,3.139728715226544
6261,Exp_a,11110011101,3.0853946086452804
6261,Exp_b,11110011101,3.2840661318222955
6261,Exp_c,11110011101,3.3920117089411255
6261,Exp_x,11110011101,3.327843574833313
6261,Exp_y,11110011101,3.337720543321655
6261,Exp_z,11110011101,3.26956492240804
6261,Exp_a,11110011100,3.135119227876621
6261,Exp_b,11110011100,3.3111651274918565
6261,Exp_c,11110011100,3.315482133485526
6261,Exp_x,11110011100,3.342702407351305
6261,Exp_y,11110011100,3.3519257496003463
6261,Exp_z,11110011100,3.253181368777191
6261,Exp_a,11110011011,3.1195830461583256
6261,Exp_b,11110011011,3.3140603550004424
6261,Exp_c,11110011011,3.36524383193678
6261,Exp_x,11110011011,3.3308467635036823
6261,Exp_y,11110011011,3.318607221616568
6261,Exp_z,11110011011,3.274100268526497
6261,Exp_a,11110011010,3.0608601420841905
6261,Exp_b,11110011010,3.184993962053314
6261,Exp_c,11110011010,3.247649956757432
6261,Exp_x,11110011010,3.282750769737546
6261,Exp_y,11110011010,3.3104447870104035
6261,Exp_z,11110011010,3.142120079760139
6261,Exp_a,11110011001,3.2735427304414024
6261,Exp_b,11110011001,3.3816591699178975
6261,Exp_c,11110011001,3.372209350297095
6261,Exp_x,11110011001,3.3144140875384918
6261,Exp_y,11110011001,3.278878279290182
6261,Exp_z,11110011001,3.3603174393411464
6261,Exp_a,11110011000,3.2592605243768427
