,variant,correct_counts_6261_y_F_4,correct_counts_6261_y_F_5,correct_counts_6261_y_F_7,correct_counts_6261_y_F_6,correct_counts_6261_y_F_2,correct_counts_6261_y_F_3,correct_counts_6261_y_F_1,correct_counts_6261_y_F_8,mean_bin1__F_,mean_bin2__F_,mean_bin3__F_,mean_bin4__F_,mean_bin5__F_,mean_bin6__F_,mean_bin7__F_,mean_bin8__F_,meanbin__F_
16,01011011111,500.0,533.0,478.0,452.0,217.0,341.0,388.0,165.0,17984.971826501085,12543.643309251327,17237.669774283007,18997.538035887963,16685.033998021554,11627.980846420403,10629.176931280826,5377.170708113588,3.2729573232228852
17,01010011111,499.0,759.0,388.0,450.0,186.0,314.0,378.0,86.0,17521.44162478714,10751.694265072565,15872.810290688753,18959.542959816186,23759.738845212683,11576.529603737126,8627.867467232136,2802.646550895567,3.2796206891102417
18,01011111100,497.0,539.0,575.0,585.0,355.0,498.0,598.0,114.0,27719.106062493942,20520.70679624065,25174.074919627386,18883.552807672637,16872.858020513355,15049.488484858264,12786.143798088862,3715.136125605752,3.172858403202926
19,01000111011,496.0,673.0,202.0,364.0,214.0,319.0,400.0,24.0,18541.208068557822,12370.228885621123,16125.562046909912,18845.55773160086,21067.59452283022,9364.126168356253,4491.827908198174,782.1339211801583,3.1885237721265325
20,01001111011,488.0,490.0,299.0,304.0,251.0,415.0,496.0,46.0,22991.0980050117,14509.006777060291,20978.395766356156,18541.59712302665,15338.961836830322,7820.58888785797,6648.794775006208,1499.0900155953034,3.123005836512549
21,01010111100,487.0,571.0,402.0,516.0,253.0,451.0,460.0,63.0,21322.389278841496,14624.61639281376,22798.208411148495,18503.602046954875,17874.58614046962,13274.420612285237,8939.18227275082,2053.1015430979155,3.195892551896288
22,01011111111,478.0,471.0,358.0,413.0,309.0,447.0,416.0,73.0,19282.856391300134,17861.685633910874,22596.00700617157,18161.646362308893,14744.18576560629,10624.681614096518,7960.764312549239,2378.9906769229815,3.162150514885579
23,01010111000,474.0,590.0,266.0,417.0,216.0,339.0,432.0,44.0,20024.504714042447,12485.838501374592,17136.569071794547,18009.66605802179,18469.362211693653,10727.58409946307,5914.981304855021,1433.9121888302902,3.1869784041961005
24,11110111011,468.0,465.0,250.0,363.0,192.0,278.0,294.0,45.0,13627.787930389999,11098.52311233297,14052.997645896412,17781.695601591135,14556.36174311449,9338.400547014615,5559.192955690809,1466.501102212797,3.2257310272941204
25,01110100101,462.0,360.0,592.0,476.0,238.0,330.0,384.0,296.0,17799.55974581551,13757.544274662745,16681.61591059646,17553.72514516048,11269.441349507992,12245.395758619716,13164.168919075837,9646.318361221953,3.305144234168214
26,01010000111,459.0,391.0,509.0,435.0,247.0,449.0,507.0,245.0,23500.981226897038,14277.787545553354,22697.10770866003,17439.73991694515,12239.865465715624,11190.645283612555,11318.516857786488,7984.283778714116,3.2162272120111695
27,01011111010,456.0,414.0,242.0,520.0,186.0,317.0,428.0,26.0,19839.092633356868,10751.694265072565,16024.461344421448,17325.754688729823,12959.85755193419,13377.32309765179,5381.298781108703,847.3117479451715,3.1790085050738677
28,01100111111,455.0,474.0,486.0,345.0,284.0,413.0,494.0,76.0,22898.39196466891,16416.56543699252,20877.295063867692,17287.759612658047,14838.09777685219,8875.33936286513,10807.071105862933,2476.757417070501,3.158404949738175
29,01010011101,455.0,575.0,467.0,553.0,161.0,316.0,408.0,83.0,18912.032229928976,9306.57406815421,15973.910993177216,17287.759612658047,17999.802155464153,14226.268601925847,10384.572441230432,2704.8798107480475,3.2784891946199184
30,01010111001,450.0,646.0,267.0,406.0,214.0,343.0,412.0,59.0,19097.444310614555,12370.228885621123,17338.77047677147,17097.784232299167,20222.38642161712,10444.602264705052,5937.218076677785,1922.7458895678892,3.203226831942363
31,01100100100,447.0,340.0,423.0,423.0,134.0,215.0,217.0,265.0,10058.605377192618,7745.844255482386,10868.325517509815,16983.799004083838,10643.361274535326,10881.937827512898,9406.154481028849,8636.062046364248,3.4036475518303377
32,01000100101,444.0,334.0,835.0,533.0,188.0,307.0,258.0,356.0,11959.079204219795,10867.303880826033,15518.95783197913,16869.81377586851,10455.537252043527,13711.756175093085,18567.704472007303,11601.653164172349,3.429264020904982
33,01100111011,443.0,467.0,170.0,380.0,212.0,281.0,443.0,17.0,20534.38793592779,12254.619269867655,14204.648699629108,16831.818699796735,14618.969750611755,9775.736109822463,3780.2512098697503,554.0115275026121,3.133281044810763
34,01010011100,441.0,663.0,335.0,489.0,125.0,181.0,235.0,91.0,10892.95974027772,7225.600984591778,9149.613575205938,16755.828547653186,20754.554485343884,12579.828836061011,7449.318560625685,2965.5911178081,3.3781808352897476
35,01011000111,440.0,174.0,306.0,209.0,226.0,277.0,294.0,350.0,13627.787930389999,13063.886580141934,14002.44729465218,16717.83347158141,5446.896652262196,5376.654860402355,6804.452177765551,11406.119683877308,3.2645943373940542
36,01010100110,439.0,356.0,660.0,334.0,351.0,580.0,598.0,384.0,27719.106062493942,20289.487564733714,29319.203721654383,16679.838395509632,11144.22533451346,8592.357528107112,14676.269403023736,12514.142738882532,3.190655055383601
37,01001111111,437.0,416.0,432.0,423.0,292.0,465.0,484.0,126.0,22434.861762954963,16879.003900006395,23505.913328567738,16603.84824336608,13022.465559431457,10881.937827512898,9606.285427433719,4106.203086195831,3.1630219358137204
38,01100100111,435.0,380.0,550.0,336.0,356.0,523.0,642.0,440.0,29758.638950035303,20578.511604117382,26437.83370073318,16527.85809122253,11895.521424480658,8643.808770790387,12230.22450251978,14339.121888302903,3.185359894542292
39,01010111011,435.0,618.0,169.0,319.0,245.0,432.0,456.0,9.0,21136.977198155917,14162.177929799886,21837.751737508093,16527.85809122253,19345.874316655387,8206.47320798254,3758.014438046987,293.30022044255935,3.115721532096434
40,01000111101,435.0,569.0,531.0,531.0,324.0,492.0,536.0,82.0,24845.218811867482,18728.757752061887,24870.772812161995,16527.85809122253,17811.978132972356,13660.304932409808,11807.72583788728,2672.290897365541,3.1743747427649867
41,01000111100,435.0,554.0,428.0,550.0,204.0,392.0,461.0,91.0,21368.74229901289,11792.180806853781,19815.737687738827,16527.85809122253,17342.418076742855,14149.091737900932,9517.338340142665,2965.5911178081,3.227362080853419
42,11010111111,434.0,689.0,435.0,471.0,200.0,363.0,314.0,44.0,14554.84833381789,11560.961575346844,18349.777501656106,16489.863015150753,21568.45858280835,12116.767651911525,9672.995742902009,1433.9121888302902,3.2771852409105233
43,01011011110,433.0,491.0,427.0,563.0,116.0,228.0,320.0,178.0,14832.966454846257,6705.35771370117,11525.480083684826,16451.867939078977,15370.265840578955,14483.524815342227,9495.101568319902,5800.826582086174,3.3634518085105607
44,01001100011,433.0,309.0,713.0,377.0,196.0,303.0,285.0,392.0,13210.610748847448,11329.742343839907,15316.756427002205,16451.867939078977,9672.937158327693,9698.559245797549,15854.818309630187,12774.854045942586,3.3911788576982587
45,01000111111,432.0,567.0,406.0,442.0,261.0,434.0,487.0,59.0,22573.920823469147,15087.054855827633,21938.852439996557,16413.8728630072,17749.37012547509,11370.724633004022,9028.129360041874,1922.7458895678892,3.171361643393609
46,01001100010,428.0,334.0,563.0,390.0,153.0,236.0,205.0,290.0,9502.369135135883,8844.135605140336,11929.88289363868,16261.892558720097,10455.537252043527,10032.992323238843,12519.302536215702,9450.784880926913,3.418927099132123
47,01010010111,427.0,484.0,514.0,410.0,229.0,355.0,413.0,139.0,19143.79733078595,13237.301003772138,17945.374691702254,16223.89748264832,15151.137814338523,10547.504750071605,11429.700716900305,4529.858960168417,3.240158716446305
48,10010011101,421.0,417.0,604.0,452.0,144.0,226.0,182.0,390.0,8436.24967119381,8323.89233424973,11424.379381196364,15995.927026217665,13053.76956318009,11627.980846420403,13431.010180948995,12709.676219177572,3.4847445774620245
49,01111111101,420.0,409.0,396.0,377.0,282.0,430.0,490.0,91.0,22712.97988398333,16300.955821239051,21736.65103501963,15957.931950145889,12803.337533191025,9698.559245797549,8805.761641814242,2965.5911178081,3.140451096525326
50,01101011011,419.0,369.0,294.0,366.0,131.0,140.0,205.0,84.0,9502.369135135883,7572.429831852183,7077.049174192438,15919.936874074114,11551.177383245691,9415.577411039529,6537.610915892392,2737.468724130554,3.336962930982527
51,01010110010,419.0,459.0,91.0,424.0,163.0,303.0,347.0,24.0,16084.49799947391,9422.183683907679,15316.756427002205,15919.936874074114,14368.53772062269,10907.663448854537,2023.5462358714547,782.1339211801583,3.17436462755278
52,01010011110,419.0,527.0,306.0,321.0,135.0,157.0,279.0,65.0,12932.49262781908,7803.64906335912,7936.405145344376,15919.936874074114,16497.209975529753,8257.924450665816,6804.452177765551,2118.279369862929,3.2983804415262656
53,01010011011,414.0,560.0,219.0,279.0,101.0,154.0,200.0,8.0,9270.604034278911,5838.285595550156,7784.754091611681,15729.961493715235,17530.242099234652,7177.448354317018,4869.853029185149,260.7113070600528,3.3161818917488364
54,01001110011,408.0,559.0,378.0,519.0,261.0,418.0,509.0,83.0,23593.687267239828,15087.054855827633,21130.04682008885,15501.991037284579,17498.93809548602,13351.597476310153,8405.499749004504,2704.8798107480475,3.177270601217301
55,01011110010,406.0,531.0,329.0,409.0,228.0,329.0,439.0,58.0,20348.97585524221,13179.496195895403,16631.065559352228,15426.000885141026,16622.425990524287,10521.779128729966,7315.897929689105,1890.1569761853825,3.1819847265045005
56,01111110011,405.0,352.0,255.0,281.0,190.0,311.0,383.0,34.0,17753.206725644115,10982.913496579502,15721.159236956059,15388.005809069251,11019.009319518926,7228.899597000294,5670.376814804626,1108.0230550052243,3.1388591892705087
57,01011011100,405.0,371.0,319.0,433.0,142.0,188.0,235.0,102.0,10892.95974027772,8208.28271849626,9503.46603391556,15388.005809069251,11613.785390742958,11139.19404092928,7093.530211461472,3324.0691650156728,3.324629096315226
58,11010111101,404.0,397.0,580.0,357.0,291.0,375.0,386.0,201.0,17892.2657861583,16821.19909212966,18956.381716586886,15350.010732997474,12427.689488207425,9184.046818964787,12897.327657202677,6550.371589883825,3.2367372480009906
59,11110011101,403.0,342.0,479.0,323.0,215.0,295.0,272.0,206.0,12608.021486619318,12428.033693497859,14912.353617048351,15312.015656925698,10705.969282032593,8309.375693349093,10651.41370310359,6713.316156796359,3.294843618247744
60,00000111011,402.0,447.0,305.0,404.0,129.0,133.0,181.0,88.0,8389.896651022415,7456.820216098715,6723.196715482816,15274.020580853923,13992.88967563909,10393.151022021775,6782.215405942788,2867.8243776605805,3.375350254156302
61,01011010111,398.0,481.0,505.0,538.0,297.0,414.0,404.0,221.0,18726.6201492434,17168.027939390064,20927.845415111922,15122.040276566819,15057.225803092622,13840.384281801276,11229.569770495435,7202.149857533957,3.2515242857669473
62,01100011100,397.0,381.0,272.0,441.0,111.0,107.0,135.0,90.0,6257.657723138264,6416.333674317499,5408.887583132791,15084.045200495042,11926.825428229291,11344.999011662383,6048.4019357916,2933.002204425594,3.418341992579918
63,01011100001,397.0,288.0,387.0,268.0,135.0,204.0,169.0,232.0,7833.660408965679,7803.64906335912,10312.271653823267,15084.045200495042,9015.553079606394,6894.466519559,8605.630695409372,7560.62790474153,3.387603281697571
64,01110100011,395.0,256.0,289.0,267.0,123.0,217.0,257.0,89.0,11912.7261840484,7109.991368838309,10969.426219998279,15008.05504835149,8013.824959650127,6868.740898217362,6426.427056778575,2900.413291043087,3.251730206257939
65,11011111101,394.0,398.0,467.0,463.0,305.0,486.0,396.0,218.0,18355.795987872243,17630.466402403938,24567.470704696607,14970.059972279716,12458.993491956058,11910.962681178422,10384.572441230432,7104.383117386438,3.2168220127479765
66,01101110011,394.0,493.0,357.0,293.0,205.0,336.0,407.0,56.0,18865.67920975758,11849.985614730516,16984.91801806185,14970.059972279716,15432.873848076222,7537.607053099951,7938.527540726475,1824.9791494203694,3.17752649269179
67,01100100101,394.0,332.0,411.0,306.0,158.0,206.0,227.0,281.0,10522.135578906564,9133.159644524007,10413.37235631173,14970.059972279716,10392.92924454626,7872.040130541246,9139.31321915569,9157.484660484353,3.3736620302464284
68,01010100100,391.0,291.0,449.0,332.0,200.0,294.0,319.0,202.0,14786.613434674862,11560.961575346844,14861.80326580412,14856.074744064388,9109.465090852293,8540.906285423836,9984.310548420694,6582.960503266332,3.267532582212553
69,01001011000,390.0,609.0,567.0,526.0,140.0,161.0,183.0,132.0,8482.602691365204,8092.673102742791,8138.606550321303,14818.079667992612,19064.138282917687,13531.67682570162,12608.249623506756,4301.736566490871,3.450117968298039
70,01010010100,389.0,384.0,267.0,388.0,133.0,187.0,254.0,160.0,11773.667123534216,7688.039447605652,9452.915682671328,14780.084591920835,12020.737439475191,9981.541080555568,5937.218076677785,5214.226141201056,3.324638470894281
71,10111111000,387.0,658.0,706.0,576.0,99.0,159.0,196.0,153.0,9085.191953593332,5722.675979796688,8037.50584783284,14704.094439777284,20598.03446660072,14817.957892783521,15699.160906870846,4986.103747523509,3.4975000552949203
72,01000000111,387.0,436.0,625.0,366.0,186.0,302.0,382.0,397.0,17706.85370547272,10751.694265072565,15266.206075757973,14704.094439777284,13648.545634404123,9415.577411039529,13897.982389227023,12937.798612855118,3.3530870264641788
73,11010111011,386.0,357.0,262.0,311.0,185.0,282.0,318.0,20.0,14740.260414503467,10693.889457195832,14255.199050873338,14666.099363705507,11175.529338262091,8000.668237249436,5826.034217563968,651.778267650132,3.1721815551580037
74,11001111111,386.0,436.0,459.0,435.0,249.0,340.0,329.0,78.0,15250.143636388808,14393.397161306822,17187.119423038777,14666.099363705507,13648.545634404123,11190.645283612555,10206.678266648325,2541.9352438355145,3.232830533714532
75,01111111111,386.0,442.0,233.0,378.0,200.0,285.0,318.0,34.0,14740.260414503467,11560.961575346844,14406.850104606034,14666.099363705507,13836.369656895924,9724.284867139186,5181.167834703834,1108.0230550052243,3.194606713926445
76,01100110011,386.0,375.0,227.0,221.0,135.0,226.0,312.0,26.0,14462.1422934751,7803.64906335912,11424.379381196364,14666.099363705507,11739.001405737492,5685.362316502011,5047.747203767255,847.3117479451715,3.1818554633459315
77,01110111011,382.0,385.0,98.0,184.0,187.0,257.0,336.0,5.0,15574.61477758857,10809.4990729493,12991.440269767547,14514.119059418405,12052.041443223825,4733.514326861403,2179.2036386307973,162.944566912533,3.0933109153810783
78,01000001011,382.0,440.0,494.0,490.0,110.0,162.0,178.0,206.0,8250.83759050823,6358.528866440764,8189.156901565535,14514.119059418405,13773.761649398657,12605.554457402648,10984.96528044504,6713.316156796359,3.4641435794023225
79,01011000000,381.0,416.0,427.0,455.0,141.0,207.0,174.0,247.0,8065.425509822652,8150.477910619526,10463.922707555961,14476.123983346628,13022.465559431457,11705.157710445317,9495.101568319902,8049.4616054791295,3.4315264784522994
80,01001011001,381.0,357.0,357.0,393.0,131.0,175.0,204.0,131.0,9456.016114964488,7572.429831852183,8846.311467740547,14476.123983346628,11175.529338262091,10110.169187263757,7938.527540726475,4269.1476531083645,3.3608431898765634
81,01011100010,380.0,466.0,619.0,480.0,188.0,250.0,243.0,266.0,11263.783901648876,10867.303880826033,12637.587811057925,14438.128907274851,14587.665746863122,12348.298243986268,13764.561758290443,8668.650959746754,3.4023755101090605
82,01010001111,380.0,614.0,613.0,524.0,91.0,92.0,137.0,234.0,6350.363763481054,5260.237516782814,4650.632314469316,14438.128907274851,19220.658301660853,13480.225583018342,13631.141127353865,7625.805731506543,3.5625412855281016
83,00111011011,380.0,525.0,422.0,318.0,75.0,105.0,151.0,130.0,6999.306045880578,4335.360590755066,5307.786880644328,14438.128907274851,16434.60196803249,8180.747586640902,9383.917709206085,4236.558739725858,3.4722509787896554
84,01111010111,377.0,311.0,437.0,356.0,236.0,339.0,345.0,215.0,15991.79195913112,13641.934658909277,17136.569071794547,14324.143679059525,9735.54516582496,9158.321197623149,9717.469286547535,7006.616377238918,3.243283362708328
85,10010111111,375.0,641.0,701.0,580.0,203.0,254.0,277.0,190.0,12839.786587476292,11734.375998977048,12839.789216034851,14248.153526915972,20065.86640287395,14920.860378150073,15587.97704775703,6191.893542676254,3.395468084356513
86,01110111101,374.0,593.0,377.0,396.0,267.0,418.0,451.0,89.0,20905.212097298943,15433.883703088039,21130.04682008885,14210.158450844197,18563.27422293955,10187.34605128867,8383.262977181741,2900.413291043087,3.1787469340802246
87,11110111111,373.0,561.0,365.0,521.0,263.0,346.0,318.0,29.0,14740.260414503467,15202.664471581102,17490.42153050417,14172.16337477242,17561.546102983288,13403.048718993428,8116.421715308582,945.0784880926913,3.2282814813259906
88,01111111100,373.0,502.0,341.0,373.0,238.0,368.0,408.0,37.0,18912.032229928976,13757.544274662745,18602.529257877264,14172.16337477242,15714.609881813922,9595.656760430997,7582.739191562264,1205.789795152744,3.166444875254055
89,11010100111,372.0,257.0,439.0,244.0,353.0,431.0,381.0,335.0,17660.500685301326,20405.09718048718,21787.201386263863,14134.168298700644,8045.128963398761,6277.051607359686,9761.94283019306,10917.285983139709,3.1941450224581933
90,01010100010,372.0,334.0,331.0,386.0,130.0,207.0,192.0,123.0,8899.779872907755,7514.625023975449,10463.922707555961,14134.168298700644,10455.537252043527,9930.08983787229,7360.371473334631,4008.4363460483114,3.346456777710858
91,01000111001,372.0,475.0,338.0,558.0,209.0,341.0,467.0,71.0,21646.860420041256,12081.204846237453,17237.669774283007,14134.168298700644,14869.401780600823,14354.896708634036,7516.028876093974,2313.812850157968,3.195499641265423
92,01111010110,370.0,297.0,316.0,327.0,187.0,256.0,297.0,217.0,13766.846990904183,10809.4990729493,12940.889918523315,14058.178146557093,9297.289113344093,8412.278178715645,7026.819895993183,7071.794204003932,3.269066416303519
93,01001111110,370.0,409.0,392.0,450.0,250.0,352.0,423.0,79.0,19607.327532499898,14451.201969183556,17793.723637969557,14058.178146557093,12803.337533191025,11576.529603737126,8716.81455452319,2574.524157218021,3.182020414326915
94,01001011111,368.0,352.0,474.0,452.0,162.0,241.0,300.0,184.0,13905.906051418366,9364.378876030944,12182.63464985984,13982.187994413542,11019.009319518926,11627.980846420403,10540.229843989775,5996.3600623812135,3.3263746247048096
95,11000111110,367.0,459.0,328.0,410.0,154.0,237.0,240.0,100.0,11124.724841134694,8901.94041301707,11980.433244882912,13944.192918341765,14368.53772062269,10547.504750071605,7293.6611578663415,3258.89133825066,3.311326417568341
96,11001110011,366.0,444.0,526.0,397.0,202.0,371.0,393.0,109.0,18216.73692735806,11676.571191100313,18754.180311609958,13906.197842269989,13898.97766439319,10213.071672630309,11696.541978773463,3552.191558693219,3.2353088379473043
97,01010111010,364.0,518.0,141.0,299.0,168.0,331.0,381.0,6.0,17660.500685301326,9711.207723291349,16732.16626184069,13830.207690126437,16215.473941792055,7691.96078114978,3135.3848270096164,195.53348029503957,3.13738850941227
98,11111011110,363.0,406.0,322.0,350.0,174.0,192.0,227.0,110.0,10522.135578906564,10058.036570551754,9705.667438892486,13792.21261405466,12709.425521945124,9003.967469573321,7160.240526929762,3584.780472075726,3.3036803938900543
99,11011011011,363.0,492.0,315.0,330.0,192.0,261.0,313.0,112.0,14508.495313646496,11098.52311233297,13193.641674744473,13792.21261405466,15401.569844327589,8489.45504274056,7004.58312417042,3649.9582988407387,3.247849799978599
100,11110010111,362.0,418.0,365.0,296.0,174.0,290.0,250.0,155.0,11588.25504284864,10058.036570551754,14659.601860827192,13754.217537982886,13085.073566928724,7614.783917124865,8116.421715308582,5051.281574288522,3.2880536494980555
101,01000110001,362.0,476.0,290.0,325.0,187.0,264.0,344.0,43.0,15945.438938959727,10809.4990729493,13345.292728477169,13754.217537982886,14900.705784349457,8360.826936032368,6448.6638286013385,1401.3232754477835,3.200398331012787
102,01000011100,362.0,390.0,388.0,467.0,120.0,152.0,175.0,61.0,8111.778529994047,6936.576945208107,7683.653389123218,13754.217537982886,12208.56146196699,12013.865166544974,8627.867467232136,1987.9237163329024,3.386341704864568
103,00011011101,362.0,381.0,517.0,413.0,97.0,122.0,201.0,247.0,9316.957054450306,5607.066364043219,6167.142851796267,13754.217537982886,11926.825428229291,10624.681614096518,11496.411032368593,8049.4616054791295,3.474529121929986
104,01010010110,361.0,318.0,328.0,362.0,139.0,253.0,300.0,83.0,13905.906051418366,8034.868294866057,12789.23886479062,13716.22246191111,9954.673192065393,9312.674925672978,7293.6611578663415,2704.8798107480475,3.247341124260804
105,01010010101,361.0,472.0,319.0,392.0,166.0,264.0,309.0,124.0,14323.083232960917,9595.59810753788,13345.292728477169,13716.22246191111,14775.489769354923,10084.44356592212,7093.530211461472,4041.025259430818,3.2724449990312183
106,11111111101,360.0,294.0,408.0,359.0,253.0,336.0,334.0,247.0,15481.908737245782,14624.61639281376,16984.91801806185,13678.227385839333,9203.377102098193,9235.498061648063,9072.6029036874,8049.4616054791295,3.2446791212145296
107,01011011101,360.0,444.0,386.0,400.0,213.0,304.0,325.0,169.0,15064.73155570323,12312.42407774439,15367.306778246437,13678.227385839333,13898.97766439319,10290.248536655223,8583.39392358661,5507.526361643615,3.264777358686335
108,01000011110,360.0,689.0,352.0,488.0,130.0,183.0,221.0,69.0,10244.017457878197,7514.625023975449,9250.7142776944,13678.227385839333,21568.45858280835,12554.103214719373,7827.34368161266,2248.635023392955,3.3787461881274314
109,11111111111,359.0,421.0,400.0,468.0,206.0,297.0,285.0,58.0,13210.610748847448,11907.79042260725,15013.454319536815,13640.232309767558,13178.985578174625,12039.590787886611,8894.708729105294,1890.1569761853825,3.257388467477201
110,11000100101,359.0,245.0,610.0,282.0,242.0,356.0,361.0,275.0,16733.440281873434,13988.763506169682,17995.925042946485,13640.232309767558,7669.480918415161,7254.625218341933,13564.430811885575,8961.951180189313,3.260267205813537
111,01011011011,359.0,470.0,294.0,338.0,129.0,204.0,234.0,73.0,10846.606720106325,7456.820216098715,10312.271653823267,13640.232309767558,14712.881761857656,8695.260013473664,6537.610915892392,2378.9906769229815,3.3059150085679807
112,01001011011,359.0,399.0,372.0,378.0,111.0,180.0,238.0,61.0,11032.018800791904,6416.333674317499,9099.063223961706,13640.232309767558,12490.297495704692,9724.284867139186,8272.079118067924,1987.9237163329024,3.327548782272086
113,11110100111,358.0,302.0,410.0,318.0,271.0,432.0,440.0,301.0,20395.328875413605,15665.102934594976,21837.751737508093,13602.237233695781,9453.809132087259,8180.747586640902,9117.076447332927,9809.262928134485,3.1990036595898417
114,01011010100,356.0,377.0,300.0,399.0,118.0,198.0,210.0,111.0,9734.134235992857,6820.967329454638,10008.969546357876,13526.24708155223,11801.609413234759,10264.522915313586,6671.031546828971,3617.369385458232,3.3412807214200124
115,01110100111,355.0,248.0,434.0,288.0,333.0,475.0,497.0,317.0,23037.451025183094,19249.001022952496,24011.416841010057,13488.252005480454,7763.392929661061,7408.9789463917605,9650.758971079245,10330.68554225459,3.1558690885853147
116,01001100100,353.0,287.0,408.0,309.0,162.0,225.0,254.0,312.0,11773.667123534216,9364.378876030944,11373.829029952132,13412.261853336902,8984.24907585776,7949.21699456616,9072.6029036874,10167.740975342058,3.356479177012475
117,01000100100,353.0,395.0,453.0,431.0,168.0,246.0,300.0,285.0,13905.906051418366,9711.207723291349,12435.386406080997,13412.261853336902,12365.081480710158,11087.742798246003,10073.257635711747,9287.84031401438,3.353389090414618
118,01001011100,352.0,429.0,380.0,459.0,121.0,163.0,159.0,123.0,7370.130207251734,6994.381753084841,8239.707252809767,13374.266777265126,13429.41760816369,11808.06019581187,8449.973292650031,4008.4363460483114,3.417371850541959
119,01001011010,352.0,442.0,263.0,329.0,91.0,151.0,136.0,71.0,6304.010743309659,5260.237516782814,7633.1030378789865,13374.266777265126,13836.369656895924,8463.72942139892,5848.270989386731,2313.812850157968,3.3928472158160368
120,11011011111,351.0,410.0,401.0,346.0,227.0,291.0,341.0,144.0,15806.379878445543,13121.69138801867,14710.152212071423,13336.271701193351,12834.641536939658,8901.064984206769,8916.945500928057,4692.80352708095,3.235016150252504
