Unnamed: 0,variant,meanbin_a,meanbin_b,meanbin_c,meanbin_x,meanbin_y,meanbin_z,exp_mean,exp_sem,som_mut
36,10000001111,3.171173518223571,3.4461312576440526,3.3371647364727064,3.3384368739506476,3.6609968303412206,3.0120211645855948,3.327654063536299,0.07707004475928682,5
37,00011100111,3.1721986305335768,3.2482371064580007,3.408426315093041,3.2677838335787457,3.4723656989535896,3.3555236923644687,3.3207558794969034,0.03842578182005838,6
38,10001100100,3.363982638818313,3.4272246902351817,3.4840926708303144,3.6098245579737234,3.5657960078204454,3.3575265526108127,3.468074519714799,0.036063378409555744,4
39,10001100010,3.165624343889379,3.4070542370045884,3.3896943805181143,3.4497127225831727,3.6075092383631846,3.255391106751438,3.3791643381849803,0.053212587619660405,4
40,00011100011,3.236672887302324,3.362898291823292,3.4980082260721352,3.5204779290312183,3.4724932491615133,3.4159724189830136,3.417753833728916,0.036446968625324185,5
41,10011100111,3.1520267457270688,3.3509197615387314,3.4139286873393058,3.4234982247250887,3.4595302397269285,3.1947082208358952,3.332435313315503,0.044439477905084686,7
42,00001100111,3.3873317405761405,3.39037221153292,3.575132885207088,3.4750149246232698,3.560059731301332,3.478596904388388,3.477751399604857,0.0276357496324523,5
43,10011001111,3.1166127088815214,3.3799709109907377,3.3450827848617184,3.4657684640911697,3.658507610280636,3.0766284615150954,3.34042849010348,0.0753015620353475,7
44,10101100101,3.392573169779775,3.4352708567700097,3.4960704833064176,3.5182712140784496,3.5653258516618567,3.29666999794755,3.45069692892401,0.033489679975667645,6
45,00100100110,3.3106112242048,3.388685604957788,3.52795970098154,3.5515992671926027,3.5629655494589723,3.525200602797632,3.4778369915988896,0.035642326812746074,4
46,10000000110,3.1446987535039166,3.2253494927239466,3.2154797040180414,3.4224204671282017,3.4618971120640536,3.1530448755300027,3.2704817341613617,0.04740909647458263,3
47,10000101111,3.269497427377426,3.4663213334875893,3.374251992146967,3.530349365745663,3.481150569015241,3.2297304095858284,3.391883516226452,0.04205020871178832,6
48,01010100101,3.2045939110936272,3.1641194425731247,3.392101286409736,3.3794637819177016,3.279334441828233,3.4187657550228594,3.3063964364742136,0.03672610034181927,5
49,10101100011,3.093934996285897,3.3597969915106662,3.3451787262884256,3.2371330060360317,3.5837370126892285,3.2617740132191297,3.313592457671563,0.056250128294115985,6
50,10010100100,3.2787572475964852,3.410136548305784,3.49819097113037,3.5941248876673333,3.4815660955378367,3.3564743204962166,3.4365416784556717,0.03862648997795706,4
51,00101001111,3.3250775703125286,3.2449044732932752,3.2618054506415266,3.3582731796944314,3.681728801870864,3.266250080937481,3.356339926125018,0.056973218484470026,6
52,10101100110,3.2528397666223965,3.464874011959508,3.5244619875119683,3.59308262554216,3.4119507374956664,3.2903307954201564,3.4229233207586423,0.04568362765216793,6
53,10011100011,3.0958380218382207,3.429911506498437,3.3942548713966363,3.3962011318727487,3.51989325656192,3.2836417704623755,3.3532900931050564,0.05077480234173088,6
54,10000111101,3.2977392689646696,3.3278667850612864,3.3972986736877457,3.474736892248563,3.3503598786291025,3.206991819926858,3.3424988864197047,0.031294069453033105,6
55,00111100110,3.2409433566609516,3.424073960304169,3.5255199812497504,3.539143505261649,3.5659928618697707,3.5170605644576134,3.4687890383006508,0.04193531507127249,6
56,00111100100,3.2660833184652307,3.299743541854701,3.5171138140149503,3.4931796495156417,3.5345455203512377,3.4063664241892138,3.4195053780651627,0.039714276332220855,5
57,10001101011,3.201019066268687,3.408456351692726,3.387329377117932,3.4549844149602618,3.615737431131808,3.3009317180210087,3.394743059865404,0.048560248198311125,6
58,10001001110,3.2719914369417378,3.5683280718634824,3.4125115271642383,3.4392359775047274,3.735051585156928,3.0568545335087483,3.4139955220233102,0.08095408167975034,5
59,01011100111,3.2407136216332453,3.3463788613726373,3.476226475796507,3.5035499753707486,3.167079285634084,3.4482302075004485,3.3636964045512783,0.04717014685808744,7
60,01001100111,3.153879844541459,3.2090632057535435,3.456948508395932,3.4232104605592077,3.1954383571716605,3.374064144162321,3.3021007534306874,0.04520493227133982,6
61,00110100111,3.3301571029064743,3.294360309672225,3.4874697849832814,3.5305107999274363,3.5256276323371454,3.474796300435826,3.440486988377065,0.0352755877505426,6
62,00111100111,3.2196642998681546,3.2331681724502164,3.415233627800628,3.2910044904081768,3.4068286577397378,3.4422632262304504,3.3346937457495613,0.03405502471330055,7
63,00101100011,3.232900165046909,3.3995675863120915,3.4873098381812726,3.515431440715024,3.4776956751991697,3.3861796829878736,3.4165140647403898,0.03567755739597362,5
64,10000001110,3.216575206917761,3.415972625167936,3.4120628327260443,3.4930123195412848,3.704727313234137,3.112338415237087,3.3924481188040416,0.07203873301969194,4
65,01001100110,3.17090705417745,3.163861130438452,3.392070106903184,3.2933675434524194,3.2481892198741282,3.3383316335507502,3.2677877813993974,0.03148982580836971,5
66,10000100010,3.116332700058975,3.334107526794712,3.1941699924522453,3.364422798408608,3.5847055312983978,3.2223293296746647,3.302677979781267,0.05717438467207338,3
67,10000100101,3.177844340147152,3.4028970637594513,3.380979620478505,3.4213851456844298,3.5505527948013484,3.3084002965925565,3.37367654357724,0.04283960478863478,4
68,00000001101,3.079080232620297,3.2636357834391334,3.313771522185733,3.283820314533431,3.6210523323789086,3.139796426165628,3.2835261018871877,0.06504408508508656,3
69,00011100110,3.24825015010683,3.394480272225441,3.5336046330026853,3.4666312258944614,3.5571415337827545,3.533345087657412,3.4555754837782646,0.04061754553442234,5
70,00010000110,3.2604561747255345,3.365765268560676,3.376804549574532,3.528758212763959,3.590141586346162,3.4248965362443125,3.4244703880358625,0.04109862218609549,3
71,10111100110,3.2136689141006,3.37850267407098,3.528166569937082,3.508043320102227,3.4301378006962246,3.2807829295815383,3.3898837014147762,0.043036085962903814,7
72,10101100100,3.3028714814383644,3.4603127960322326,3.4396715081028097,3.5353601472678786,3.5966419071721685,3.4004009105300663,3.4558764584239205,0.03549074636480454,5
73,01011100110,3.244415741518328,3.248801813404893,3.4251291411415563,3.4557592841712634,3.247471228941635,3.4074929188727183,3.3381783546750663,0.03491404393120366,6
74,10011001011,3.20738654900693,3.456893938473984,3.391790538969374,3.489564119532788,3.670142996097944,3.2416253146959613,3.4095672427961636,0.05894641936987807,6
75,00100000111,3.3270212059160724,3.4336100432183088,3.3968925958821106,3.4958672218529285,3.592901165901617,3.502750526325092,3.458173793182688,0.03204130844332969,4
76,10001100110,3.3026502016431394,3.5482447011537896,3.529875561807707,3.5985858508221624,3.435786420217759,3.3638466965729408,3.4631649053695828,0.03976310025535408,5
77,01111100111,3.2482819795513143,3.2110964122667225,3.500583383793085,3.5710958417163012,3.178747407539733,3.4484204137433463,3.3597042397684174,0.057662499928641975,8
78,00010100110,3.2922586233338467,3.3838386567123884,3.5684582447927737,3.611634746670779,3.538062830476858,3.4903576638277163,3.48076846096906,0.04172512841934803,4
79,10011001101,3.2621618854977936,3.5850659184403377,3.4098406712714806,3.5138442992954313,3.737155915421664,2.956896345337099,3.4108275058773017,0.09456890333169926,6
80,01000100101,3.1419081427052653,3.2258638199972456,3.3553071180531324,3.3937082285893028,3.429264020904982,3.5539860822406966,3.3500062354151035,0.050836735295487184,4
81,10000101101,3.3318087302984907,3.4998810168743586,3.4856298350681274,3.4426735206248527,3.605796475341912,3.3047617503663784,3.445091888095687,0.038730635110889616,5
82,11000100100,3.2069916727062435,3.3317942606187065,3.4192364177785497,3.381052150067917,3.317026659509123,3.3711383308265663,3.3378732485845184,0.025444837537180458,4
83,00011011101,3.0941610050413377,3.225911173166294,3.304409391824523,3.3625698334053498,3.4745291219299865,3.2404297600032126,3.2836683808951173,0.044775091421359874,6
84,11110100110,3.240155376329554,3.287592366509028,3.4842231350322126,3.4683736315298974,3.2713143533247995,3.3018772133374945,3.3422560126771645,0.03655919473871535,7
85,10110100110,3.303540727499205,3.4331056412741683,3.4648793675836944,3.5138930160172706,3.432097905017247,3.2496048372302986,3.399520249103647,0.034924723708425094,6
86,01001100101,3.0936292294884566,3.108443849650852,3.3286893188580318,3.3529182042182435,3.307539194149149,3.437369766068032,3.2714315937387943,0.048041756656878654,5
87,01100000111,3.2929512429227983,3.1805144666868848,3.3456910073090453,3.4400144699031268,3.2822112204404963,3.3420851725529834,3.3139112633025563,0.02965863743362792,5
88,00101000101,3.2212005768271603,3.2872846981912835,3.417733295897756,3.4626034707695243,3.519181791019472,3.44965379208306,3.3929429374647087,0.0394240145915541,4
89,00111000110,3.1500682310726766,3.3276479823644856,3.3513885477217618,3.3391040686335294,3.526300959857674,3.3691559152216666,3.3439442841452998,0.04135269947759642,5
90,10100100101,3.1525989193138413,3.3675698497520714,3.2889467256835947,3.390063988822776,3.503384466207093,3.2187590501026646,3.3202204999803406,0.04365410073373452,5
91,10001100101,3.3031471634514644,3.4439212817195064,3.4259448508919066,3.3556507260058503,3.536808701245626,3.3179788135937893,3.397241922818024,0.030608121449698975,5
92,01000100100,3.0480249836716005,3.1278990631644787,3.262605551898219,3.2037696678689382,3.3533890904146184,3.3503007751717364,3.2243315220315982,0.04219992509982737,3
93,00000101101,3.0958485973070036,3.2850770515305703,3.3197379154810984,3.3470320056801053,3.567876115988087,3.314029044099136,3.321600121681,0.052020399051435774,4
94,00001000011,3.1900035286486808,3.287329513617096,3.4844753572960285,3.5560439426920105,3.5235860211223184,3.3723995237275024,3.4023063145172725,0.04982883342726379,3
95,11001100111,3.1177128370937752,3.304287356131538,3.5621655132615637,3.4415912735929712,3.257840266165083,3.306777015376948,3.331729043603646,0.052961984149193536,7
96,10011101101,3.32029233446389,3.5259925462712403,3.5171485565041345,3.615531993847248,3.5090386008440984,3.3706928038608948,3.476449472631917,0.03782366837403095,7
97,10001100001,3.275700499820002,3.4797914510983396,3.4989459977140136,3.5411558663776845,3.588375810190767,3.4272103902577067,3.4685300025764185,0.0376639318984336,4
98,01011001111,2.9900821069395684,3.167231641546367,3.2266231277598325,3.3266235313397825,3.569801100148884,3.1448673006061383,3.2375381347234287,0.06782670418515169,7
99,11010100101,3.209184388112098,3.1346436701130242,3.3926155330066696,3.5035381720308987,3.24910249009156,3.375449312320883,3.3107555942791884,0.047102894971903835,6
100,00001100100,3.3439923748874403,3.3185141362021664,3.437080931168971,3.5518640670079082,3.488866385051393,3.4312924109392147,3.4286017175428487,0.030151439304764643,3
101,10011100110,3.111137879403588,3.347626672808856,3.373255215670864,3.1151160864808087,3.454506876815933,3.0718752578237583,3.2455863315006344,0.05682759593701979,6
102,00100001111,3.1056252556164496,3.4151003074955915,3.3903324884813797,3.4608729545519616,3.679121918232016,3.2869795426190738,3.3896720778327456,0.06559728506986265,5
103,10100101111,3.2195820388911947,3.41894696324825,3.350072124720157,3.4528919580710853,3.50102460681088,3.2278904812742817,3.361734695502641,0.04060325946134415,7
104,10100000111,3.2970463713558327,3.474505236087201,3.4762192887437724,3.4799048841648896,3.4711452544717813,3.2055114709784402,3.40072208430032,0.041181640923915706,5
105,00100101111,3.2702592927233263,3.315568354380133,3.3780312546149727,3.5553286877553414,3.505106167357416,3.4123875646663886,3.4061135535829297,0.037653648994986064,6
106,10110100101,3.2703986696341163,3.4200938691312652,3.421567528139957,3.5084895579044004,3.3796485891823083,3.3723914018251784,3.395431602636205,0.02694200294028401,6
107,10010101101,3.346455018653116,3.4979556680933723,3.372924442009699,3.493692485331051,3.510125448220541,3.3151072252614937,3.4227100479282124,0.0301637063033975,6
108,10001001100,3.0744436094271177,3.259320065789541,3.1956029420945584,3.3050744030757047,3.688778331673208,2.9761354452819173,3.2498924662236752,0.08513676517899102,4
109,10100100110,3.22067196258337,3.3929077869325317,3.5170859422834515,3.4672155369327395,3.4489919859032763,3.1975267311139084,3.3740666576248795,0.04623858947818516,5
110,10111000111,3.1997557885839414,3.487196169785657,3.464836502778853,3.477440170647669,3.501403039358058,3.195290970885289,3.3876537736732444,0.05098446437478854,7
111,10000100011,3.2911340584128097,3.3790446781684507,3.3909316776183966,3.35195414345488,3.533765168616936,3.4287552713573874,3.395930832938144,0.028158646982507814,4
112,01011001101,3.2158391360370264,3.2431610709262078,3.296749751845036,3.4025394055642773,3.539195012030853,3.1416915947851134,3.3065293285314183,0.04948752147751788,6
113,00000100101,3.2326947933243644,3.2589892500141855,3.3957672376877146,3.577199576449672,3.51528745225584,3.3934581243767887,3.3955660723514263,0.046931739808503695,3
114,10010000110,3.3173189561101744,3.488145032216091,3.5315499704610254,3.4790305103023056,3.5465889631883165,3.2843929624468617,3.441171065787462,0.03868058739213085,4
115,10001101110,3.234486534827904,3.5200026781900497,3.470805366341178,3.4771175414000552,3.518439886796512,3.164238657777927,3.397515110888937,0.05396873747778065,6
116,10001010111,3.3300870560561417,3.500624159197637,3.4934268261235184,3.3850228421129605,3.4445705610134976,3.2266406532025136,3.396728682951045,0.03649583054552299,6
117,01110100101,3.1787016955259166,3.2570770291455724,3.380983737240213,3.487390465965416,3.3051442341682136,3.4675293831448943,3.346137757531705,0.041847117972432665,6
118,00010001111,3.238572186227522,3.2685180278536463,3.3091712474294623,3.4172146725198265,3.664727746432293,3.276458467608736,3.3624437246785805,0.05537170980506674,5
119,10110100100,3.292911423707652,3.484786313790241,3.3994790622203643,3.514334834617107,3.468133478678874,3.37724564310427,3.4228151260197515,0.028354121135077258,5
120,00110100110,3.2688220409329487,3.4281241988825024,3.4774701344375227,3.5569129595039457,3.5237063267998083,3.445107948593192,3.45002393485832,0.0348279936880845,5
121,00001100001,3.2913967438049143,3.23893684758582,3.498465873113164,3.5175014226004087,3.4376208156825174,3.4210285649164547,3.400825044617213,0.038757967207422084,3
122,00001001111,3.1572446693245886,3.428924492146701,3.3173603103108875,3.281093408320391,3.6768094674054135,3.330613468577362,3.3653409693475567,0.06074249987556338,5
123,00011001101,3.2322969370080568,3.4590123032458675,3.3513750465116203,3.4860243595250364,3.646523008754214,3.2919117364367323,3.4111905652469208,0.05188738718811217,5
124,10000001100,3.170252461610313,3.3502928088933803,3.317898284346432,3.4016382185588694,3.707948468344147,3.0970951164955007,3.3408542263747734,0.07361295242155451,3
125,00100100100,3.209366050574599,3.387494393137421,3.4410435820353467,3.473567965455351,3.5111205368995018,3.395344675431763,3.40298953392233,0.0364855926990668,3
126,10001001011,3.2582971031482724,3.448976166979927,3.4836134472981106,3.5182580845054248,3.7202751996148193,3.2447275112330223,3.445691252129929,0.061259433706394514,5
127,00011111101,3.251621789923133,3.3523778147681056,3.3793091903052384,3.5445071366353638,3.4225740868878187,3.3360455335629786,3.3810725920137727,0.03382189711733412,7
128,00001100011,3.2457169032835687,3.2561856482698057,3.4460793857417973,3.3597914950944987,3.430789664006352,3.4172248206109286,3.3592979861678254,0.030679079900138094,4
129,01110100111,3.2580308155502515,3.2663158378418533,3.4310981942001777,3.437333539421556,3.1558690885853147,3.419027307336045,3.3279457971558664,0.04059048881118783,7
130,10000001011,3.153459980912148,3.348055955109564,3.3136267940237376,3.3625618544167253,3.639531980542975,3.140166393798148,3.326233826467216,0.06259896787819406,4
131,01010100110,3.209017588840487,3.3505847579440213,3.470259454827453,3.4999972498146645,3.1906550553836013,3.3412868387210883,3.3436334909218863,0.04420230266378272,5
132,10000000101,3.197688043496977,3.449493838045913,3.391737103281683,3.502691485005473,3.638331824470927,3.3970590709236514,3.4295002275374373,0.05013854884558155,3
133,01000100110,3.3001648359571663,3.2529409126020354,3.437634518680821,3.41186245605284,3.1825413867792194,3.3963666176401324,3.330251787952036,0.03493636441332799,4
134,00111001111,3.253554486584323,3.4535872868494213,3.4208138146295215,3.4509417842789065,3.691849947744284,3.2601006322818136,3.4218079920613778,0.05547218521286761,7
135,00000001111,3.1563020180137715,3.3051599277531922,3.3397514984696914,3.2605065188454287,3.6901582963123594,3.2020881478851977,3.3256610678799405,0.06576924597971769,4
136,10011100010,3.15574744183835,3.390842536746244,3.446044031328063,3.5036200310855325,3.570828469987529,3.278894269981945,3.3909961301612768,0.05254541820765082,5
137,11001000111,3.3750159358291065,3.4150201227279884,3.45894124688771,3.419911699982665,3.3697546124518185,3.3540127283275174,3.3987760577011343,0.01357604538240015,6
138,01101100110,3.15294634294153,3.242593541821701,3.4424773835293703,3.4713797466617202,3.210315192689293,3.3823001396297827,3.3170020578789003,0.04568873980554599,6
139,00001001100,3.2075004107440246,3.3534073199719536,3.4671362414358,3.3530745153015027,3.5966368709400944,3.296696843005172,3.3790753668997566,0.046966757585542036,3
140,10001000100,3.197609819597535,3.1847765424679064,3.30956629097266,3.442145367251152,3.633873952293294,3.3777612259389627,3.357622199753585,0.05807501930288113,3
141,10001000001,3.3153694563977507,3.3775381948328085,3.499450605574044,3.5383105410568683,3.626196456802508,3.33380673860257,3.4484453322110915,0.04313648714212887,3
142,00011001011,3.1958014223430498,3.423286151820116,3.4241693642371103,3.2984750827101244,3.5894131327219028,3.436054345682761,3.3945332499191787,0.046324093683091545,5
143,00001010111,3.1719762086928363,3.2442324550163684,3.42596684733019,3.3586778121101943,3.5058864785165884,3.3942356698460334,3.3501625785853686,0.04225285007005896,5
144,10101101101,3.3605210492337996,3.548150834817652,3.3866741658290054,3.5850424308591737,3.5126685098274155,3.1964582515091498,3.4315858736793663,0.05025245041983184,7
145,01100100100,3.29093326638129,3.2433791352790133,3.4135146261815987,3.409408130003953,3.4036475518303377,3.370916052828296,3.355299793750748,0.024672780290130137,4
146,01001100011,3.210319057444284,3.1190466850140637,3.372967785783444,3.4532921311121183,3.3911788576982587,3.4942677666776767,3.3401787139549746,0.050232109778069266,5
147,10001100000,3.2375773766683724,3.3881779695101764,3.4721062372437435,3.4578972048441785,3.5913009473920185,3.4426856697383657,3.4316242342328085,0.0400861662642925,3
148,01000001101,3.12616393307444,3.418690094632855,3.423961348654982,3.3959915307311537,3.609801661345024,3.2866077640168614,3.3768693887425525,0.05554708651727461,4
149,10101010111,3.2108240250723585,3.4474835177668464,3.4443032634970003,3.4029085734582467,3.4814239338763286,3.298118713211882,3.3808436711471104,0.03612851956826324,7
150,00001101011,3.2459818049131868,3.33101526212722,3.4030020149702587,3.4342605469618483,3.504742517134878,3.3819012200566636,3.383483894360676,0.030599239761577832,5
151,10001101001,3.380539601589864,3.526960750204804,3.524141553944632,3.5176795694210847,3.6283985873368088,3.393792441698101,3.4952520840325487,0.03219140563952193,5
152,10001000101,3.2425141598710296,3.5218343555987177,3.4126237079126076,3.453600240729864,3.6415999062916073,3.370181686001552,3.4403923427342296,0.046840189884509706,4
153,00001001101,3.194018605660503,3.3268497341523173,3.3124789800955834,3.2718725737649668,3.5973270456394766,3.2009613703741366,3.3172513849478307,0.05101965115152675,4
154,00110000110,3.2832332999435456,3.333439466611411,3.3961597862995414,3.378325431149179,3.5159383789727325,3.3510117219986264,3.37635134749584,0.027183375316880004,4
155,00001100101,3.1996236714074584,3.2957567027525534,3.4191837026418455,3.4128547212843783,3.5187748050385372,3.440993947828335,3.381197925158851,0.03940553694116298,4
156,10011100100,3.2516486333908112,3.336902561962816,3.3879869524536477,3.467980011173548,3.4082400501782835,3.23653163539735,3.3482149740927425,0.03141681423321056,5
157,00011001111,3.192746694425048,3.3522784131347594,3.4546885989944283,3.446392046770192,3.7101322810992654,3.1779386001864665,3.3890294391016935,0.06816393495806393,6
158,10100100100,3.2000226558635134,3.4732930088174387,3.308553331958364,3.3517636321086326,3.5592909401554937,3.3138093869605885,3.3677888259773385,0.0443549295571653,4
159,10000010101,3.2566634501775025,3.4048840400858653,3.4689302408237808,3.3773443602683475,3.419250873285171,3.248227874981731,3.3625501399370665,0.03117702848506352,4
160,00001101101,3.295127892640138,3.4667692234270917,3.4930057864248973,3.584380392771446,3.5590736562525462,3.3847335530138283,3.463848417421658,0.037537366690962484,5
161,00000001110,3.199564568620608,3.5153669335953563,3.38206612090802,3.4383065159464694,3.644967584028428,3.2978308318666394,3.413017092494254,0.054489818328627176,3
162,10011100101,3.045190777873032,3.2103260812499124,3.3719725554570723,3.3250325902807383,3.376027959149179,3.1258084271217728,3.2423930651886166,0.04755634044756949,6
163,10101100010,3.2682933516991777,3.415805277754047,3.483253922341411,3.489042816229755,3.559539377834551,3.383283733105936,3.4332030798274795,0.0350421060730292,5
164,00001000111,3.3505479966304974,3.4002582869775337,3.4541702937325742,3.5469050299774647,3.6074942443117815,3.4945990743894195,3.4756624876698794,0.032592377855894264,4
165,11001100010,3.2829235759269086,3.2618646936102635,3.457852420824332,3.4608103298291315,3.371831772441084,3.370756533080204,3.367673220951988,0.028954626365219626,5
166,10010011101,3.162542077383028,3.424175746176527,3.3389226129480685,3.3672974407423166,3.4847445774620245,3.2572107510702835,3.3391488676303744,0.039977341041367874,6
167,11001001111,3.0988987535033727,3.3299214492810214,3.3634655421728934,3.279621579248853,3.490380271981308,3.0933090594720616,3.275932775943252,0.05373448054098486,7
168,10001101101,3.2391093052443862,3.4598357474380155,3.5308237995353204,3.5549931522666762,3.5641321032323385,3.2650481270026535,3.435657039119898,0.05073898773531907,6
169,10100100011,3.195844656454069,3.4695009192231465,3.39813303371506,3.464502268650992,3.6329825035735763,3.3626629472165264,3.420604388138896,0.049713816205967716,5
170,10010100001,3.094236606891601,3.3069953625785886,3.3378181198978667,3.2459441761431536,3.5333262761082684,3.3014598432806035,3.30329673081668,0.04906696662701788,4
171,00100001110,3.2218712771894515,3.3728466811456888,3.4384909979432767,3.413888817834488,3.624372910758901,3.289354766512872,3.3934709085641135,0.047926381383177764,4
172,01001001101,3.132414609983732,3.2244375302200337,3.2795154451735216,3.3193282861527016,3.5737377933696406,3.1736713641809122,3.2838508381800904,0.0543170324510406,5
173,00111000111,3.0792140609816467,3.3631844567258566,3.3574201414125384,3.361589205572908,3.4602446571331527,3.3352613924790653,3.3261523190508617,0.04435974754956063,6
174,00101000100,3.1637692094974863,3.2927217222830314,3.307940503808298,3.3031753894680773,3.486826164339393,3.401537203580141,3.3259950321627376,0.03774737629364295,3
175,00100001101,3.2834311511656837,3.364391365615772,3.358755714460829,3.4193569448420016,3.644989124090344,3.3076731592467765,3.396432909903567,0.04509239863615724,4
