,variant,correct_counts_6261_b_F_8,correct_counts_6261_b_F_5,correct_counts_6261_b_F_4,correct_counts_6261_b_F_6,correct_counts_6261_b_F_7,correct_counts_6261_b_F_3,correct_counts_6261_b_F_2,correct_counts_6261_b_F_1,mean_bin1__F_,mean_bin2__F_,mean_bin3__F_,mean_bin4__F_,mean_bin5__F_,mean_bin6__F_,mean_bin7__F_,mean_bin8__F_,meanbin__F_
24,00101000111,380.0,135.0,159.0,258.0,212.0,68.0,147.0,171.0,8614.600200031584,5514.149419096715,3546.5378298530477,6578.088445565072,4085.9677150799957,5039.461041611412,6102.490829230068,16488.114881187095,3.4092426297291833
25,10001101011,377.0,121.0,149.0,418.0,294.0,117.0,298.0,97.0,4886.644557912653,11178.343720345722,6102.131266070684,6164.372191127017,3662.2377298124406,8164.708199199885,8462.888225441699,16357.945553177724,3.408456351692726
26,10001100010,377.0,209.0,129.0,394.0,360.0,96.0,284.0,141.0,7103.26683160499,10653.1866328127,5006.876936263126,5336.939682250908,6325.6833514942155,7695.921125561614,10362.720276051059,16357.945553177724,3.4070542370045884
27,00000100110,377.0,248.0,203.0,301.0,281.0,98.0,236.0,212.0,10680.089136881263,8852.648046985201,5111.186872435274,8398.439965092513,7506.074024739548,5879.371215213314,8088.678882139854,16357.945553177724,3.3395406299477965
28,11110100111,376.0,443.0,397.0,446.0,593.0,138.0,188.0,386.0,19445.822673755505,7052.109461157703,7197.385595878243,16424.53530119078,13408.027390966208,8711.626451777867,17069.703121384104,16314.555777174599,3.3128605111856917
29,01001100011,375.0,1059.0,532.0,705.0,403.0,128.0,236.0,1007.0,50730.423400185995,8852.648046985201,6675.835915017501,22009.70473610452,32052.146742738634,13770.620288124206,11600.489642357157,16271.166001171476,3.1190466850140637
30,01011100111,369.0,395.0,422.0,409.0,463.0,111.0,167.0,290.0,14609.555894790405,6264.373829858172,5789.201457554239,17458.825937285914,11955.238870048875,7988.913046585532,13327.609688365666,16010.827345152733,3.3463788613726373
31,00001100011,366.0,422.0,238.0,499.0,322.0,159.0,199.0,391.0,19697.711568493272,7464.732887076505,8292.639925685802,9846.446855625705,12772.432413064875,9746.864572729048,9268.87758024567,15880.65801714336,3.256185648269806
32,10110100110,363.0,125.0,178.0,249.0,355.0,83.0,293.0,78.0,3929.4667579091433,10990.787617655356,4328.862351144161,7364.149328997376,3783.303439888885,4863.66588899706,10218.793605550349,15750.488689133988,3.4331056412741683
33,01010100110,363.0,788.0,548.0,625.0,557.0,212.0,177.0,300.0,15113.333684265937,6639.486035238901,11056.853234247736,22671.650743205406,23849.94488505953,12207.996709329971,16033.431093779,15750.488689133988,3.350584757944021
34,10110100111,362.0,168.0,211.0,378.0,275.0,105.0,172.0,106.0,5340.044568440631,6451.929932548537,5476.271649037794,8729.412968642957,5084.759823210661,7383.396409802766,7915.966877539003,15707.098913130865,3.4486463985141036
35,10011100011,361.0,138.0,146.0,350.0,266.0,191.0,147.0,93.0,4685.13344212244,5514.149419096715,9961.598904440178,6040.257314795601,4176.766997637329,6836.478157224784,7656.898870637727,15663.70913712774,3.429911506498437
36,10001100011,361.0,268.0,164.0,468.0,309.0,135.0,172.0,187.0,9420.644663192434,6451.929932548537,7040.920691620021,6784.9465727841,8111.40257512177,9141.347935946282,8894.668236943826,15663.70913712774,3.3894193235925254
37,00010100101,360.0,266.0,305.0,415.0,240.0,88.0,214.0,305.0,15365.222579003703,8027.401195147598,4589.637191574532,12618.345760360673,8050.869720083547,8106.1098149951,6908.480184034039,15620.319361124617,3.277228948255834
38,01011100101,354.0,627.0,436.0,382.0,302.0,158.0,332.0,521.0,26246.822831675177,12453.725218640198,8240.484957599729,18038.028693499193,18977.050054482646,7461.527588742478,8693.170898242832,15359.980705105872,3.1654965024317483
39,00001100111,354.0,243.0,152.0,298.0,218.0,80.0,98.0,209.0,10528.955800038602,3676.099612731143,4172.397446885938,6288.487067458434,7354.741887143992,5820.77283100853,6275.202833830918,15359.980705105872,3.3903722115329193
40,01000000111,352.0,634.0,391.0,535.0,396.0,121.0,223.0,576.0,29017.6006737906,8365.002179990253,6310.751138414981,16176.305548527944,19188.915047116425,10450.045183186456,11398.992303656165,15273.201153099626,3.202712954424387
41,10010100101,351.0,199.0,188.0,456.0,292.0,106.0,122.0,160.0,8060.4446316085,4576.368905644892,5528.426617123868,7777.865583435431,6023.019076303105,8906.954399127146,8405.317557241415,15229.811377096501,3.433469668851758
42,10000000111,349.0,153.0,167.0,371.0,336.0,90.0,146.0,166.0,8362.711305293818,5476.638198558641,4693.947127746681,6909.061449115516,4630.763410423995,7246.6668466582705,9671.872257647654,15143.031825090253,3.4260741961725194
43,11001100111,348.0,277.0,376.0,355.0,576.0,190.0,245.0,285.0,14357.66700005264,9190.249031827858,9909.443936354104,15555.731166870863,8383.800422793769,6934.142130899423,16580.352441681694,15099.64204908713,3.304287356131538
44,00000100100,345.0,346.0,241.0,323.0,254.0,139.0,422.0,362.0,18236.75597901423,15829.735067066758,7249.540563964318,9970.561731957121,10472.183921612434,6309.092699381729,7311.474861436024,14969.472721077758,3.1652712937165863
45,11010100101,344.0,415.0,502.0,442.0,395.0,276.0,374.0,533.0,26851.356179045815,14029.19648123926,14394.771191756487,20768.555972790353,12560.567420431098,8633.495272838156,11370.206969556022,14926.082945074633,3.1346436701130234
46,00110100111,343.0,431.0,266.0,367.0,298.0,123.0,238.0,272.0,13702.75587373445,8927.670488061347,6415.06107458713,11004.85236805226,13044.830260736875,7168.535667718559,8578.029561842264,14882.69316907151,3.294360309672225
47,01000100110,342.0,577.0,417.0,549.0,413.0,164.0,226.0,425.0,21410.55605271008,8477.535841604473,8553.414766116173,17251.967810066886,17463.72867852709,10723.504309475446,11888.342983358576,14839.303393068385,3.252940912602035
48,00000000110,342.0,165.0,134.0,254.0,211.0,80.0,227.0,114.0,5743.066800021056,8515.047062142547,4172.397446885938,5543.797809469935,4993.960540653328,4961.3298626717,6073.705495129926,14839.303393068385,3.3968395675246548
49,11000100111,341.0,299.0,463.0,438.0,478.0,204.0,256.0,275.0,13853.889210577108,9602.87245774666,10639.613489559142,19155.06258048194,9049.661828214214,8555.364093898443,13759.389699867794,14795.913617065262,3.2875619566212846
50,11000100100,341.0,339.0,343.0,525.0,401.0,143.0,234.0,241.0,12141.044726360302,8777.625605909056,7458.160436308614,14190.46752722528,10260.318928978655,10254.717235837175,11542.918974156873,14795.913617065262,3.3317942606187065
51,00011100111,338.0,207.0,206.0,247.0,217.0,167.0,213.0,247.0,12443.31140004562,7989.889974609525,8709.879670374396,8522.55484142393,6265.150496455994,4824.600299527205,6246.417499730777,14665.74428905589,3.2482371064580007
52,00010100100,336.0,416.0,322.0,618.0,303.0,153.0,243.0,163.0,8211.577968451158,9115.226590751712,7979.710117169357,13321.663392905366,12590.833847950209,12071.267146185475,8721.956232342975,14578.964737049642,3.366924781859747
53,10110100100,326.0,192.0,150.0,361.0,265.0,80.0,175.0,73.0,3677.577863171378,6564.463594162756,4172.397446885938,6205.743816570823,5811.1540836693275,7051.338899308991,7628.113536537585,14145.066977018403,3.484786313790241
54,10001000101,326.0,87.0,93.0,304.0,199.0,67.0,111.0,81.0,4080.6000947518028,4163.745479726091,3494.3828617669733,3847.56116627391,2633.179194162664,5937.9695994180975,5728.281485928224,14145.066977018403,3.5218343555987177
55,10001100001,325.0,184.0,120.0,314.0,236.0,72.0,121.0,108.0,5440.800126335737,4538.857685106819,3755.1577021973444,4964.5950532566585,5569.022663516439,6133.297546767377,6793.338847633471,14101.677201015278,3.4797914510983396
56,10001001101,325.0,56.0,38.0,424.0,257.0,114.0,312.0,32.0,1612.0889263217,11703.500807878741,5945.666361812462,1572.1217668646084,1694.9199410702204,8281.904967609453,7397.83086373645,14101.677201015278,3.4425453780284876
57,01110100101,325.0,785.0,429.0,587.0,381.0,148.0,238.0,432.0,21763.20050534295,8927.670488061347,7718.9352767389855,17748.427315392553,23759.145602502198,11465.75050940271,10967.212292154038,14101.677201015278,3.2570770291455724
58,01101100111,325.0,437.0,392.0,385.0,488.0,89.0,233.0,535.0,26952.111736940922,8740.114385370984,4641.792159660607,16217.67717397175,13226.42882585154,7520.125972947262,14047.243040869213,14101.677201015278,3.1995606142192727
59,10100000111,322.0,106.0,130.0,318.0,189.0,78.0,130.0,89.0,4483.622326332228,4876.458669949476,4068.08751071379,5378.311307694713,3208.2413170257746,6211.428725707089,5440.4281449268055,13971.507873005907,3.474505236087201
60,00111000111,322.0,177.0,190.0,259.0,130.0,90.0,194.0,119.0,5994.955694758822,7277.176784386141,4693.947127746681,7860.608834323042,5357.1576708826615,5058.99383634634,3742.0934330184377,13971.507873005907,3.3631844567258558
61,10010100110,320.0,159.0,189.0,280.0,296.0,50.0,261.0,119.0,5994.955694758822,9790.428560437023,2607.7484043037116,7819.237208879236,4812.361975538662,5469.182525779827,8520.458893641982,13884.728320999659,3.3943949256634274
62,00001101011,320.0,189.0,187.0,298.0,216.0,127.0,223.0,149.0,7506.289063185415,8365.002179990253,6623.680946931427,7736.493957991625,5720.354801111994,5820.77283100853,6217.632165630635,13884.728320999659,3.33101526212722
63,10100100101,318.0,157.0,170.0,345.0,228.0,68.0,159.0,183.0,9219.133547402222,5964.284065553589,3546.5378298530477,7033.176325446932,4751.82912050044,6738.814183550144,6563.056174832337,13797.948768993412,3.367569849752072
64,10001011011,317.0,207.0,232.0,541.0,424.0,116.0,195.0,131.0,6599.489042129459,7314.688004924214,6049.97629798461,9598.217102962872,6265.150496455994,10567.241951596023,12204.981658460136,13754.558992990287,3.430602822835752
65,00011111101,317.0,395.0,322.0,565.0,406.0,115.0,164.0,259.0,13047.844747416259,6151.8401682439535,5997.8213298985365,13321.663392905366,11955.238870048875,11036.029025234293,11686.845644657582,13754.558992990287,3.3523778147681056
66,00010100111,316.0,329.0,223.0,332.0,244.0,60.0,222.0,274.0,13803.511431629555,8327.490959452181,3129.298085164454,9225.872473968622,9957.654653787546,6484.887851996081,7023.621520434606,13711.169216987164,3.282577352517815
67,00000100101,316.0,330.0,212.0,243.0,230.0,75.0,183.0,300.0,15113.333684265937,6864.5533584673385,3911.622606455567,8770.784594086763,9987.921081306657,4746.469120587492,6620.626843032621,13711.169216987164,3.2589892500141855
68,10101100101,315.0,143.0,138.0,332.0,234.0,65.0,123.0,141.0,7103.26683160499,4613.880126182965,3390.072925594825,5709.2843112451565,4328.099135232885,6484.887851996081,6735.768179433188,13667.779440984039,3.4352708567700097
69,10001000011,315.0,130.0,138.0,411.0,232.0,77.0,109.0,68.0,3425.6889684336124,4088.723038649945,4015.9325426277155,5709.2843112451565,3934.63557748444,8027.978636055389,6678.197511232905,13667.779440984039,3.530031497650504
70,01011000111,315.0,371.0,220.0,445.0,324.0,69.0,230.0,334.0,16826.178168482744,8627.580723756764,3598.6927979391216,9101.757597637206,11228.84460959021,8692.093657042939,9326.448248445953,13667.779440984039,3.272837261165882
71,00010100110,310.0,217.0,153.0,287.0,274.0,102.0,129.0,171.0,8614.600200031584,4838.947449411403,5319.806744779571,6329.858692902239,6567.814771647104,5605.912088924322,7887.181543438861,13450.83056096842,3.383838656712388
72,01001100110,309.0,275.0,358.0,274.0,340.0,283.0,315.0,336.0,16926.93372637785,11816.034469492959,14759.855968359007,14811.041908882364,8323.267567755547,5351.985757370259,9787.013594048221,13407.440784965296,3.163861130438452
73,10101100100,308.0,153.0,95.0,391.0,269.0,110.0,159.0,89.0,4483.622326332228,5964.284065553589,5737.046489468165,3930.304417161521,4630.763410423995,7637.322741356829,7743.254872938152,13364.051008962171,3.4603127960322335
74,10001010111,306.0,121.0,164.0,387.0,298.0,87.0,125.0,78.0,3929.4667579091433,4688.9025672591115,4537.482223488458,6784.9465727841,3662.2377298124406,7559.191562417118,8578.029561842264,13277.271456955925,3.5006241591976375
75,00101100010,306.0,296.0,240.0,354.0,292.0,105.0,114.0,224.0,11284.622484251899,4276.279141340309,5476.271649037794,9929.190106513317,8958.862545656879,6914.609336164495,8405.317557241415,13277.271456955925,3.3503456693672478
76,10001101110,305.0,86.0,94.0,302.0,242.0,56.0,193.0,40.0,2015.111157902125,7239.665563848068,2920.6782128201567,3888.9327917177156,2602.912766643553,5898.904009948242,6966.0508522343225,13233.8816809528,3.5200026781900506
77,00110001111,305.0,91.0,97.0,400.0,261.0,138.0,184.0,85.0,4282.111210542015,6902.064579005411,7197.385595878243,4013.047668049132,2754.244904239108,7813.117893971181,7512.972200137017,13233.8816809528,3.4251903640262022
78,10010100100,304.0,174.0,161.0,431.0,296.0,101.0,209.0,114.0,5743.066800021056,7839.8450924572335,5267.651776693497,6660.831696452683,5266.358388325328,8418.634530753949,8520.458893641982,13190.491904949677,3.410136548305784
79,11110100110,302.0,285.0,362.0,435.0,516.0,136.0,289.0,280.0,14105.778105314874,10840.742735503065,7093.075659706095,14976.528410657585,8625.931842946658,8496.76570969366,14853.232395673183,13103.712352943428,3.2875923665090276
80,11101100111,301.0,290.0,274.0,306.0,388.0,66.0,131.0,181.0,9118.377989507115,4913.969890487549,3442.227893680899,11335.825371602703,8777.263980542213,5977.035188887954,11168.70963085503,13060.322576940305,3.4062126748234376
81,11000100110,301.0,341.0,423.0,528.0,470.0,131.0,351.0,161.0,8110.822410556053,13166.438408863583,6832.300819275724,17500.19756272972,10320.851784016879,10313.31562004196,13529.10702706666,13060.322576940305,3.3377427734242286
82,01000000101,301.0,545.0,307.0,299.0,355.0,110.0,133.0,204.0,10277.066905300837,4988.992331563694,5737.046489468165,12701.089011248283,16495.202997915538,5840.305625743458,10218.793605550349,13060.322576940305,3.372354499841418
83,00101101101,300.0,194.0,155.0,334.0,281.0,53.0,127.0,70.0,3526.4445263287184,4763.925008335257,2764.213308561934,6412.60194378985,5871.686938707549,6523.9534414659365,8088.678882139854,13016.93280093718,3.5251213747102605
84,11010100111,298.0,350.0,331.0,406.0,633.0,176.0,320.0,368.0,18539.02265269955,12003.590572183324,9179.274383149064,13694.008021899615,10593.249631688877,7930.314662380749,18221.11648538978,12930.153248930932,3.247693436827312
85,01011100110,298.0,272.0,334.0,346.0,455.0,248.0,302.0,245.0,12342.555842150516,11328.388602498013,12934.432085346409,13818.122898231031,8232.468285198214,6758.346978285072,13097.327015564531,12930.153248930932,3.248801813404893
86,00000000111,298.0,225.0,160.0,392.0,321.0,107.0,221.0,267.0,13450.866978996684,8289.979738914108,5580.581585209942,6619.460071008877,6809.946191799992,7656.855536091758,9240.092246145527,12930.153248930932,3.2795439752787114
87,10011100111,296.0,94.0,172.0,239.0,195.0,110.0,182.0,120.0,6045.333473706375,6827.042137929266,5737.046489468165,7115.919576334543,2845.0441867964414,4668.337941647781,5613.140149527657,12843.373696924686,3.350919761538731
88,10001000010,295.0,94.0,89.0,304.0,188.0,93.0,270.0,127.0,6397.977926339247,10128.02954527968,4850.412032004903,3682.074664498688,2845.0441867964414,5937.9695994180975,5411.642810826664,12799.98392092156,3.318912815023739
89,11011100110,294.0,285.0,287.0,323.0,475.0,77.0,226.0,221.0,11133.48914740924,8477.535841604473,4015.9325426277155,11873.656502372174,8625.931842946658,6309.092699381729,13673.033697567369,12756.594144918437,3.3461764853357017
90,00011011101,294.0,419.0,243.0,644.0,275.0,167.0,351.0,314.0,15818.62258953168,13166.438408863583,8709.879670374396,10053.304982844733,12681.633130507542,12579.119809293601,7915.966877539003,12756.594144918437,3.225911173166294
91,10101100011,293.0,207.0,141.0,365.0,234.0,127.0,255.0,102.0,5138.533452650418,9565.361237208586,6623.680946931427,5833.399187576573,6265.150496455994,7129.4700782487025,6735.768179433188,12713.204368915312,3.3597969915106662
92,01110100111,293.0,657.0,496.0,447.0,252.0,133.0,282.0,273.0,13753.133652682003,10578.164191736554,6936.610755447872,20520.32622012752,19885.04288005598,8731.159246512794,7253.904193235741,12713.204368915312,3.2663158378418546
93,11000100101,292.0,420.0,344.0,418.0,480.0,96.0,247.0,198.0,9974.800231615518,9265.271472904004,5006.876936263126,14231.839152669087,12711.899558026653,8164.708199199885,13816.960368068078,12669.81459291219,3.3600140661059616
94,01011100011,292.0,791.0,444.0,613.0,508.0,168.0,349.0,585.0,29471.000684318577,13091.415967787438,8762.03463846047,18369.001697049636,23940.744167616864,11973.603172510835,14622.949722872048,12669.81459291219,3.184745138754469
95,01001100101,292.0,363.0,304.0,317.0,319.0,144.0,253.0,551.0,27758.15620010177,9490.33879613244,7510.315404394689,12576.974134916867,10986.713189437321,6191.895930972161,9182.521577945243,12669.81459291219,3.1084438496508517
96,00111100111,292.0,241.0,184.0,371.0,227.0,163.0,218.0,264.0,13299.733642154024,8177.44607729989,8501.2597980301,7612.3790816602095,7294.20903210577,7246.6668466582705,6534.270840732195,12669.81459291219,3.233168172450216
97,00001100001,292.0,481.0,264.0,415.0,346.0,104.0,302.0,338.0,17027.689284272954,11328.388602498013,5424.11668095172,10922.109117164648,14558.15163669243,8106.1098149951,9959.725598649073,12669.81459291219,3.2389368475858196
98,11011100101,291.0,222.0,317.0,324.0,419.0,121.0,163.0,251.0,12644.822515835835,6114.328947705881,6310.751138414981,13114.805265686338,6719.14690924266,6328.625494116657,12061.054987959425,12626.424816909064,3.3119924896834534
99,01000100100,291.0,673.0,372.0,447.0,367.0,253.0,473.0,505.0,25440.778368514326,17742.807314508475,13195.20692577678,15390.24466509564,20369.305720361757,8731.159246512794,10564.217614752051,12626.424816909064,3.1278990631644787
100,01100000111,289.0,299.0,319.0,409.0,284.0,174.0,273.0,363.0,18287.133757961783,10240.5632068939,9074.964446976915,13197.54851657395,9049.661828214214,7988.913046585532,8175.03488444028,12539.645264902818,3.180514466686885
101,00101010111,287.0,229.0,153.0,331.0,201.0,87.0,165.0,229.0,11536.511378989666,6189.351388782026,4537.482223488458,6329.858692902239,6931.011901876437,6465.355057261152,5785.852154128507,12452.86571289657,3.2934431480017143
102,00101000101,287.0,194.0,144.0,273.0,127.0,128.0,125.0,196.0,9874.044673720413,4688.9025672591115,6675.835915017501,5957.51406390799,5871.686938707549,5332.4529626353315,3655.737430718012,12452.86571289657,3.2872846981912835
103,01001000010,286.0,406.0,275.0,455.0,269.0,102.0,190.0,273.0,13753.133652682003,7127.131902233848,5319.806744779571,11377.196997046509,12288.169572759098,8887.421604392219,7743.254872938152,12409.475936893445,3.28971507920451
104,00101100100,286.0,298.0,213.0,338.0,177.0,149.0,224.0,217.0,10931.978031619028,8402.513400528327,7771.09024482506,8812.156219530569,9019.3954006951,6602.084620405648,5095.004135725104,12409.475936893445,3.253166214769841
105,00011101111,286.0,123.0,109.0,255.0,167.0,96.0,108.0,73.0,3677.577863171378,4051.211818111872,5006.876936263126,4509.507173374798,3722.7705848506625,4980.862657406628,4807.150794723685,12409.475936893445,3.4657677496202326
106,00011100110,286.0,162.0,145.0,305.0,209.0,76.0,131.0,141.0,7103.26683160499,4913.969890487549,3963.777574541641,5998.885689351795,4903.1612580959945,5957.502394153025,6016.134826929642,12409.475936893445,3.394480272225441
107,10001111111,285.0,171.0,248.0,566.0,474.0,148.0,431.0,190.0,9571.778000035094,16167.336051909415,7718.9352767389855,10260.16311006376,5175.559105767995,11055.561819969222,13644.248363467226,12366.086160890321,3.2836402629886927
108,10010011101,284.0,176.0,242.0,536.0,378.0,107.0,178.0,120.0,6045.333473706375,6676.997255776974,5580.581585209942,10011.933357400927,5326.89124336355,10469.577977921383,10880.856289853611,12322.696384887198,3.424175746176527
109,10010100001,283.0,210.0,146.0,432.0,273.0,191.0,282.0,131.0,6599.489042129459,10578.164191736554,9961.598904440178,6040.257314795601,6355.949779013326,8438.167325488876,7858.396209338719,12279.306608884073,3.306995362578589
110,00100100100,283.0,333.0,189.0,394.0,213.0,73.0,165.0,147.0,7405.533505290309,6189.351388782026,3807.312670283419,7819.237208879236,10078.72036386399,7695.921125561614,6131.27616333021,12279.306608884073,3.387494393137422
111,11111100111,281.0,269.0,339.0,300.0,478.0,114.0,178.0,268.0,13501.244757944236,6676.997255776974,5945.666361812462,14024.981025450059,8141.6690026408805,5859.838420478386,13759.389699867794,12192.527056877825,3.306353094275997
112,10010101110,281.0,92.0,112.0,376.0,252.0,64.0,124.0,27.0,1360.2000315839343,4651.391346721038,3337.9179575087505,4633.622049706214,2784.5113317582195,7344.330820332911,7253.904193235741,12192.527056877825,3.576546692058197
113,10001100101,281.0,157.0,157.0,272.0,227.0,60.0,123.0,108.0,5440.800126335737,4613.880126182965,3129.298085164454,6495.345194677461,4751.82912050044,5312.920167900404,6534.270840732195,12192.527056877825,3.4439212817195064
114,10001101101,280.0,110.0,107.0,455.0,240.0,86.0,112.0,111.0,5591.933463178397,4201.256700264164,4485.327255402383,4426.763922487187,3329.307027102219,8887.421604392219,6908.480184034039,12149.137280874702,3.4598357474380155
115,00111100110,280.0,180.0,150.0,307.0,216.0,90.0,137.0,102.0,5138.533452650418,5139.037213715986,4693.947127746681,6205.743816570823,5447.956953439994,5996.567983622882,6217.632165630635,12149.137280874702,3.4240739603041694
116,00001100110,280.0,161.0,126.0,160.0,178.0,55.0,83.0,101.0,5088.155673702865,3113.4313046600496,2868.5232447340827,5212.824805919491,4872.894830576884,3125.2471575884724,5123.789469825246,12149.137280874702,3.465639199346614
117,10100100011,279.0,193.0,106.0,399.0,208.0,113.0,173.0,43.0,2166.2444947447843,6489.44115308661,5893.511393726388,4385.392297043381,5841.4205111884385,7793.585099236253,5987.3494928295,12105.747504871579,3.4695009192231465
118,10001000001,278.0,111.0,99.0,315.0,159.0,92.0,90.0,154.0,7758.177957923181,3376.00984842656,4798.257063918829,4095.790918936743,3359.57345462133,6152.830341502306,4576.868121922551,12062.357728868454,3.3775381948328085
119,10001111100,277.0,193.0,191.0,511.0,386.0,121.0,315.0,107.0,5390.422347388184,11816.034469492959,6310.751138414981,7901.980459766847,5841.4205111884385,9981.258109548184,11111.138962654746,12018.96795286533,3.368822345068592
120,10001000111,277.0,71.0,113.0,229.0,169.0,102.0,65.0,37.0,1863.9778210594654,2438.229334974738,5319.806744779571,4674.99367515002,2148.9163538568864,4473.009994298502,4864.721462923969,12018.96795286533,3.5418382378679913
