variant,repa,repb,repc,h1_mean,h1_sem
00000100111,7.834733012108789,8.383502418713642,7.893299495674722,8.037178308832384,0.12302628449719163
01010000100,8.241041437571312,8.868228596687594,8.629986566691404,8.57975220031677,0.12925011399987485
01001011110,9.15927172705686,9.396554223141498,9.233175530034616,9.263000493410992,0.04956963463543101
01011000001,8.23888227619204,8.819926756966758,8.339721216009124,8.46617674972264,0.12675200436598508
01010011110,9.215639216906276,9.439214497470212,9.322789112995103,9.325880942457196,0.0456502027685854
00000111110,8.72656028615333,8.959027595866203,8.697055316949344,8.794214399656292,0.058580682304588856
00000111100,8.65104190312827,8.91413729468459,8.70810801123433,8.75776240301573,0.0565006861786192
01011011110,9.308070461723213,9.355764684537329,9.31092342492901,9.324919523729852,0.010920949353519243
00011011100,8.582011037741054,8.911264597013863,8.56148238275371,8.684919339169541,0.08013477005474014
00001111111,8.93668280149517,9.149511230325762,8.926468314654471,9.004220782158468,0.05141022868691385
00010100101,7.0,7.0,7.0,7.0,0.0
11010100100,9.35379067013971,9.420408966368377,9.415824859869463,9.39667483212585,0.015190688046949726
01111100110,9.348639495912817,9.423590183764624,9.38151258932412,9.384580756333854,0.015337653226425402
01000011100,8.75278978015656,9.055474299560824,8.810083191211504,8.872782423642962,0.0656415453839617
01010101110,9.047658254383716,9.157559144525306,9.068295099242494,9.091170832717172,0.02384682298889398
10010100111,9.278065711813914,9.277996499681858,9.260561073452367,9.272207761649378,0.004117750337434204
01101011011,8.89361819540552,9.166146777666313,9.014041867623906,9.024602280231912,0.05575481858564343
01111111100,9.36879843892658,9.370955331783717,9.43259077582569,9.390781515511996,0.014788361035416442
01011100000,8.233049671706626,8.670593565411332,8.11147362717595,8.33837228809797,0.12005097283773734
01010101100,8.777504968051524,8.986255531619527,8.70043717786975,8.821399225846934,0.06037116065862294
01100010110,9.223668831887268,9.483826238318002,9.270805173183515,9.326100081129594,0.056588594498310996
00100111111,9.030608957882727,9.194340797463028,9.029310606517187,9.084753453954313,0.0387458832695804
01001011101,8.890235550949903,9.131472114649394,8.888703571978187,8.970137079192495,0.0570414059978973
10010111111,9.383954027016363,9.408078482773771,9.406493655836783,9.39950872187564,0.0055089218278010135
00000111111,8.9361719158884,9.192274262842336,8.895933782551676,9.008126653760803,0.06562206601878097
01000000101,8.01890082955744,8.628390877488169,8.221959249327806,8.289750318791139,0.1266992840389448
00101100010,7.0,7.0,7.0,7.0,0.0
00011011101,8.846083392368305,9.029489089599668,8.813957541840008,8.896510007935992,0.047470332293140835
01100111011,9.33927511378918,9.405580022143738,9.287396457691166,9.34408386454136,0.024183954010618493
00110111100,9.058800102533604,9.179042313388706,9.011373492464344,9.083071969462218,0.03528467802671037
01000111110,9.34099394652635,9.385196466550932,9.334831187678406,9.353673866918562,0.011215692985288283
01000100011,8.52537720839555,8.929444532899787,8.719961213715072,8.724927651670136,0.08249858565704232
01011011010,8.93343430736405,9.124318681426717,9.110323971902302,9.056025653564356,0.04343662355676099
01011111011,9.377774563484104,9.438844321760829,9.44216621360765,9.41959503295086,0.014801309014044613
01001111011,9.315894121111764,9.421753382253767,9.35562085654769,9.36442278663774,0.021831366090884357
01000101100,8.482842919773471,8.749840684538459,8.390536485607171,8.541073363306367,0.0761773864716884
10001111100,9.26652171657156,9.243135991235896,9.305362020837604,9.271673242881688,0.012831753306356334
01010101101,8.973675581859311,9.076877129956523,8.857895639135226,8.969482783650353,0.044723983122770754
01100000111,9.059175652869929,9.287550637502108,9.16224833876768,9.169658209713239,0.04669040415690246
01110111111,9.42627128483356,9.486464855289919,9.492927375443662,9.468554505189047,0.015007465277917565
00010111111,9.21160078824198,9.330785174049344,9.201730991014829,9.248038984435384,0.029324483928531757
10000111100,9.238507756368056,9.2301847477683,9.211465181212887,9.226719228449747,0.0056543874685385095
00101100011,7.0,7.0,7.0,7.0,0.0
01001100000,7.9481301952903785,8.60175434266976,7.9032902500268545,8.151058262662332,0.15960778624143854
01110111101,9.387558637682767,9.465279256023882,9.488571521550034,9.447136471752229,0.02159386927903882
01011100001,8.483422756862499,8.836621749353872,8.352872815205732,8.5576391071407,0.10217167563210142
00100011100,8.503109902842038,8.904225946752033,8.587665778097628,8.6650005425639,0.08632209017857834
01010100010,8.690683215580016,8.949384757798859,8.852226262730428,8.830764745369768,0.05334958533448399
01001011011,8.830444427552639,9.151538939941684,9.075667210846227,9.01921685944685,0.06851447912841072
00111111100,9.030394090498724,9.142228796052047,9.000916175294785,9.057846353948518,0.03043444943018001
01110000100,8.143159781214457,8.820813140246596,8.416284268431957,8.460085729964335,0.13918958580306007
01111011011,9.110998527657733,9.396019188158302,9.241455753897583,9.249491156571205,0.05824891987573765
01011111111,9.398663718807333,9.47556969280021,9.512339479231617,9.462190963613052,0.023681171926966497
01011000011,8.507800595974084,8.961661224470815,8.664745779413499,8.711402533286133,0.09410101579004562
01000011110,9.007340543563991,9.299198605715082,9.181946422103325,9.162828523794133,0.05995748860299265
11000100100,9.313669733960793,9.38127153057066,9.29879264186718,9.331244635466211,0.017945982106653945
00011100010,7.0,7.0,7.0,7.0,0.0
01010010100,9.073623006678744,9.327686920278472,9.201006570162779,9.200772165706665,0.051860645415525625
11000100111,9.366704519344944,9.40174919529619,9.398170508904524,9.388874741181885,0.007872322839087268
10010000111,9.384229545332957,9.388662052788245,9.36929496300513,9.380728853708776,0.004142506750195898
10000111101,9.273073856685302,9.297564312116867,9.33960510514585,9.30341442464934,0.013737234182516057
11110100110,9.424044986066793,9.4275780214344,9.44213136205379,9.431251456518327,0.0039136479800952985
01110100110,9.410591970655952,9.380698087761212,9.439458800069712,9.410249619495625,0.01199509087771812
00010100111,8.099700495019395,8.581219728601019,8.27414127219338,8.31835383193793,0.09952491807468183
01001011111,9.224424524059943,9.416222469420726,9.293121081969662,9.31125602515011,0.039672135654371256
01110100111,9.399150490990195,9.415298941987286,9.413165976674016,9.409205136550499,0.0035814175095067995
01001000011,8.409427166692279,8.802681136976657,8.33499378927474,8.515700697647892,0.10259419357874963
00100111110,8.92490101520509,8.966956330797839,8.83867937735321,8.91017890778538,0.026696752397426308
01100111111,9.331858275916797,9.421999317672773,9.413464007778696,9.38910720045609,0.020315398098593822
00010100011,7.0,7.0,7.0,7.0,0.0
01011010111,9.490663424782674,9.577470573019754,9.473270268692273,9.513801422164901,0.02278870717274182
01111100101,9.090714101366263,9.228389718168398,9.128610570923644,9.149238130152769,0.029033790702315883
00001011000,8.628207476532634,8.88190075061403,8.550830062662302,8.686979429936322,0.07070190589766252
00001100001,7.0,7.0,7.0,7.0,0.0
01011011000,8.56721933528122,8.943434540013572,8.750379654598305,8.7536778432977,0.076803459779355
10011110010,9.222714553490468,9.246645810272256,9.233604771739314,9.234321711834014,0.004891519278532113
01011100101,9.224431824559817,9.322279916371484,9.295480652929916,9.280730797953739,0.020642718385909427
01111110000,9.413331276325014,9.416315065957116,9.469547051149,9.433064464477043,0.012912914064673039
01010001111,8.510407609438483,8.754698802664599,8.609756687779518,8.624954366627533,0.05015438474307025
01010000110,9.325260323458016,9.44541423989444,9.36203513945967,9.377569900937376,0.025133767191369224
01000010111,9.21562230289916,9.401063579025204,9.298311496197613,9.304999126040657,0.03792681553004879
00101100001,7.0,7.0,7.0,7.0,0.0
00011110011,8.389298640261352,8.720396603687375,8.150161809386894,8.419952351111874,0.1169021440132789
01001111101,9.358264967609363,9.382725440956765,9.426937068785003,9.389309159117042,0.014209582321915805
01010010101,9.231935302473092,9.3990277365526,9.306619649070665,9.312527562698786,0.03417149875805794
00011111101,9.128463959823693,9.243459245262935,9.083196674850315,9.151706626645648,0.033729781696008355
01001011010,8.695475754733764,9.011344426040651,8.816113238139437,8.840977806304616,0.06507295833757842
11010100001,9.468338689935518,9.514944562933689,9.441584719849695,9.4749559909063,0.015156176675041799
01001011100,8.741144404538916,9.014866480049438,8.835732309293396,8.863914397960585,0.056754759340342006
10001100011,8.343769130294195,8.572795338558869,8.266603511299548,8.394389326717537,0.06501302687994379
01010111110,9.359180389193712,9.424049394147929,9.401281943900976,9.394837242414205,0.01343594422855923
01001100110,9.291360203947614,9.322764964886536,9.337530490004157,9.317218552946102,0.009626316729808206
11010100101,9.399893374917172,9.44178582070708,9.46216345746826,9.434614217697503,0.01296125452084688
01011000010,8.437409595710957,8.818582617757112,8.793343557800872,8.683111923756314,0.08702152802807844
01010000101,8.322413371721014,8.835361681935273,8.49398183944559,8.55058563103396,0.1066004879245796
10000100111,9.122582659358546,9.178973707929954,9.13814153602172,9.146565967770073,0.011889882796294458
01011100110,9.360700137263894,9.433474208763984,9.46754771037917,9.42057401880235,0.02228195138799103
01011011011,9.160698231614814,9.425709158628427,9.270377585661887,9.285594991968376,0.05436201944706153
01101100000,8.109887971620784,8.598028779654861,7.895719622434592,8.201212124570079,0.14694931879324408
01110101101,8.895082175769543,9.075069136722458,8.96419518961949,8.97811550070383,0.03706786079561859
00000011111,8.375652681817952,8.745033676955677,8.346373280098632,8.489019879624086,0.09071164860825535
10111111000,9.263922149269495,9.249013230042204,9.268697010752367,9.260544130021357,0.004191679581664461
01010101010,8.479654998156459,8.760434878402572,8.523220279427509,8.587770051995514,0.06169054511793958
10001111111,9.275494626225584,9.335196570379876,9.339117701317226,9.316602965974228,0.014556015449660311
00110100111,8.037498847217622,8.491792646299066,8.12580705977969,8.218366184432126,0.09833709679658179
00100111101,8.927636581873717,9.117063262770436,8.878709459559419,8.974469768067857,0.05139413775440154
01100011100,8.769915269015218,9.071541835435491,8.852804012792326,8.898087039081013,0.06361677025362783
01100100101,8.669280645126182,8.891127213504882,8.676074840385724,8.745494233005596,0.051507708208149615
01011000101,8.367058714765264,8.847783066485851,8.409345404680087,8.541395728643735,0.10866764439371458
01000110011,9.384389069869997,9.496292320092822,9.360946203329185,9.413875864430667,0.029528929659026613
00100100100,7.0,7.0,7.0,7.0,0.0
00011111100,8.960755031974108,9.092108914905156,8.956030921963407,9.00296495628089,0.031531897403665916
01101111110,9.30477771748132,9.367949031485466,9.39472896239532,9.355818570454035,0.018855448721880864
01001000010,8.313798189712088,8.703649655891791,8.570417155254292,8.529288333619391,0.08089574195368453
01000100001,8.304652338943963,8.934544116744114,8.039350207058202,8.426182220915427,0.1877143965992332
00101011100,8.664685950950254,8.961556349446754,8.580223171822798,8.735488490739936,0.08176541426513818
01111011100,9.158645175108926,9.199078290879335,9.03248986610964,9.1300711106993,0.035473660849697296
00111011100,8.83972729053527,8.947773840470031,8.861798307236079,8.883099812747126,0.023305327863599106
00000011101,8.426990140995724,8.880041469070077,8.324320205436688,8.543783938500829,0.12071807657052339
01001101000,8.129298068572322,8.514126464997501,7.8652717771950496,8.169565436921623,0.13320985773466493
01000111001,9.391294493843011,9.458416228173217,9.416916023203939,9.422208915073389,0.013828369590145401
11011111101,9.527071645137383,9.493184318462642,9.544185483456298,9.521480482352109,0.01059658383352942
01000001011,7.590875171191318,7.817223852194068,,7.704049511692693,0.06534123595382721
01111000010,8.324268713775895,8.889732375401776,8.571436934014514,8.595146007730728,0.11572876211728711
00010100110,8.035881201492398,8.682670152355227,8.056735928593355,8.258429094146992,0.1500522611808107
01000000100,8.095309763524439,8.635075215623957,8.304271048803272,8.344885342650556,0.11111092540683863
00101011101,8.729203148204997,8.856518783499588,8.51381419869642,8.699845376800335,0.07072012581020153
10001111101,9.287112906090425,9.280106006639901,9.348042527314568,9.30508714668163,0.01525422184166194
01010111011,9.412867334968725,9.498598286095996,9.520194760232648,9.477220127099123,0.023175286100418288
01101000010,8.308373624251281,8.738382505967643,8.488098296129971,8.511618142116298,0.08816820756859611
00011100110,8.164153262185858,8.428606707286342,8.348634446297769,8.31379813858999,0.05536858677296483
01010110010,9.392430932886779,9.454433260463595,9.409256908737477,9.418707034029284,0.013089759402288856
01101000011,8.253531655225617,8.696632986488924,8.438934161285102,8.463032934333214,0.0908480971995259
01010001110,8.412674368364456,8.6329363365925,8.564412959488676,8.536674554815212,0.04601792763386655
01011101000,8.204125211397644,8.694195239952325,8.249742326539279,8.382687592629749,0.1105275162224292
10001100001,8.11861823770978,8.520662764706179,7.903676984250432,8.180985995555464,0.12785745072486657
10001011011,9.449085639922579,9.38750800622074,9.455004445230184,9.430532697124502,0.015259429241130827
11001011101,9.519128795930056,9.561160307975676,9.57377210428891,9.55135373606488,0.011680463936144185
00010111100,8.923786464143278,9.062561181869574,8.930253363400839,8.97220033647123,0.03197464355373227
00010010111,8.643870220608129,9.023748680838256,8.712957939294624,8.793525613580336,0.08260879063550042
01010111001,9.431519758303873,9.514321273189823,9.499921087778064,9.48192070642392,0.018060237233228898
00010111110,8.907429894954149,9.130922615332242,8.8783690925883,8.972240534291563,0.05641532695270999
10010111101,9.389629040196233,9.405079787205382,9.401088643618749,9.398599157006787,0.0032743842545464984
01110011110,9.228014612454352,9.417724242335057,9.270814617950345,9.305517824246584,0.04062156716326524
01011010110,9.400222832860774,9.532917122386298,9.402127573756117,9.445089176334397,0.03105430214490267
00011101000,7.0,7.0,7.0,7.0,0.0
00010111101,9.129376705374623,9.303302377251184,9.06512408837868,9.165934390334828,0.0503066804208542
00000100101,7.0,7.0,7.0,7.0,0.0
11010111101,9.51802418926416,9.509122497553454,9.552038935368762,9.52639520739546,0.009246716688503392
01101011100,8.918206086681716,9.068949488446146,9.022614025323485,9.003256533483782,0.03152228751645732
01000110010,9.303467052376936,9.451598698365974,9.334504441850523,9.363190064197811,0.03189277565255127
00000000111,8.372113572107889,8.691697072972381,8.565407490190157,8.543072711756809,0.06571090124166534
00111100100,7.0,7.0,7.0,7.0,0.0
00001011101,8.547624097049658,8.806139835585203,8.447190898412451,8.600318277015772,0.07560157882620333
01111111101,9.407056087885042,9.430152320872065,9.459790831113997,9.432333079957035,0.010792011462929114
01011110001,9.452740916858527,9.518635380768623,9.406056602718886,9.459144300115346,0.02309129635686462
01000111011,9.296611820847538,9.42019983689152,9.349677391239256,9.355496349659438,0.02531104711136931
00110111111,9.206027864733704,9.394733269958456,9.13694611434786,9.245902416346674,0.054476354655333445
00001111100,8.721645410034384,8.899099251120026,8.706325235465428,8.775689965539947,0.04374369623680097
01110100011,8.967482144891248,9.200644507501414,8.982561632830066,9.050229428407576,0.053268767824477245
10010111100,9.326083708294053,9.304459305385617,9.31554674602419,9.31536325323462,0.004414539471818607
01101110011,9.349165093547427,9.383882595544225,9.356216940907952,9.363088209999868,0.007491517318769776
11000111001,9.408912222225213,9.412859404206849,9.457931545843653,9.426567724091905,0.011118018765016944
01111100100,8.953703252039784,9.119270885217096,9.265529054754882,9.112834397337254,0.06369184156533109
10010100101,9.134330175902369,9.195149907231276,9.12222975018606,9.150569944439901,0.01595376072429954
01011011001,9.046452483675369,9.31786931729138,9.186315330159688,9.183545710375478,0.05541138193525362
01000001101,7.527159604493483,7.860893978298036,7.0,7.462684527597173,0.17720157407269446
01000000110,9.112610162169377,9.304202661744547,9.194993989723166,9.203935604545697,0.039236220150288235
00101100110,8.104538537352267,8.528913293293899,8.242604463331388,8.292018764659185,0.08836931335020048
10000100010,8.05989887619635,8.332393831158226,8.160516445867469,8.184269717740682,0.05625320518783927
01111101111,9.203109714185091,9.297246727351084,9.258906778401855,9.253087739979344,0.019325459106558404
01101100011,8.510461323899378,8.783857888739076,8.616708201200874,8.637009137946443,0.056266503417660436
01100100000,7.934889659274286,8.703573615291486,7.6969472144878255,8.111803496351198,0.21478596206871087
11100111100,9.407957156308624,9.412700068943339,9.446241658247926,9.422299627833297,0.008519970856233591
01011000100,8.279235396289323,8.815741363120962,8.538280899335998,8.544419219582094,0.10953532333077962
01110111010,9.386516165018984,9.414918720890382,9.365398232165537,9.388944372691634,0.010144718209188225
01001100101,8.760250198947919,8.930681983858062,8.794335074876484,8.828422419227488,0.03681758775954832
00010101100,7.0,7.0,7.0,7.0,0.0
00001100111,7.986427577921632,8.79961855823365,8.134798850312992,8.306948328822758,0.17679860238351883
00011100001,7.0,7.0,7.0,7.0,0.0
01000001110,8.132540915255642,8.226295853942664,,8.179418384599153,0.02706471954440451
00101110011,8.223456015875321,8.783034170074776,7.832779610235883,8.27975659872866,0.19498856754772043
01011001011,8.274253657264111,8.698420688015167,8.335597284371156,8.436090543216812,0.09358916318953699
10001100111,9.115054992924842,9.130435954176088,9.110378237724033,9.11862306160832,0.004284202238365075
01111100011,8.80030385976598,9.078690747538207,9.049870311009762,8.97628830610465,0.06249739781952065
01011101011,8.911812388876754,9.08263958074978,8.957011840969342,8.983821270198625,0.036135258618385895
11110111111,9.498329553232116,9.519476462767207,9.542925452086768,9.520243822695363,0.00910714169949513
01011010100,9.087181486716835,9.343984169519617,9.311859512760833,9.247675056332428,0.05712068774232018
01011101010,8.445711776961138,8.74590668441733,8.616769881015381,8.602796114131282,0.06147586957004101
10001100010,8.127183939883043,8.404635518111334,8.218246709674595,8.250022055889657,0.05773805653647874
01000001010,7.256960460941363,7.5077244240614815,7.0,7.254894961667614,0.10364138685275795
01101100110,9.347695095318224,9.343250541881318,9.420931204434767,9.370625613878103,0.01780883603137513
01110011100,8.981938977574677,9.23906906230504,9.192061598697515,9.137689879525745,0.05589600910415612
01010100000,8.225383122455101,8.822750493761827,8.457554065324766,8.501895893847232,0.12294076649143804
11010100110,9.384695262699346,9.431403810259873,9.436983793703764,9.417694288887661,0.011722384931128956
00001111101,8.848119589972976,8.992506273469079,8.677909876481761,8.83951191330794,0.06428879156137023
00111110000,8.148968357474788,8.469633504536272,7.754286358993842,8.124296073668301,0.14627994043961082
01111111111,9.398385849045964,9.421406921571752,9.441066719421151,9.420286496679623,0.008721197241492252
01010111010,9.350231892048157,9.431346007459119,9.387625419964273,9.38973443982385,0.01657413096415507
01010010110,9.364943827870448,9.56704106759285,9.350042594794774,9.427342496752692,0.049484475188152355
00110100110,8.041581352922629,8.530750946412782,8.095644563363429,8.222658954232946,0.10948456087107782
10010100100,9.056616684822428,9.085047294601052,8.969820440506597,9.037161473310027,0.024505733741890096
01111010111,9.419675793479453,9.551490379102967,9.393745356341752,9.454970509641392,0.03453298132027291
10000100101,8.916705072221722,9.026098741662148,8.915603636347885,8.952802483410585,0.02591511590914291
01011001100,7.884217870576613,8.078552566794917,,7.981385218685765,0.05609959458726096
00011100011,7.0,7.0,7.0,7.0,0.0
01001100001,8.188371869850386,8.863157332460322,8.147449973035227,8.399659725115312,0.164083908626374
00010111000,8.617604583863237,8.883727040068601,8.579808704299296,8.693713442743713,0.0676215048440731
01111010110,9.482210492977446,9.509681118319083,9.481476342819919,9.49112265137215,0.006563120011076725
10011111100,9.322841180206089,9.328778604672744,9.348879465725599,9.333499750201478,0.005570981205115346
00011100111,8.113636250923092,8.525413486946903,8.364789826457432,8.334613188109143,0.08472808974729588
01111011000,8.825044007288284,9.059787320984595,8.824949803935159,8.90326037740268,0.05534063496336454
01010000000,7.3248914859241925,7.967268432480911,7.619959187424304,7.637373035276469,0.13126910460300445
01000011101,8.868570650166477,9.127269928800462,8.988209781989626,8.994683453652188,0.05285634700145934
00000100010,7.0,7.0,7.0,7.0,0.0
00011100000,7.0,7.0,7.0,7.0,0.0
00010011100,8.669966710572474,8.833721617272413,8.583672725851784,8.69578701789889,0.05185095342741919
01110011101,9.273761635615564,9.493937863685304,9.254137225340589,9.340612241547152,0.0543565990668697
01011101101,9.085033946053084,9.194308025621442,8.986626664237063,9.08865621197053,0.042412120072764986
10100100111,9.164231736125547,9.163063876538306,9.154410446836863,9.16056868650024,0.0021902781717382624
01011000111,9.347221219964453,9.416919766535427,9.424299871325665,9.396146952608516,0.017363332882578585
00100101100,7.0,7.0,7.0,7.0,0.0
00100100101,7.0,7.0,7.0,7.0,0.0
10110100110,9.214144526862944,9.169686366282805,9.166825226905116,9.183552040016956,0.01083183362594661
10010111110,9.34915121493176,9.327896287686409,9.36160662133442,9.34621804131753,0.006958798737970497
00101100111,8.043443676212819,8.549369501232206,8.268183802922689,8.286998993455905,0.10348570243556018
00010100000,7.0,7.0,7.0,7.0,0.0
00110101101,7.0,7.0,7.0,7.0,0.0
01100101100,8.433817433708006,8.845827704133681,8.681612144576285,8.653752427472657,0.08467608734847569
01100101101,8.507832869326313,8.776354508251664,8.877508714107922,8.7205653638953,0.07799506290439218
01100100110,9.299061304936588,9.318394321344575,9.321055628097346,9.312837084792838,0.004900675487351237
00001100100,7.0,7.0,7.0,7.0,0.0
00001011100,8.418128542057827,8.793167697202595,8.383139114934442,8.531478451398288,0.0927963819605644
00010111010,8.297651226090652,8.60996767722163,8.22516978347808,8.377596228930122,0.08347729967544061
01001110000,9.28184722195651,9.417632831971178,9.291562606264618,9.330347553397436,0.030923661557765804
11010111100,9.482515519502577,9.469993020783493,9.478354324650457,9.476954288312175,0.002603629513254811
00111100110,8.172779186565599,8.624872976820889,8.394611650458714,8.397421271281734,0.09228860463578864
00101100000,7.0,7.0,7.0,7.0,0.0
11110100111,9.405913270301667,9.457074744486977,9.480014749720011,9.447667588169551,0.015487243436035612
11001111100,9.422668665329939,9.396339727598152,9.449923037159683,9.422977143362592,0.010938191006089665
10100111101,9.264493585252724,9.296881770131144,9.328301463147918,9.296558939510595,0.013025228629337995
00110101100,7.0,7.0,7.0,7.0,0.0
11101111101,9.460421193087232,9.43908781605292,9.493148701339962,9.464219236826706,0.011116531845933194
10110111111,9.34478584155986,9.410861181766963,9.386531019075976,9.380726014134266,0.01364283210854121
