variant,repa,repb,repc,h1_mean,h1_sem,repx,repy,repz,h9_mean,h9_sem,som_mut
01101100111,9.3205128455935,9.373096946727717,9.354186599847136,9.349265464056119,0.01087378427019637,9.732881656356733,9.772468391649722,9.815886536053421,9.773745528019958,0.016949315725354713,7
10000100100,8.776554611734056,8.840277263200269,8.691169749104644,8.769333874679658,0.03054332161769268,9.010794251322194,9.151841550350266,9.157910295294274,9.10684869898891,0.03398296167129799,3
01001011001,8.772680993311223,9.111350347701196,8.751486957352949,8.878506099455121,0.08243647023214239,8.253710311056272,8.968838163596748,8.782557449964441,8.668368641539153,0.15145476461470742,5
01011011111,9.449460238272806,9.528558067439313,9.484891449270858,9.487636584994325,0.016174921289446174,8.770090594101157,9.187740287975476,9.277002337883763,9.0782777399868,0.11047353835143106,8
01001111110,9.32406359422615,9.334200559564481,9.353551027431944,9.337271727074192,0.006116252006894871,9.73722355411644,9.688505469665616,9.687908334031132,9.704545785937729,0.01155397869853833,7
01110111110,9.404847584780283,9.411189822903921,9.437457326571707,9.417831578085304,0.007058487784727656,9.524005069626648,9.51378260760182,9.528553888616383,9.522113855281617,0.003088424746180794,8
00010011101,8.86396279463679,9.050540120598056,8.776975957875361,8.897159624370069,0.057061165880420914,6.7561340567282535,6.907251357027572,6.661661632785782,6.775015682180535,0.05057332135635666,5
01000101101,8.546912312115966,8.764470937921494,8.512219072003264,8.60786744068024,0.05581874944634461,9.051050844824816,9.171063349626207,9.215949299620712,9.146021164690579,0.03480471320640643,5
00000100111,7.834733287322796,8.383500713066296,7.893299982922249,8.037177994437114,0.12302579914892543,8.495620316689488,9.128562708771367,9.209425080833238,8.944536035431364,0.15957165198535941,4
01010000100,8.241041380964736,8.868229968579369,8.629986519262657,8.579752622935587,0.12925037998890535,7.916812164793282,8.893215222479991,8.404871134057577,8.40496617377695,0.19930744238462342,3
01001011110,9.159272401146216,9.396554456908088,9.233175461347496,9.263000773133934,0.049569573016138437,8.496923404580329,9.204524314682162,9.272459624903608,8.991302448055366,0.17533861552445246,6
01011000001,8.238882116810384,8.819926841713444,8.339721442949532,8.46617680049112,0.12675202902560476,7.540720070950596,8.258369135945303,7.999282897426388,7.932790701440763,0.14836382882247473,4
01010011110,9.215640156891162,9.439214540555595,9.322786951711047,9.325880549719267,0.04565003471924584,8.083577498109905,8.835328514407001,8.547345821754806,8.488750611423905,0.15484263335788212,6
00000111110,8.726560835393016,8.95902760277619,8.697053283237079,8.794213907135427,0.058580912152385686,9.051942535466617,9.11143969559726,9.330572599660712,9.16465161024153,0.05990591103734137,5
00000111100,8.651041897115235,8.914137631793864,8.708109193885129,8.757762907598076,0.05650067826383052,9.37572894007673,9.378509187110817,9.4685883412002,9.407608822795916,0.021566983609236434,4
01011011110,9.308070351085156,9.355764643122736,9.310923220238848,9.32491940481558,0.010920975691079901,8.437895075264036,9.18925264236822,9.141141084511332,8.922762934047862,0.1717077511651042,7
00011011100,8.58201103326115,8.911264529795906,8.561482612665884,8.684919391907647,0.0801347251999982,6.890387748441372,7.074752366158703,6.674629863603699,6.8799233260679244,0.08175841685970026,5
00001111111,8.93668287182296,9.149511658932708,8.926468159297789,9.004220896684487,0.05141034150829167,9.256115993470248,9.304475345904109,9.374955152387805,9.311848830587387,0.024397618156762214,7
00010100101,6.584121293296641,6.586097874936974,6.897520272520998,6.689246480251538,0.07363701076731269,7.27430738742684,7.306193959392581,6.991708794656439,7.190736713825287,0.07066738147174946,4
11010100100,9.35379175450671,9.420408941719328,9.415824472250867,9.39667505615897,0.01519038901479992,9.934442053843098,9.827519313401435,9.813905074116883,9.858622147120471,0.02695004814279868,5
01111100110,9.34863952022927,9.423590239152174,9.381512574778526,9.384580778053325,0.015337660459723918,9.720241718322658,9.66194752390366,9.775856630969841,9.71934862439872,0.023253742998785593,7
01000011100,8.752789784319653,9.05547432198616,8.81008341400736,8.872782506771058,0.0656415322168315,7.6658456282361245,8.614565554752419,8.043186903236505,8.107866028741682,0.19500210114225125,4
01010101110,9.047658433743562,9.157559241156324,9.068295527575103,9.091171067491663,0.023846783893395576,9.057935966138553,9.132041819785364,9.268882521639004,9.152953435854306,0.04368940391051615,6
10010100111,9.278065708315802,9.277996511082817,9.260561063099631,9.27220776083275,0.004117753698503577,9.23380404812402,9.321151623352387,9.314586571759923,9.28984741441211,0.01985958691362405,6
01101011011,8.893618209920259,9.16614672445544,9.014042226584758,9.02460238698682,0.055754798821082294,8.011366229195668,8.921605209250222,8.475285928159094,8.469419122201662,0.18581333140269007,7
01111111100,9.368798826984234,9.370955325786547,9.432590426600779,9.390781526457186,0.014788231357985078,9.621556998716546,9.656979762155107,9.717869159409018,9.665468640093557,0.01988740749320016,8
01011100000,8.23304965026012,8.670593173846216,8.111473600959394,8.338372141688575,0.12005088823550922,8.509165039168467,9.073487103281234,9.347098442245978,8.976583528231894,0.17443997255086152,4
01010101100,8.777505025331802,8.986255549494949,8.700437590679309,8.821399388502021,0.060371092328991856,8.829589729171056,9.147817219522992,9.252159792760065,9.07652224715137,0.08986433708142814,5
01100010110,9.223669243454015,9.483826239086364,9.270805174562339,9.32610021903424,0.056588532482995925,9.277948919001748,9.354726591787829,9.426582687765784,9.353086066185119,0.030345284634904074,5
00100111111,9.030609018680732,9.194340533540077,9.029309936209717,9.084753162810175,0.038745893914573386,9.290816117809435,9.319310275551134,9.374592943645096,9.328239779001889,0.01738984934131818,7
01001011101,8.890235609092626,9.13147197534638,8.888703945745455,8.970137176728153,0.05704132191087465,8.543093493191021,9.201401138418936,9.170618400598434,8.971704344069463,0.1516670368246334,6
10010111111,9.383954523142854,9.408078587707914,9.406493438365448,9.399508849738739,0.005508795716821988,10.041337670610073,9.98514731499348,9.979969194684298,10.002151393429283,0.013894702059606098,8
00000111111,8.93617247327406,9.192274015131996,8.895934449958196,9.008126979454751,0.06562186207307942,9.262279900815141,9.342512573624623,9.41154930289932,9.33878059244636,0.030498044642999364,6
01000000101,8.018900955782172,8.628390146599727,8.2219593899372,8.289750164106367,0.1266990924906336,8.036847776256362,9.052986923185587,8.670801212157093,8.586878637199682,0.20953000597413457,3
00101100010,6.4264669548026685,6.2412585029526815,6.617016720692952,6.4282473928161,0.07670390800504223,7.4060930285367155,7.623398087614796,7.319548237159483,7.449679784436999,0.06390883725127813,4
00011011101,8.846083158371416,9.02948933993526,8.813956344243019,8.89650961418323,0.04747058500152785,7.004606115066303,7.08599650515535,6.7005805400828855,6.930394386768179,0.08293260516420417,6
01100111011,9.33927522568542,9.405579963052388,9.287396434175779,9.344083874304529,0.024183944228173992,9.446824272165738,9.438414000426887,9.498663308498124,9.461300527030248,0.013320824842719094,7
00110111100,9.058800220431484,9.179042447058237,9.011373134663604,9.083071934051109,0.03528476215319918,9.383343410258595,9.368368570289924,9.479901859520004,9.410537946689509,0.024713612174903775,6
01000111110,9.340993971451146,9.3851964773658,9.334830978593077,9.353673809136675,0.011215722442586415,9.629527778608416,9.602998562867922,9.633903426891164,9.6221432561225,0.0068273473903670365,6
01000100011,8.525377266091787,8.929444631305154,8.719962242935917,8.724928046777618,0.08249858919345605,9.239105205298284,9.307640268196588,9.3858687285193,9.31087140067139,0.0299797517775575,4
01011011010,8.933434338462666,9.124318809031221,9.110322719783314,9.056025289092402,0.043436502527224204,7.544000723046429,8.349863151765991,7.535957610663693,7.809940495158705,0.19089854602755307,6
01011111011,9.377774771396377,9.43884432593998,9.442165915529172,9.41959500428851,0.014801222633698966,9.305709023907193,9.403585652066557,9.447315431086137,9.385536702353297,0.029601286790290362,8
01001111011,9.315894265326287,9.421753342558505,9.355620835620707,9.364422814501834,0.02183133139275599,9.435687873786165,9.432686554330198,9.487502636087026,9.451959021401128,0.012581490295428597,7
01000101100,8.482842930618256,8.749839375244946,8.390537940772942,8.541073415545382,0.07617684713278045,8.943614346135266,9.165371210736696,9.24303373653067,9.117339764467545,0.06343403096816222,4
10001111100,9.266522198062711,9.243136014491316,9.30536199824444,9.27167340359949,0.012831727945296278,9.9298810483796,9.949601483076307,9.849004804401726,9.909495778619211,0.0217623235489385,6
01010101101,8.973676274857652,9.076876992720354,8.857896099592617,8.969483122390209,0.04472386533769713,8.981522190733251,9.209017964454356,9.288471935535195,9.1596706969076,0.06503960468981304,6
01100000111,9.059175720305907,9.287550578271984,9.16224811812657,9.169658138901488,0.0466903813143386,9.054419641587774,9.223987469568003,9.222314156165988,9.166907089107255,0.03977178518648889,5
01110111111,9.426271642986725,9.486464732785057,9.492926984230259,9.468554453334013,0.015007316057975631,9.684999489984431,9.63090940459507,9.704222681049176,9.673377191876225,0.015518899693041285,9
00010111111,9.211600766928527,9.330785249268141,9.201730377614043,9.248038797936902,0.029324584544483914,9.039785922614136,9.307148889525642,9.329602616930918,9.225512476356899,0.0658240166940989,7
10000111100,9.238508831292355,9.2301846568068,9.21146517710197,9.226719555067042,0.005654570504503876,9.921083291935824,9.848556134936024,9.827226966921529,9.865622131264459,0.02008601756325729,5
00101100011,6.311057229545009,6.193818397484589,6.624756248632128,6.376543958553909,0.09096083556960881,8.171755384734903,9.009119021750905,8.64751256193341,8.609462322806406,0.17145472224097705,5
01001100000,7.948130198523773,8.60175434090027,7.903291084424274,8.151058541282772,0.15960767754243965,8.56166354726137,9.106749674540854,9.330898677001944,8.999770632934723,0.16151060734720296,3
01110111101,9.38755932267357,9.465279265648682,9.488571112963832,9.447136567095361,0.021593647127139563,9.640758511634687,9.752812473762344,9.752279379924039,9.715283455107022,0.026348771150746,8
01011100001,8.483422781307416,8.836623821037254,8.352874154975582,8.557640252440082,0.10217192179499128,8.902248806096647,9.165613888720419,9.315559460888801,9.127807385235288,0.08541899000467058,5
00100011100,8.503109912949864,8.904225604394945,8.587666119073981,8.66500054547293,0.08632198407774161,6.685426947082051,6.7483579615828475,6.452728715148619,6.628837874604506,0.0635752902467081,4
01010100010,8.690683226494912,8.94938469686963,8.852226778792724,8.830764900719089,0.05334958895709523,9.00442116583839,9.127738035384754,9.306234420212943,9.146131207145364,0.06194963236990872,4
01001011011,8.830444466340898,9.15153895181984,9.075668012581236,9.019217143580658,0.0685145271815119,8.045303852874719,9.03770569533683,8.672516170183375,8.585175239464975,0.2049132673696426,6
00111111100,9.030394308247887,9.142228907256873,9.00091570869993,9.05784630806823,0.03043453149028974,9.355792303625533,9.387005257003684,9.404461280538076,9.382419613722432,0.010065936135100975,7
01110000100,8.14315976808525,8.820815854269464,8.416283239865537,8.460086287406751,0.13919020141282104,7.647991002749434,8.798053276687364,8.033302440429296,8.159782239955364,0.2389765202029747,4
01111011011,9.110998203184096,9.396019118408127,9.241455753514202,9.249491025035475,0.05824896954754007,7.685241914622845,8.496909549082886,7.805061830045725,7.995737764583818,0.17887102952335587,8
01011111111,9.39866375316498,9.47556971301517,9.512339139878732,9.462190868686294,0.02368110531208537,9.700751052922673,9.740075024509366,9.764648112115555,9.735158063182531,0.013158273220626081,9
01011000011,8.507800583880444,8.961661384465026,8.664747444452463,8.71140313759931,0.0941009846336009,8.875614671871508,9.111124529191237,9.265357617685382,9.084032272916042,0.08013050159529307,5
01000011110,9.007340333966033,9.299198447790005,9.181945685424633,9.16282815572689,0.05995748439176118,8.39378617429116,9.207115686203935,8.799818327513776,8.800240062669623,0.16602025836850673,5
11000100100,9.313670130090523,9.381271539697996,9.298792293268196,9.331244654352238,0.017946004430773935,9.90836989202508,9.904524604575963,9.868284343817617,9.893726280139553,0.009029264013460886,4
00011100010,6.494983353172557,6.361948497309874,6.3846482873641826,6.413860045948872,0.029053293985102712,7.034812261136707,6.890938816795063,6.7026217037091635,6.876124260546978,0.06801010331637784,4
01010010100,9.073623195258687,9.327686702095372,9.201006564225027,9.200772153859695,0.05186056238881189,7.934228073785531,8.779816703190921,8.303159357275907,8.339068044750787,0.17307132822531485,4
11000100111,9.366704880591627,9.401749201842604,9.39817011112411,9.388874731186114,0.007872199810400264,10.086385091393284,9.981207407064854,10.044237564081742,10.037276687513293,0.021609900015670244,6
10010000111,9.384229759037918,9.388661914832422,9.369294968360727,9.380728880743689,0.004142498552255491,8.365708179795428,9.09447290330681,9.066085583529922,8.842088888877386,0.16852566321389614,5
10000111101,9.273074126593167,9.297564322745986,9.339604919991247,9.303414456443468,0.013737143478863541,10.008953565279262,9.983877896174096,9.946115678821183,9.97964904675818,0.012913574054500832,6
11110100110,9.4240453394289,9.427577991034584,9.442132800156372,9.431252043539951,0.0039139292969919475,10.05457801134166,10.009246066769304,9.976138386207152,10.013320821439372,0.01607610243511796,7
01110100110,9.410592000714995,9.380698247373596,9.439458814630118,9.410249687572904,0.011995061134987335,9.640852061807944,9.576269115932787,9.66344049963919,9.626853892459973,0.01846922707795813,6
00010100111,8.09970042599116,8.581222357956335,8.27414132926535,8.31835470440428,0.0995255073224538,8.293739317096868,9.225636085361037,9.23578033018347,8.918385244213791,0.22085539278133065,5
01001011111,9.2244245313613,9.416222625668267,9.293121105149494,9.311256087393021,0.03967216789025555,8.622965918009635,9.148040693808774,9.308920054289267,9.02664222203589,0.146450481381579,7
01110100111,9.399150515697588,9.415298924054133,9.413166169693328,9.409205203148348,0.003581426975621525,9.557583945173581,9.63211581394248,9.671256398725976,9.620318719280679,0.02357518206363056,7
01001000011,8.409427176488565,8.802679353028017,8.33499351956625,8.515700016360944,0.10259381647717376,8.606233530631878,9.118741118290382,9.047285159089322,8.924086602670528,0.11332065130978339,4
00100111110,8.924900980046328,8.966956915490812,8.83867962696599,8.910179174167709,0.026696798697178167,9.1366916143216,9.222696992338754,9.317147043443034,9.225511883367796,0.03684875208985879,6
01100111111,9.331858401171312,9.421999282142671,9.413463751144727,9.389107144819569,0.020315338250249153,9.736227723385142,9.80652818250934,9.794068976543453,9.77894162747931,0.015314296999588053,8
00010100011,6.616243995385282,6.425120201052866,6.8515081516583916,6.630957449365513,0.08719139426324939,7.322912304267168,7.248836234804536,7.012612758467059,7.194787099179588,0.06615944607196013,4
01011010111,9.490663018028984,9.577470573092702,9.4732698503466,9.513801147156096,0.022788803609922314,9.225657200946324,9.291119570996369,9.305275784566717,9.274017518836471,0.0173404145254628,7
01111100101,9.090714170960467,9.228389589008984,9.128610243935356,9.149238001301603,0.029033769029008845,9.247119883354896,9.236377604502664,9.291415564191995,9.258304350683185,0.011910174108399074,7
00001011000,8.628207486678383,8.881901391365215,8.550825450366768,8.68697810947012,0.07070279255976919,6.769113308670162,6.707421551536437,6.48201360863968,6.652849489615426,0.0616983817941918,3
00001100001,6.407161173946153,6.334976704709858,6.60455194081875,6.448896606491587,0.05697087959081535,7.610874721344747,8.230899167057977,7.7605755850281595,7.867449824476961,0.13208214338926827,3
01011011000,8.567219505569973,8.943434606296163,8.750375351766342,8.753676487877494,0.07680345438012823,7.488792712318901,8.085660477618912,7.413672943302799,7.662708711080204,0.15032015419204367,5
10011110010,9.222714687003776,9.246645818528084,9.233604779578977,9.234321761703612,0.004891494514864666,8.992994919429512,9.21870204335386,9.178257331952608,9.129984764911994,0.049131807406316466,6
01011100101,9.224431812618457,9.322279933147387,9.295480353291056,9.280730699685634,0.02064270607208501,9.243445141833817,9.252823124455828,9.30544945684925,9.2672392410463,0.013644303349113396,6
01111110000,9.413331382307682,9.416315076134154,9.469546117876794,9.43306419210621,0.012912679738409132,9.344117044747405,9.318187018885107,9.465952587858684,9.376085550497065,0.032210647472072584,6
01010001111,8.510407567670454,8.754702116772817,8.609756583837317,8.624955422760197,0.05015510975752204,8.370689402379416,9.220590596951423,8.763482024319407,8.784920674550081,0.17365085753052312,6
01010000110,9.325260294485712,9.445414257599822,9.362035137434557,9.377569896506698,0.025133776303276237,9.05120902619532,9.194856712636334,9.250921621203268,9.165662453344973,0.04205256379992501,4
01000010111,9.215622339911963,9.401063435011098,9.298311194784127,9.304998989902396,0.03792678229288098,9.128880431559812,9.231835903922658,9.42333482619748,9.261350387226651,0.06100433888105169,5
00101100001,6.3800653914014696,6.160172162997836,6.66488351222772,6.401707022209009,0.10330751557717535,8.387850814095195,8.883220149197086,8.787740365302112,8.686270442864798,0.10729228258158362,4
00011110011,8.389298719873146,8.720397765709512,8.150166792709964,8.419954426097542,0.11690143275789373,8.525522640129308,9.058311368100425,9.139995912709882,8.907943306979872,0.1362303600724619,6
01001111101,9.358265059457736,9.38272540005211,9.426936674071074,9.389309044526973,0.014209480076866888,9.878570433833922,9.81375541977757,9.876916383348284,9.856414078986592,0.015085892277698172,7
