variant,repx,repy,repz,h9_mean,h9_sem
10010001110,7.571760987748972,8.25081774189556,8.130732781361687,7.984437170335407,0.14794780790996842
00101001101,6.625769655684178,6.73126397088295,6.19496495806981,6.517332861545646,0.11599070474853364
10101001100,6.934657728541112,6.7702380702615885,6.235234059869571,6.646709952890757,0.14929990171372964
00011100010,7.03481145755912,6.890952782346503,6.702615804849469,6.87612668158503,0.06801145475535696
01000001101,7.3653391595920255,7.54653706108276,6.820738459081129,7.244204893251971,0.15421901932435128
01001001100,7.345696599561523,7.333379859021218,6.755004558016057,7.1446936721996,0.13779884482416735
01110001100,7.098628340291421,7.214591356825073,6.76149754938587,7.024905748834122,0.09609003152714232
01001011000,7.494451976592642,8.440009679788258,7.6332175350532445,7.855893063811382,0.2084498884020365
00100001110,6.728766641467451,6.758412632388578,6.341637291045302,6.609605521633777,0.09493414440895542
10011001100,6.996963723902629,6.976635423376945,6.267741975025909,6.747113707435162,0.16953429020179142
00000001110,6.6890000942138075,6.7556558487469855,6.29129159716037,6.5786491800403875,0.10250327859153371
10011011100,7.8127938521153295,8.559689411681601,8.357634941755688,8.243372735184206,0.15772081510953223
10001001011,7.25025127761248,7.079600851307467,6.402962883092755,6.910938337337567,0.18294338312983535
10000001011,6.970548062698692,7.146334699688933,6.496271517950767,6.871051426779464,0.13727722588635477
10010001111,7.838740224650199,8.695606895309748,8.56666035760194,8.367002492520628,0.1886144966761635
01010001101,7.350643758611588,8.012867896161858,8.05666182596694,7.806724493580128,0.161496493604364
10011001000,6.8376682394973125,6.8575304021500925,6.218644654955827,6.637947765534411,0.14830146677290396
10000001010,6.850110216423338,6.843965913095388,6.291737477742012,6.661937869086913,0.13089161255900794
00110101101,7.572718409838935,7.959484273675394,7.402094997214609,7.644765893576313,0.11659318970465588
10100001100,6.933822728479973,6.927537830925629,6.23770074844393,6.699687102616511,0.16334187999692135
10001000011,7.340664721777317,7.796198503696598,7.005597183966113,7.380820136480009,0.16200409186568654
00100011110,6.845434317977058,6.883447166447884,6.5117192326529905,6.746866905692644,0.08349856811565637
00011001011,6.6800067595503005,6.841950468343407,6.417929831998531,6.64662901996408,0.08735362054745505
00000000101,6.631136102073034,6.74116391776151,6.593196897165966,6.65516563900017,0.03137574376191459
00101100010,7.406093514210638,7.623379730181976,7.3195409132320215,7.449671385874879,0.06390589415366392
00011100011,7.286859816256705,7.502043832260548,7.1050402544194124,7.297981300978887,0.08113335295619283
10001001111,7.9127560715813745,9.025195723133146,8.512147452195329,8.483366415636617,0.22730367192927992
10001100000,7.875111680661415,8.417809569291299,8.359720100775661,8.217547116909458,0.12164848100633929
10001011000,7.758048931141674,8.695826776346214,8.340965629103234,8.26494711219704,0.19330068672217246
01000001011,7.372272938337749,7.637848316857703,7.033611868026751,7.347911041074068,0.12363962960466622
00010011100,6.6017911652999866,6.781326803778804,6.541318746357076,6.641478905145289,0.05096126703579103
01011011100,7.621171165881702,8.41401838712119,8.05561237727693,8.030267310093274,0.16208714650854894
00000011111,7.014023643297688,7.071743527660169,6.7233376170502375,6.936368262669364,0.07623367392692587
01010011100,7.2503888840456785,7.815859968722884,7.394073965037262,7.4867742726019415,0.11998916421108156
10010011100,7.609307817191888,8.311637165525458,8.034842218048153,7.985262400255166,0.14443005638944728
10010001011,7.2888682475565485,7.300667520122661,6.564543134237878,7.051359633972363,0.17213247515531646
00010001100,6.594094882924451,6.632316248808022,6.270487478163428,6.498966203298633,0.08115531825051889
00010001110,6.83859194050676,6.918155317772357,6.521647539826825,6.759464932701981,0.08563528966488165
10011001011,7.214283705102808,7.272442319439031,6.755169189731344,7.080631738091061,0.11567916039199266
10001001010,7.012684089093856,6.8527656274061535,6.363266262039817,6.742905326179941,0.1381351046759614
00101011100,6.860145882375589,6.85731162713786,6.597400868313995,6.771619459275814,0.06159829046360168
10111001101,7.293823687067483,7.749474872594949,6.5366322368126015,7.193310265491678,0.2501079852552109
00111001101,6.721931834816231,6.854927779812506,6.187861192671263,6.588240269100001,0.14413508361823263
10000001111,7.769129271319381,8.82195179684447,8.460019296226466,8.350366788130106,0.21837527789034927
00110001110,6.840568720744008,6.90209083536005,6.3652752404353885,6.702644932179815,0.1199374658780598
00111011100,6.7998838046013725,6.892175836903171,6.5818134909091714,6.757957710804571,0.06506348753143393
00001011000,6.769112304226424,6.7074304800318565,6.48201268665893,6.652851823639071,0.061699094944850104
10011001101,7.349405416393416,7.554046654032542,6.548637394918702,7.15069648844822,0.21692005943503986
00000001100,6.512509489584818,6.61316196578801,6.1957004140578675,6.440457289810232,0.08894022000994291
00001011101,7.008298488243332,7.2702770811866015,6.846670138434175,7.0417485692880355,0.08727341274068656
00011001101,6.7734271065242115,6.7897885899853545,6.280936704677391,6.614717467062319,0.11805657015386044
01010011101,7.815139394795357,8.831529631384061,8.610881251471772,8.41918342588373,0.21825952461446682
00011000000,6.5126147475607405,6.869827425659382,6.475097405799197,6.619179859673107,0.08894758708020739
00111000000,6.563979761043512,6.554244268917132,6.396602076319716,6.504942035426787,0.03835547550269513
00001001000,6.532323760998218,6.49386072026673,6.2418642094089565,6.422682896891302,0.06440936743816393
10001001000,6.7428495244695945,6.7065734419403,6.225072553719247,6.558165173376381,0.11799859356044377
01000001100,7.201253681137687,7.121944373758455,6.643558350540954,6.988918801812365,0.12317188027037533
10011001111,7.9898336657688125,8.955520922541611,8.546431323886576,8.497261970732334,0.19788514700896084
01011001011,7.490748738936506,7.931913319340168,7.355868072198672,7.592843376825115,0.1230003509498934
00000001111,6.840697695610348,6.859798940165257,6.511097641404412,6.7371980923933386,0.08003361256261209
00000000111,7.441028811858243,7.599722634512762,7.12028560203474,7.3870123494685815,0.09971066533112463
00001001101,6.655484787695475,6.661964311825425,6.271602354166642,6.529683817895847,0.09125516195326011
00011101000,6.808027540771903,6.804093325499322,6.518367104428089,6.710162656899771,0.06781472304914217
00011011010,6.73126461604592,6.822945311753384,6.5260442776431855,6.69341806848083,0.062064250157764976
01010011111,8.232071817025714,9.160196408442925,9.036746594436432,8.809671606635023,0.20576122969034533
01011000001,7.540694975570843,8.258369329947632,7.9993059840946055,7.932790096537693,0.14837025319879546
00001001111,6.931180585160522,6.983136650730934,6.408490272417649,6.774269169436368,0.12975650870994387
00100001100,6.585094766090517,6.63745757977129,6.2003050213663125,6.474285789076039,0.09745474323179497
00111100100,7.104648190113249,7.211773069561012,6.862514811379504,7.059645357017922,0.07304596037992066
00000100010,6.944830571138384,6.956517286103875,6.7910622655144195,6.8974700409188925,0.037696387595647626
01001001101,7.480187217877443,7.948138357150718,7.472066371479415,7.633463982169192,0.11126654089697226
00011100001,7.177415509870106,7.123681712516838,6.9557689563320855,7.0856220595730095,0.04720205073312341
00010100101,7.2742974461064565,7.3061814947504065,6.9916983906580805,7.1907257771716475,0.07066714651130104
10110001000,6.714694164594357,6.816623538454458,6.289363454546068,6.606893719198294,0.11417566950498012
00001000100,6.660692530432987,6.663534394830034,6.4772249189660345,6.600483948076352,0.04358250842028707
00010100000,6.679021267523277,6.718636370360582,6.543047634802929,6.646901757562262,0.037597868299026484
10111000000,6.907292098872267,6.893106717427139,6.58423800542853,6.7948789405759795,0.07452908708632913
10010001101,7.228490348860741,7.243887130949007,6.475645806559434,6.9826744287897275,0.17928923700975044
00011100000,6.770693747647637,6.722669613131213,6.572136532867754,6.688499964548868,0.042292464948394094
00001001010,6.521266776966392,6.541977697990269,6.207520556539174,6.423588343831945,0.07650838961796944
00010010101,6.826571377903007,6.953094220311877,6.6236799268934785,6.801115175036121,0.06784106165072618
00100100100,7.383351581701577,7.362066096899688,7.104254685196662,7.283224121265975,0.06342424911004588
10010011101,8.194274207657143,9.10608304023159,8.728752368340192,8.67636987207631,0.18704134178763837
10010001100,6.8761987653905985,6.977302041382245,6.34848141820024,6.733994074991028,0.1378528651095553
01010001100,7.197615646698344,7.265449901156106,6.922455183700883,7.1285069105184435,0.07415452010591822
00101001111,6.973051089265003,6.92967431871309,6.318914551792773,6.740546653256955,0.14933218440482804
00000001001,6.665278775455115,6.5856761446440615,6.3110227794751825,6.520659233191452,0.07587789176593836
01011001101,7.510541633865134,8.481674971613336,8.08052540386523,8.0242473364479,0.19922784509854663
10011100000,7.504879963475028,7.965314423193827,7.7331291355636305,7.734441174077495,0.09398693526933413
01111001101,7.367142504377184,7.874900435114656,6.929805401280325,7.390616113590721,0.19309514644845896
10001000000,6.869760416122687,6.8983180836607465,6.462459205292046,6.7435125683584936,0.09953820854494651
01111011011,7.685241904041536,8.49691162457288,7.805072198006531,7.995741908873648,0.1788705946527032
10110100000,7.613954427405312,7.995673526800852,7.9219890025488295,7.843872318918332,0.0826680408893567
00000011100,6.6222530482617525,6.745513782120337,6.445468657337277,6.6044118292397895,0.061570421806609384
00111001111,7.030161231274872,7.250111271671593,6.571877911734879,6.950716804893781,0.14126434162886872
00000010100,6.719179209534093,6.753867628858111,6.51854661504634,6.6638644844795145,0.051863256086314195
00000001000,6.476788493038312,6.512504653312148,6.154824499308122,6.381372548552861,0.08042794392977289
01000011100,7.665842494097247,8.614549711207053,8.043206293870256,8.107866166391519,0.19499872661332404
10011000001,7.338045258299688,7.753441007717524,6.860504152546289,7.317330139521167,0.18241705601006716
00111001110,7.036602735043269,7.0595237139506,6.397955122914097,6.831360523969322,0.1533033615995846
00001100011,7.839086266291982,8.35473366710767,8.137936142556791,8.110585358652147,0.1056993452574664
10001000101,7.313482688277102,7.463070727576129,6.670914864702692,7.149156093518641,0.1718187756910719
00101001110,6.8557624802566615,6.90215793214262,6.379385637579234,6.712435349992838,0.11813108375375075
10101011100,8.276065448385445,9.199968268832588,8.878578398475389,8.78487070523114,0.19147887361160545
01010001110,7.83539721152189,8.785906547752662,8.345444344664033,8.322249367979529,0.19419513586983045
00010100011,7.322911979577936,7.248828777441533,7.0126086240450665,7.194783127021512,0.06615983469438728
10100001110,7.819877151683768,8.901662534256449,8.402933198961573,8.374824294967263,0.22104203459591173
10000010100,7.254367165252148,7.1970291626736245,6.812686480716689,7.088027602880821,0.09804884990050974
00100000111,7.4316523157777565,7.900290075692554,7.142800031752218,7.491580807740843,0.1560669513269386
10000001001,7.155847364382924,7.2677561381190285,6.477210063939141,6.9669378554803645,0.1746452956545843
01110011100,7.386164312948773,7.540696196875513,7.318097587417856,7.414986032414046,0.046566357433634076
10110011100,7.824010155147349,8.675015091566385,8.202039305997577,8.233688184237105,0.1740706700705
00010000111,7.478472727425085,8.189594116642747,7.2150943996446255,7.6277204145708195,0.2057986794159597
10001000001,6.995409560569747,7.033685030476823,6.684424881129553,6.904506490725375,0.07820186385339271
00111100011,7.184940048537969,7.06547547426137,6.917250082533343,7.055888535110895,0.054747011374435925
00011001111,6.958007615304204,7.299322706044032,6.581037607180328,6.946122642842854,0.14667953176921433
10001001001,6.908728583682621,6.95450483173149,6.441910730510798,6.76838138197497,0.11580240420787077
01000001110,8.08871527752007,9.01006762114608,8.624810226293,8.574531041653051,0.18890850191840183
00100101000,7.1493997753006795,7.16516123129052,6.9442157140227065,7.0862589068713016,0.050322803561436265
00011011011,6.942162394660536,7.054550551235641,6.785224681295816,6.927312542397331,0.05522604252658672
01001011100,7.9313138385838355,9.024733302605217,8.68476284120135,8.546936660796801,0.22845078721644538
00110011100,6.693643441551052,6.75082820603187,6.479368914814974,6.6412801874659655,0.05842226955647909
01001001000,6.987624717674887,7.054066403675141,6.53273719990583,6.858142773751953,0.11584487834113374
00111011010,6.672113115241761,6.746401623479099,6.489614200867199,6.636042979862687,0.053945552956374855
00011101100,7.259942473827798,7.5561572324466315,6.976955597089773,7.264351767788067,0.1182393159408323
00010000110,7.353179695444562,7.918080064278866,7.263114018552799,7.511457926092075,0.14493339216469436
00001011111,7.044805027797393,7.305296163067361,6.867597375048084,7.072566188637612,0.08988239426864356
10000000101,7.369792851660152,7.558064753029512,6.899721161721852,7.275859588803839,0.1384266740053446
00001010101,6.794810493124553,6.857999783553329,6.599195145615716,6.750668474097867,0.05508531040927802
01010001000,6.733332465372747,6.973938860750363,6.5956125376982175,6.76762795460711,0.0781716456639994
00101000010,6.682070216280311,6.682654497245338,6.512468822209027,6.625731178578225,0.040044467728158076
00010101010,6.647251281754793,6.5717433006146155,6.316114897990657,6.511703160120021,0.07084777109650334
10011001010,7.000928894834469,6.846396790926399,6.3827502433045415,6.7433586430218035,0.13133852966319956
01100001110,7.921740421263754,8.759457146964907,8.401269186082445,8.360822251437035,0.17159511163468627
00111011011,6.8214830369301325,6.743127947998607,6.618084071018361,6.727565018649034,0.04188165551278467
00110001101,6.542802557844555,6.628306134789696,6.349922816474835,6.507010503036362,0.058216723498697616
00001100000,6.910029209574648,6.810911856573418,6.740275049217756,6.820405371788607,0.03481310544171106
10011000010,7.315243173057826,8.038809345056816,7.002416445762239,7.452156321292294,0.21702014808409675
01111001100,6.966668001334593,7.210805858066982,6.656243173736713,6.94457234437943,0.11346886963326734
01000001010,7.0951365971756575,7.217421754286947,6.680298946591758,6.997619099351454,0.11493293292395268
10001000100,7.137454517712884,7.366596176657777,6.736258969326732,7.0801032212324655,0.13025495968961787
00110000100,6.676786802253302,6.663394442781142,6.512348722395581,6.617509989143341,0.03728048605068773
00000000110,7.137425850417863,7.556726822621287,6.915081357406844,7.203078010148665,0.1330162147481487
00100101110,7.633372080871107,8.092395599766611,7.5939638105297504,7.773243830389156,0.11312356213848244
10110001111,8.154985021612672,8.928271818063418,8.582547869089789,8.555268236255293,0.15814089243822685
10010010100,7.166281343038659,7.453225129074188,6.997387996444142,7.205631489518996,0.09408170065791542
00000011110,6.828198302964938,6.873805288860363,6.627484466880016,6.776496019568438,0.05349973740835453
01010001111,8.370688704568193,9.220590628099536,8.763479251316284,8.784919527994672,0.17365103128765824
00011101010,6.661638672692102,6.67197203812133,6.4486760746752525,6.594095595162894,0.05145681411697804
01000001111,8.207323159169551,9.090643816384944,8.879683841441448,8.725883605665315,0.1883280516631613
01011001111,8.596358240219022,9.095373617896074,9.15317004203742,8.948300633384173,0.12498846129476074
01100001100,7.1414088975264605,6.8304029746558275,6.5805217252966175,6.850777865826302,0.11471701205986108
00101011011,6.987517258236204,6.954118826697153,6.742835201010048,6.894823761981136,0.054166803805257506
10110001101,7.1746181094135535,7.529924806474511,6.418913664836169,7.041152193574745,0.23164135433508407
00110101100,7.315968370120058,7.584633742237929,7.264227148612324,7.388276420323437,0.0702215979392519
00011011111,7.139731069902678,7.568039847437529,6.930630475994503,7.2128004644449035,0.13265056163653172
10000011100,7.71866479626665,8.641835746849718,8.14066258844291,8.167054377186426,0.1886723552815494
01011011010,7.543998553155358,8.34986461119013,7.535951638542386,7.809938267629292,0.19089985619076547
00000001010,6.401138234739688,6.5527495556355575,6.288476262108786,6.414121350828011,0.05413950251494418
00010001011,6.608506974975691,6.8298406557941975,6.395400861579912,6.611249497449933,0.08868495247351625
01011001000,7.069083514891477,7.214716586918971,6.893729386371561,7.05917649606067,0.06561479443870533
00010011110,6.735868848770506,6.8181332697144965,6.621338227322752,6.725113448602585,0.04035019857875793
01000000101,8.03684719833361,9.052991149822322,8.670734365527055,8.586857571227663,0.2095286853882741
10011000100,7.1597085466014025,7.565321167099098,6.67353423488773,7.13285464952941,0.18228267057727757
00101100011,8.171754661913527,9.009119047279274,8.64751267458734,8.609462127926713,0.17145488305752543
10000100010,8.294833426987475,9.00694246985835,9.048134728687735,8.78330354184452,0.172904834315589
00101000100,6.675155675777254,6.658548221577293,6.4476021339256855,6.5937686770934105,0.0517887465896354
00001000011,6.730033007543612,6.739409264070258,6.551819374524268,6.673753882046046,0.043152822696488256
00000010101,6.826474102179924,6.869500924060158,6.703418402592412,6.799797809610831,0.035188941026016815
00111101011,6.758289487616849,6.558158678301332,6.406683956592473,6.5743773741702185,0.07199988070996932
00001001011,6.570257289073869,6.6160896834548035,6.337928172129952,6.508091714886208,0.06088496743339381
00110011011,6.7607954596689925,6.737875232009633,6.370061292532336,6.622910661403654,0.08951809566875016
00011000010,6.7486365246813245,6.8881740192804815,6.597480421768084,6.744763655243297,0.05935337851509662
10000011101,8.384004246904198,9.254142661936513,9.042903537106692,8.893683481982467,0.185285897991543
01101001000,6.81792089800225,6.955093767359403,6.498619800386871,6.7572114885828425,0.09561759332967107
00000100101,7.448517737449161,7.827292044084339,7.3784210418673695,7.5514102744669565,0.09858283301221482
00001011001,7.036402229656186,7.24294680970922,6.901506422306057,7.060285153890487,0.07020586405943528
00101001001,6.6366943584707725,6.625740650853848,6.257865501773218,6.506766837032612,0.08802831168443423
00010010111,7.448560385399605,8.070223725587658,7.4096255859397875,7.642803232309016,0.15132480971305934
00001101011,7.197690362813392,7.169620754137073,6.830630359089593,7.065980492013352,0.0834058746264654
00000101100,7.610808456730126,7.744333107274199,7.630897739476343,7.662013101160223,0.02939198409790274
00001000010,6.714972147908924,6.6794130464695725,6.4902972306569024,6.6282274750118,0.049302935434320634
01000011110,8.393785258661149,9.207115574678355,8.799756263582106,8.800219032307202,0.16602043616893056
00101000011,6.772119770855247,6.6784461060886855,6.486436295715605,6.645667390886513,0.05945529850189199
01011011110,8.437895290599256,9.189252717954254,9.141140686533332,8.922762898362281,0.17170766808990634
10100001101,7.336706183576227,7.533636543715954,6.594359106596543,7.154900611296241,0.2022170762466422
01011101000,7.582077852734859,8.304250365794871,7.650448652390003,7.845592290306578,0.16275956921142912
00101000111,7.367500585899246,8.201381646055971,7.089307587603325,7.552729939852848,0.2362589021410573
01110001101,7.195290134222734,7.411863812802327,6.78441529419672,7.130523080407261,0.1301082813915938
00111001011,6.630844306624134,6.673019051994647,6.198841859132641,6.500901739250474,0.10714072184854714
00001011110,7.039627375565982,7.2902059114259625,6.668623748467567,6.999485678486504,0.12767120088357484
00101001100,6.603301731078595,6.517782094034778,6.1966536925146976,6.439245839209357,0.087527723520864
00001000000,6.510316939268643,6.546740140747992,6.325786891217088,6.460947990411241,0.04836157988360541
00010010100,6.724804358264603,6.732629848979423,6.560591788372955,6.672675331872327,0.03965969851701604
00101011101,7.087298365273688,7.118777651902523,6.776830689625925,6.9943022356007125,0.07715583943461772
00000001011,6.696282179706492,6.559639079221782,6.386607650685588,6.547509636537954,0.06335734766116315
01111001111,8.394615427288953,9.10094486117756,8.970762689269359,8.82210765924529,0.15345957978022667
00100101100,7.607055145711162,8.104370821422723,7.5438486986797635,7.751758221937883,0.12533322100383404
10010000111,8.365709855139638,9.09447118145146,9.066086494873922,8.842089177155007,0.1685251546213468
01001011101,8.543112280402031,9.201401086103242,9.170614409845737,8.97170925878367,0.15166216967718602
10111100000,7.723333229810053,8.269370428505617,8.172626215047414,8.055109957787694,0.11895146673473886
00110101111,7.548406408835581,8.057860417550728,7.756942824889585,7.787736550425298,0.10456021940988507
01001011010,7.8369789676601425,8.713680899900552,8.062883608330543,8.204514491963748,0.18582969349091233
10111000001,7.1883581030372,7.533611493674383,6.922686031278862,7.2148852093301485,0.12505681753840486
00011000100,6.6450902042934095,6.918365681409197,6.585051891680701,6.71616925912777,0.07253010252405835
01001101000,8.124978479637546,8.837865046551121,8.476702382276459,8.479848636155042,0.14552161265974498
01010001010,6.914524626072234,7.046090496622883,6.719514107633747,6.893376410109621,0.0670801383174097
00010000100,6.736353239304178,6.703738521239357,6.598539605316884,6.67954378862014,0.029402914376759987
10011100010,8.413845513347265,9.155408020196342,9.106324163667,8.891859232403537,0.16930009989535036
00111011001,7.055635905290517,7.068349702454134,6.7998416527648144,6.974609086836488,0.061844094528873066
00110001000,6.497914556374395,6.620793755631532,6.3301539644082006,6.482954092138043,0.05956191971135426
10000001000,6.716180621408412,6.613721782061586,6.285950130561342,6.53861751134378,0.09174698671134283
01111001110,8.352213363286197,9.13663498524786,8.795333503648711,8.761393950727589,0.16056838636004162
00001001110,6.852551193783487,6.84492119749021,6.372085933521142,6.689852774931613,0.11235833920679064
00111000010,6.794710050863423,7.062499941211092,6.571728447531407,6.809646146535307,0.10031739627102493
00011001010,6.507496729254063,6.626698113768728,6.2978985542567525,6.477364465759848,0.06795617774379908
10001100010,8.447624381926339,9.09596468700235,9.297183425833133,8.946924164920608,0.18124451724477783
00101001010,6.5710128323491706,6.526378537141419,6.23853619020381,6.445309186564799,0.07367084350366569
00011011001,7.0494255798007055,7.139507853852768,6.717462027913613,6.968798487189029,0.09074342569889457
01000011111,8.535376028539995,9.252042009067797,9.07154592127986,8.952987986295884,0.15217562215645092
10011000000,6.851292826801219,7.272196984181497,6.603144331832287,6.908878047605001,0.1380790269767905
01011001110,8.477768982673759,9.182963524757488,8.757976197438142,8.806236234956463,0.14495494067819983
10110000100,7.261541473344394,7.3037848910882,6.657433337383789,7.074253233938794,0.14762014666521844
10011001110,7.939369275473695,8.855966361197497,8.645928480645653,8.480421372438947,0.19603656399574687
01011011111,8.770100425714821,9.18773548692993,9.27700303682753,9.078279649824093,0.11047096111318502
01011001010,7.217444067347113,7.169523697608078,6.935048136779558,7.107338633911582,0.06169427581561866
01010010100,7.934220768822608,8.779815649538838,8.303138552851188,8.339058323737545,0.17307288832009962
00000101011,7.166373780160861,7.080816399727522,6.852144508742503,7.033111562876962,0.06632222144981767
00011001000,6.556734802916446,6.6127385372501575,6.317709530067308,6.495727623411304,0.06396865864520937
00000101110,7.4528699341198035,7.703332558593208,7.625275367722964,7.593825953478658,0.05232061545057048
10101000100,7.337344391529673,7.273923735990398,6.847729885567977,7.152999337696016,0.1087026706887283
10100001000,6.797262264961454,6.858571415657932,6.197299279829696,6.61771098681636,0.14916389504968544
01111011100,7.581128877878238,8.451840762087267,7.991972134863057,8.008313924942854,0.1778272040038533
00010011010,6.591072345745887,6.60598167033676,6.538842038032768,6.578632018038472,0.014393307886999268
00110001100,6.601822944007423,6.583942927277682,6.2342082417167894,6.473324704333964,0.08461918199643739
00101101000,7.4700338570425355,7.8169714112038395,7.294815189993291,7.527273486079888,0.10848890971467248
10100010100,7.512569545029647,8.015974092174758,7.6760863079514525,7.734876648385286,0.10483817896949418
10010001001,7.055351475670436,7.775235821844848,6.651599547132224,7.160728948215836,0.23236749925228284
01110000100,7.647990880870945,8.798061048581664,8.033284378936541,8.15977876946305,0.23897906839670596
10011001001,7.143117427069236,7.526428599832688,6.7468966292242465,7.138814218708723,0.1591285703981822
00111011000,6.722849362086087,6.734631370165336,6.529413734008185,6.662298155419869,0.04704325318086449
00101000101,6.8474868258556505,6.68678100729255,6.517454594104683,6.683907475750961,0.06737520734200814
10101001010,7.373200098968438,7.223903278183298,6.6711705657413765,7.089424647631038,0.15098274897989716
10000010101,7.5440535010593806,8.677799599488006,7.997793726832018,8.073215609126468,0.23295614722237643
00101010111,7.650880910369077,8.814266254404473,8.018089302435861,8.161078822403136,0.24279650834750585
00011011000,6.760114500891287,6.7508182507905845,6.466654384368437,6.659195712016769,0.06810008223920717
01011011000,7.488789615374952,8.085664874480807,7.413655032930696,7.662703174262152,0.1503239564289184
00011010100,6.758163303837179,7.1383317680209855,6.694654395736692,6.863716489198286,0.0979528023030998
10010010101,7.5621243759986125,8.642906065948438,7.906258965961219,8.037096469302757,0.22541114455707567
10001010101,7.903500137984219,8.703609751940045,8.308871912428723,8.305327267450997,0.1633264991599897
10101001101,7.206176208354353,7.403002761978643,6.4468717131513715,7.018683561161455,0.20611961138961463
00111000011,6.800885989215358,7.044140125374639,6.729864670961095,6.8582969285170305,0.06728580493602797
01011001001,7.40860316625596,7.897177134447683,7.396265029256099,7.567348443319915,0.11663924548542096
00111101111,7.5456131320568085,7.922590230237062,7.782152181047709,7.750118514447194,0.07777912100408209
00100101111,8.032166552381037,8.949936646303312,8.83193743450989,8.604680211064746,0.20384220634701827
00101101011,7.315490105145893,7.010675722861029,7.076432478614567,7.134199435540496,0.06548628087404709
00101100000,7.288868494083513,7.49751530182087,7.172054862428367,7.319479552777583,0.06731010583878305
00101000000,6.665559373363997,6.556553781922612,6.470200255834234,6.564104470373614,0.03996676926432128
10011000101,7.319174686238568,8.743156748567309,7.024041418009344,7.695457617605073,0.37528456164804297
00100001011,6.687882047128818,6.720733484533766,6.454451744913423,6.621022425525336,0.05927218004613642
01110001110,7.959041004167348,8.748683866272147,8.298658444199454,8.33546110487965,0.16170950770497944
10001011101,8.575901566866348,9.104931304979267,9.091438137697194,8.92409033651427,0.12313412800176196
00001010111,7.521771120648567,8.264122159484753,7.605914822901554,7.7972693676782905,0.1659486303902131
10000000010,7.0968177041341844,7.322867306960719,6.755927581025612,7.058537530706839,0.11651480018225449
10111001110,8.379563876909058,9.161027693136363,8.954649206115704,8.831746925387042,0.16532803350428601
10011011101,8.362707403331454,9.295587850405497,8.837381325667764,8.831892193134905,0.19043331294061921
01101001100,7.2955124723497375,7.391587565794586,6.647143545310116,7.1114145278181455,0.16531196004037235
01001011001,8.253709171798201,8.968838106746242,8.782524239919232,8.668357172821224,0.15145292877508199
00110001001,6.5605384837239304,6.871132058957943,6.355532252825018,6.595734265168964,0.10597943770273105
00100001010,6.526095993060657,6.5195494356995365,6.2558470023117305,6.433830810357307,0.06294096612186732
