variant,repx,repy,repz,h9_mean,h9_sem
00000000101,7.0,7.0,7.0,7.0,0.0
00101100010,7.406093514210638,,,7.406093514210638,0.0
00011100011,7.286859816256705,,,7.286859816256705,0.0
10001001111,7.9127560715813745,9.025195723133146,,8.46897589735726,0.32113366614031447
10001100000,7.875111680661415,8.417809569291299,,8.146460624976356,0.15666338604455252
10001011000,7.758048931141674,8.695826776346214,,8.226937853743944,0.27071314568445437
01000001011,7.372272938337749,,7.0,7.186136469168875,0.1074659405806563
00010011100,7.0,7.0,7.0,7.0,0.0
01011011100,7.621171165881702,8.41401838712119,,8.017594776501447,0.22887527830443288
00000011111,7.0,7.0,7.0,7.0,0.0
01010011100,7.2503888840456785,,,7.2503888840456785,0.0
10010011100,7.609307817191888,,,7.609307817191888,0.0
00010001100,7.0,7.0,7.0,7.0,0.0
00010001110,7.0,7.0,7.0,7.0,0.0
10001001010,7.0,7.0,7.0,7.0,0.0
00101011100,7.0,7.0,7.0,7.0,0.0
00111001101,7.0,7.0,7.0,7.0,0.0
10000001111,7.769129271319381,8.82195179684447,,8.295540534081926,0.30392368426040595
00110001110,7.0,7.0,7.0,7.0,0.0
00111011100,7.0,7.0,7.0,7.0,0.0
00001011000,7.0,7.0,7.0,7.0,0.0
00000001100,7.0,7.0,7.0,7.0,0.0
00001011101,7.0,,7.0,7.0,0.0
00011001101,7.0,7.0,7.0,7.0,0.0
01010011101,7.815139394795357,8.831529631384061,8.610881251471772,8.41918342588373,0.21825952461446682
00011000000,7.0,7.0,7.0,7.0,0.0
00111000000,7.0,7.0,7.0,7.0,0.0
00001001000,7.0,7.0,7.0,7.0,0.0
10001001000,7.0,7.0,7.0,7.0,0.0
01000001100,7.201253681137687,,7.0,7.100626840568843,0.05809693349012337
10011001111,7.9898336657688125,8.955520922541611,,8.472677294155211,0.2787698988253833
01011001011,7.490748738936506,,,7.490748738936506,0.0
00000001111,7.0,7.0,7.0,7.0,0.0
00000000111,7.441028811858243,,,7.441028811858243,0.0
00001001101,7.0,7.0,7.0,7.0,0.0
00011101000,7.0,7.0,7.0,7.0,0.0
00011011010,7.0,7.0,7.0,7.0,0.0
01010011111,8.232071817025714,9.160196408442925,9.036746594436432,8.809671606635023,0.20576122969034533
01011000001,7.540694975570843,8.258369329947632,,7.899532152759237,0.207174740844965
00001001111,7.0,7.0,7.0,7.0,0.0
00100001100,7.0,7.0,7.0,7.0,0.0
00111100100,7.104648190113249,,7.0,7.052324095056624,0.03020933036604566
00000100010,7.0,7.0,7.0,7.0,0.0
01001001101,7.480187217877443,,,7.480187217877443,0.0
00011100001,7.177415509870106,,7.0,7.088707754935053,0.051215446190960204
10110001000,7.0,7.0,7.0,7.0,0.0
00001000100,7.0,7.0,7.0,7.0,0.0
00010100000,7.0,7.0,7.0,7.0,0.0
10111000000,7.0,7.0,7.0,7.0,0.0
00011100000,7.0,7.0,7.0,7.0,0.0
00001001010,7.0,7.0,7.0,7.0,0.0
00010010101,7.0,7.0,7.0,7.0,0.0
00100100100,7.383351581701577,,,7.383351581701577,0.0
10010011101,8.194274207657143,9.10608304023159,8.728752368340192,8.67636987207631,0.18704134178763837
10010001100,7.0,7.0,7.0,7.0,0.0
00101001111,7.0,7.0,7.0,7.0,0.0
00000001001,7.0,7.0,7.0,7.0,0.0
10011100000,7.504879963475028,,,7.504879963475028,0.0
10001000000,7.0,7.0,7.0,7.0,0.0
01111011011,7.685241904041536,,,7.685241904041536,0.0
10110100000,7.613954427405312,,,7.613954427405312,0.0
00000011100,7.0,7.0,7.0,7.0,0.0
00111001111,7.0,,7.0,7.0,0.0
00000010100,7.0,7.0,7.0,7.0,0.0
00000001000,7.0,7.0,7.0,7.0,0.0
01000011100,7.665842494097247,8.614549711207053,,8.14019610265215,0.27386818359024345
00111001110,7.0,7.0,7.0,7.0,0.0
00001100011,7.839086266291982,8.35473366710767,8.137936142556791,8.110585358652147,0.1056993452574664
00101001110,7.0,7.0,7.0,7.0,0.0
10101011100,8.276065448385445,9.199968268832588,8.878578398475389,8.78487070523114,0.19147887361160545
01010001110,7.83539721152189,8.785906547752662,,8.310651879637277,0.2743884105700442
00010100011,7.322911979577936,,7.0,7.161455989788967,0.09321665916693804
10100001110,7.819877151683768,8.901662534256449,,8.360769842970107,0.31228454091686986
00100000111,7.4316523157777565,,,7.4316523157777565,0.0
10110011100,7.824010155147349,8.675015091566385,,8.249512623356868,0.24566396456161546
00010000111,7.478472727425085,,,7.478472727425085,0.0
10001000001,7.0,7.0,7.0,7.0,0.0
00111100011,7.184940048537969,7.0,7.0,7.061646682845989,0.04359078747805578
00011001111,7.0,,7.0,7.0,0.0
10001001001,7.0,7.0,7.0,7.0,0.0
01000001110,8.08871527752007,9.01006762114608,8.624810226293,8.574531041653051,0.18890850191840183
00100101000,7.1493997753006795,,7.0,7.07469988765034,0.04312800024335846
00011011011,7.0,7.0,7.0,7.0,0.0
01001011100,7.9313138385838355,9.024733302605217,,8.478023570594527,0.3156430109449604
00110011100,7.0,7.0,7.0,7.0,0.0
01001001000,7.0,7.0,7.0,7.0,0.0
00111011010,7.0,7.0,7.0,7.0,0.0
00011101100,7.259942473827798,,7.0,7.1299712369138994,0.07503892861914822
00001011111,7.0,,7.0,7.0,0.0
00001010101,7.0,7.0,7.0,7.0,0.0
01010001000,7.0,7.0,7.0,7.0,0.0
00101000010,7.0,7.0,7.0,7.0,0.0
00010101010,7.0,7.0,7.0,7.0,0.0
10011001010,7.0,7.0,7.0,7.0,0.0
01100001110,7.921740421263754,8.759457146964907,,8.34059878411433,0.24182798854410625
00111011011,7.0,7.0,7.0,7.0,0.0
00110001101,7.0,7.0,7.0,7.0,0.0
00001100000,7.0,7.0,7.0,7.0,0.0
01111001100,7.0,,7.0,7.0,0.0
01000001010,7.0,,7.0,7.0,0.0
00110000100,7.0,7.0,7.0,7.0,0.0
00000000110,7.137425850417863,,7.0,7.068712925208931,0.03967142586618314
00100101110,7.633372080871107,8.092395599766611,,7.862883840318859,0.1325086760993444
10110001111,8.154985021612672,8.928271818063418,8.582547869089789,8.555268236255293,0.15814089243822685
00000011110,7.0,7.0,7.0,7.0,0.0
01010001111,8.370688704568193,9.220590628099536,8.763479251316284,8.784919527994672,0.17365103128765824
00011101010,7.0,7.0,7.0,7.0,0.0
01000001111,8.207323159169551,9.090643816384944,8.879683841441448,8.725883605665315,0.1883280516631613
01011001111,8.596358240219022,9.095373617896074,9.15317004203742,8.948300633384173,0.12498846129476074
00101011011,7.0,7.0,7.0,7.0,0.0
00110101100,7.315968370120058,,,7.315968370120058,0.0
10000011100,7.71866479626665,8.641835746849718,,8.180250271558185,0.2664964984135885
01011011010,7.543998553155358,8.34986461119013,,7.946931582172744,0.232633492768579
00000001010,7.0,7.0,7.0,7.0,0.0
00010001011,7.0,7.0,7.0,7.0,0.0
01011001000,7.0,,7.0,7.0,0.0
00010011110,7.0,7.0,7.0,7.0,0.0
01000000101,8.03684719833361,9.052991149822322,8.670734365527055,8.586857571227663,0.2095286853882741
00101100011,8.171754661913527,9.009119047279274,8.64751267458734,8.609462127926713,0.17145488305752543
10000100010,8.294833426987475,9.00694246985835,9.048134728687735,8.78330354184452,0.172904834315589
00101000100,7.0,7.0,7.0,7.0,0.0
00001000011,7.0,7.0,7.0,7.0,0.0
00000010101,7.0,7.0,7.0,7.0,0.0
00111101011,7.0,7.0,7.0,7.0,0.0
00001001011,7.0,7.0,7.0,7.0,0.0
00110011011,7.0,7.0,7.0,7.0,0.0
00011000010,7.0,7.0,7.0,7.0,0.0
10000011101,8.384004246904198,9.254142661936513,9.042903537106692,8.893683481982467,0.185285897991543
01101001000,7.0,7.0,7.0,7.0,0.0
00000100101,7.448517737449161,,,7.448517737449161,0.0
00001011001,7.0,,7.0,7.0,0.0
00101001001,7.0,7.0,7.0,7.0,0.0
00001101011,7.197690362813392,,7.0,7.098845181406697,0.05706829209325343
00000101100,7.610808456730126,,,7.610808456730126,0.0
00001000010,7.0,7.0,7.0,7.0,0.0
01000011110,8.393785258661149,9.207115574678355,8.799756263582106,8.800219032307202,0.16602043616893056
00101000011,7.0,7.0,7.0,7.0,0.0
01011011110,8.437895290599256,9.189252717954254,9.141140686533332,8.922762898362281,0.17170766808990634
01011101000,7.582077852734859,8.304250365794871,,7.943164109264865,0.20847324740827344
00101000111,7.367500585899246,,7.0,7.1837502929496235,0.10608828109813749
00111001011,7.0,7.0,7.0,7.0,0.0
00001011110,7.0,,7.0,7.0,0.0
00101001100,7.0,7.0,7.0,7.0,0.0
00001000000,7.0,7.0,7.0,7.0,0.0
00010010100,7.0,7.0,7.0,7.0,0.0
00101011101,7.087298365273688,,7.0,7.043649182636845,0.025200867345289105
00000001011,7.0,7.0,7.0,7.0,0.0
01111001111,8.394615427288953,9.10094486117756,8.970762689269359,8.82210765924529,0.15345957978022667
00100101100,7.607055145711162,,,7.607055145711162,0.0
10010000111,8.365709855139638,9.09447118145146,9.066086494873922,8.842089177155007,0.1685251546213468
01001011101,8.543112280402031,9.201401086103242,9.170614409845737,8.97170925878367,0.15166216967718602
10111100000,7.723333229810053,8.269370428505617,,7.996351829157835,0.15762736182721657
00110101111,7.548406408835581,8.057860417550728,,7.803133413193155,0.14706670453571194
01001011010,7.8369789676601425,8.713680899900552,,8.275329933780348,0.25308204828903286
00011000100,7.0,7.0,7.0,7.0,0.0
01001101000,8.124978479637546,8.837865046551121,8.476702382276459,8.479848636155042,0.14552161265974498
01010001010,7.0,7.0,7.0,7.0,0.0
00010000100,7.0,7.0,7.0,7.0,0.0
10011100010,8.413845513347265,9.155408020196342,9.106324163667,8.891859232403537,0.16930009989535036
00111011001,7.0,7.0,7.0,7.0,0.0
00110001000,7.0,7.0,7.0,7.0,0.0
10000001000,7.0,7.0,7.0,7.0,0.0
01111001110,8.352213363286197,9.13663498524786,8.795333503648711,8.761393950727589,0.16056838636004162
00001001110,7.0,7.0,7.0,7.0,0.0
00111000010,7.0,7.0,7.0,7.0,0.0
00011001010,7.0,7.0,7.0,7.0,0.0
10001100010,8.447624381926339,9.09596468700235,9.297183425833133,8.946924164920608,0.18124451724477783
00101001010,7.0,7.0,7.0,7.0,0.0
00011011001,7.0,,7.0,7.0,0.0
01000011111,8.535376028539995,9.252042009067797,9.07154592127986,8.952987986295884,0.15217562215645092
10011000000,7.0,,7.0,7.0,0.0
01011001110,8.477768982673759,9.182963524757488,8.757976197438142,8.806236234956463,0.14495494067819983
10011001110,7.939369275473695,8.855966361197497,,8.397667818335595,0.264598787090532
01011011111,8.770100425714821,9.18773548692993,9.27700303682753,9.078279649824093,0.11047096111318502
01010010100,7.934220768822608,8.779815649538838,,8.357018209180723,0.24410221600344242
00000101011,7.166373780160861,7.0,7.0,7.055457926720287,0.03921467605446165
00011001000,7.0,7.0,7.0,7.0,0.0
00000101110,7.4528699341198035,,,7.4528699341198035,0.0
10101000100,7.337344391529673,,7.0,7.168672195764836,0.09738293762963374
10100001000,7.0,7.0,7.0,7.0,0.0
01111011100,7.581128877878238,,,7.581128877878238,0.0
00010011010,7.0,7.0,7.0,7.0,0.0
00110001100,7.0,7.0,7.0,7.0,0.0
00101101000,7.4700338570425355,,,7.4700338570425355,0.0
10100010100,7.512569545029647,,,7.512569545029647,0.0
10010001001,7.0,,7.0,7.0,0.0
01110000100,7.647990880870945,8.798061048581664,,8.223025964726304,0.33199666045737075
00111011000,7.0,7.0,7.0,7.0,0.0
00101000101,7.0,7.0,7.0,7.0,0.0
10000010101,7.5440535010593806,8.677799599488006,,8.110926550273692,0.32728430756022747
00101010111,7.650880910369077,8.814266254404473,,8.232573582386774,0.33584042077505055
00011011000,7.0,7.0,7.0,7.0,0.0
00011010100,7.0,,7.0,7.0,0.0
10001010101,7.903500137984219,8.703609751940045,,8.303554944962132,0.23097175049930177
00111000011,7.0,7.0,7.0,7.0,0.0
00111101111,7.5456131320568085,,,7.5456131320568085,0.0
00100101111,8.032166552381037,8.949936646303312,8.83193743450989,8.604680211064746,0.20384220634701827
00101101011,7.315490105145893,7.0,7.0,7.105163368381965,0.07436173091530603
00101000000,7.0,7.0,7.0,7.0,0.0
00100001011,7.0,7.0,7.0,7.0,0.0
01110001110,7.959041004167348,8.748683866272147,,8.353862435219748,0.22795025949993608
10001011101,8.575901566866348,9.104931304979267,9.091438137697194,8.92409033651427,0.12313412800176196
00001010111,7.521771120648567,8.264122159484753,,7.8929466400666595,0.21429828605263515
10000000010,7.0,,7.0,7.0,0.0
10111001110,8.379563876909058,9.161027693136363,8.954649206115704,8.831746925387042,0.16532803350428601
10011011101,8.362707403331454,9.295587850405497,8.837381325667764,8.831892193134905,0.19043331294061921
01001011001,8.253709171798201,8.968838106746242,8.782524239919232,8.668357172821224,0.15145292877508199
00110001001,7.0,7.0,7.0,7.0,0.0
00100001010,7.0,7.0,7.0,7.0,0.0
10011011010,8.533669120475093,9.141489208757424,9.14553088121996,8.940229736817493,0.1437432519283412
00010011111,7.0,7.0,7.0,7.0,0.0
00111001001,7.0,7.0,7.0,7.0,0.0
00111000111,7.6258334872523745,8.71221379423996,,8.169023640746166,0.3136109813407952
00110011101,7.0,7.0,7.0,7.0,0.0
00001101100,7.732698092422522,8.433915928560621,,8.083307010491572,0.20242415322744917
00000101101,7.929807011923217,8.476374533738126,8.246887824729662,8.217689790130335,0.1120441935830606
01110001111,8.471660497748347,9.068336407023263,8.743516991963537,8.761171298911718,0.12195579191700803
00101100100,7.651725322880943,,,7.651725322880943,0.0
00010001001,7.0,7.0,7.0,7.0,0.0
00100011111,7.0,7.0,7.0,7.0,0.0
00011101110,7.313911353826513,,,7.313911353826513,0.0
00001100010,7.1819636115236785,,,7.1819636115236785,0.0
10100001011,7.50570396541166,,7.0,7.25285198270583,0.14598416028034167
00100011101,7.0,,7.0,7.0,0.0
00000100000,7.0,7.0,7.0,7.0,0.0
10100001010,7.0,7.0,7.0,7.0,0.0
00010010110,7.411618199162192,,7.0,7.205809099581096,0.11882393904482037
01101001011,7.397665286955526,,7.0,7.198832643477763,0.11479608023557135
01011011001,8.314436804905041,9.03851005941848,8.605878673390919,8.652941845904813,0.14873450963082122
00001011011,7.0,7.0,7.0,7.0,0.0
00110000111,7.5271241322473035,,,7.5271241322473035,0.0
01110011110,8.014975648730946,8.767037026083576,8.410052538095874,8.397355070970134,0.15357951148072066
00010000000,7.0,7.0,7.0,7.0,0.0
00100001000,7.0,7.0,7.0,7.0,0.0
10110011101,8.512766832045111,9.186230180784591,9.017874498002373,8.905623836944024,0.1430841120372184
01010011011,7.974244842184786,8.642533378562165,,8.308389110373476,0.1929182831869105
00110010111,7.5354966532699,,,7.5354966532699,0.0
00110101010,7.0,7.0,7.0,7.0,0.0
10000000000,7.0,7.0,7.0,7.0,0.0
10010001000,7.0,7.0,7.0,7.0,0.0
00011001001,7.0,7.0,7.0,7.0,0.0
00100100000,7.23538340493838,7.0,7.0,7.07846113497946,0.055480400603569256
00010000011,7.0,7.0,7.0,7.0,0.0
10101000011,7.677058507126246,,,7.677058507126246,0.0
00111101100,7.4070249362655876,,,7.4070249362655876,0.0
00010000101,7.0,7.0,7.0,7.0,0.0
00000101000,7.0,7.0,7.0,7.0,0.0
10001010100,7.542101719138817,,,7.542101719138817,0.0
00111011111,7.0,,7.0,7.0,0.0
01100011100,7.5497484018706515,,,7.5497484018706515,0.0
00011000011,7.0,7.0,7.0,7.0,0.0
00011101101,7.5602373851071,8.212885263059032,,7.8865613240830665,0.18840321401079313
10111011101,8.785226015929467,9.195190848205126,9.12767045727081,9.036029107135134,0.08973701736808444
10000011111,8.416901802321137,9.133416497798681,9.085762289598474,8.878693529906098,0.16355754881143209
01110011101,7.827531819619723,8.736971082336039,,8.282251450977881,0.26253250157043995
00011101011,7.0,7.0,7.0,7.0,0.0
00010001010,7.0,7.0,7.0,7.0,0.0
01010101010,7.918262022815241,8.759022780108758,8.377400212020554,8.351561671648184,0.17186253488259304
00000101010,7.0,7.0,7.0,7.0,0.0
00111011101,7.0,7.0,7.0,7.0,0.0
10011011001,8.472597597104684,9.21331059472905,8.917976197085595,8.867961462973108,0.152227922008237
10010100000,7.600083455055662,,,7.600083455055662,0.0
10100011100,7.960706034686905,8.932140315686274,8.561433340389062,8.484759896920748,0.20013755822565177
00111100001,7.426385617488864,,,7.426385617488864,0.0
00101101010,7.0,7.0,7.0,7.0,0.0
01000011101,8.106462572929049,9.100713226949527,8.800032323411104,8.669069374429894,0.2081654235055334
00010001000,7.0,7.0,7.0,7.0,0.0
00111101101,7.537317850503375,8.237419228450989,,7.8873685394771815,0.20210185950904136
10000100000,7.739495806451617,8.381446112613327,,8.060470959532472,0.18531509103441293
10000000111,8.427769536036896,9.097392087367027,8.999506986276254,8.841556203226725,0.14765383374181745
00110100010,7.0,7.0,7.0,7.0,0.0
00110000110,7.588728174740892,8.364322254460891,,7.976525214600891,0.22389472535411087
10101100000,8.296620850692099,9.0841358450182,8.827525416731373,8.736094037480557,0.16396886869458346
00111101000,7.0,7.0,7.0,7.0,0.0
00000011000,7.0,7.0,7.0,7.0,0.0
10101001000,7.0,7.0,7.0,7.0,0.0
01010101000,7.423481176067178,,,7.423481176067178,0.0
00101010101,7.0,7.0,7.0,7.0,0.0
00100100101,7.655216717337947,,,7.655216717337947,0.0
00000011010,7.0,7.0,7.0,7.0,0.0
00100000101,7.0,7.0,7.0,7.0,0.0
00001001001,7.0,7.0,7.0,7.0,0.0
00110011110,7.0,7.0,7.0,7.0,0.0
10101010100,7.731965993602122,8.589099346070523,,8.160532669836321,0.24743308588951868
01011011011,8.186425951642232,9.009062923628075,8.651499519124883,8.61566279813173,0.16839739697521325
00001011010,7.0,7.0,7.0,7.0,0.0
00001000110,7.320789280917048,,7.0,7.160394640458524,0.09260388884530216
01010011110,8.083575792817058,8.835324209560762,8.547343312635066,8.48874777167096,0.15484212313666637
00101001000,7.0,7.0,7.0,7.0,0.0
00110101110,7.224154924027602,,7.0,7.112077462013801,0.06470795286375818
01101101000,8.231471556624232,8.869164924442115,8.74625790186021,8.61563146097552,0.13811870385854078
00101011110,7.0,,7.0,7.0,0.0
00101000001,7.0,7.0,7.0,7.0,0.0
10010100001,8.255431531601351,9.044751398666909,8.95871544874815,8.752966126338803,0.17677954769053758
00101001011,7.0,7.0,7.0,7.0,0.0
00111101010,7.0,7.0,7.0,7.0,0.0
00011001110,7.0,,7.0,7.0,0.0
00000010111,7.703659167999074,,,7.703659167999074,0.0
10100001111,8.184943877788013,9.149432355445972,8.836395070052612,8.723590434428866,0.20087440945667034
00010100110,8.009447577105076,9.066863086187283,8.584700956261146,8.553670539851169,0.21612267148112432
10010011010,8.189060612522871,9.047202990274751,8.94833095400334,8.72819818560032,0.19167938157115205
01100001111,8.2597189084724,9.1187442073882,8.935526201894081,8.771329772584894,0.18470763681773775
00100000110,7.3107575306474875,,7.0,7.155378765323744,0.08970797198601514
01011000100,8.063029751165308,8.883774047962467,8.560925165025731,8.502576321384502,0.16879906242184675
00111001000,7.0,7.0,7.0,7.0,0.0
00010101110,7.2680059097895775,,7.0,7.134002954894789,0.07736664208071158
00100011010,7.0,7.0,7.0,7.0,0.0
00001000111,7.466207204259758,,7.0,7.233103602129879,0.13458242743875715
00000000011,7.0,7.0,7.0,7.0,0.0
01000001000,7.0,7.0,7.0,7.0,0.0
00100010101,7.0,7.0,7.0,7.0,0.0
10111001111,8.35429146369024,9.23042042719566,8.917342514191187,8.834018135025696,0.1812492318584903
01111011000,7.280364677591761,,7.0,7.1401823387958805,0.08093431103943292
01010010101,8.200475090901643,9.231548086134756,8.904102357580753,8.778708511539051,0.21508548410790598
10011100001,8.361817191219197,9.02498337283023,8.950877712071962,8.779226092040462,0.1483495619040368
00001101000,7.285172994795295,,7.0,7.142586497397648,0.08232235265533773
00001000001,7.0,7.0,7.0,7.0,0.0
01101011001,8.096604200317941,8.960125018971247,8.70446875673642,8.587065992008535,0.18108681524627546
00111000110,7.619220272339143,8.679778800375807,,8.149499536357474,0.3061568758266608
00101011001,7.383268660052736,,,7.383268660052736,0.0
10111011100,8.163006675911676,8.919552502806608,8.819529927310434,8.634029702009572,0.1677786971171831
00100100110,8.272611621870258,9.046579425481095,9.026558070693033,8.781916372681463,0.18011279362343777
00000101001,8.019631322239412,8.728168509078388,8.356933458597139,8.368244429971647,0.14468482403630467
01010000000,7.0,,,7.0,0.0
00010101011,7.0,7.0,7.0,7.0,0.0
01011101010,8.297440810611738,8.95237666870384,8.7459547020381,8.66525739378456,0.13669874799672624
01010001011,7.523174607105227,,,7.523174607105227,0.0
00110001011,7.0,7.0,7.0,7.0,0.0
10010001010,7.0,7.0,7.0,7.0,0.0
00111000001,7.0,7.0,7.0,7.0,0.0
00011010111,7.640627515510387,8.687362803712666,,8.163995159611527,0.3021664502069334
00101101101,8.266816321223345,8.955256149745072,8.846658599831812,8.689577023600076,0.15110333967594333
00001010100,7.0,7.0,7.0,7.0,0.0
00110101011,7.0,7.0,7.0,7.0,0.0
00000011001,7.0,,7.0,7.0,0.0
00001110010,8.43266023054534,9.041307269442628,9.04914598920062,8.84103782972953,0.1443921506514135
01110001010,7.0,7.0,7.0,7.0,0.0
00111000101,7.0,7.0,7.0,7.0,0.0
00111010100,7.0,7.0,7.0,7.0,0.0
00100010111,7.627153995504153,8.376299338784122,,8.001726667144137,0.21625963280242244
00100000100,7.0,7.0,7.0,7.0,0.0
00100000011,7.0,7.0,7.0,7.0,0.0
01101011011,8.011364066020755,8.92161483141016,8.475285121978851,8.469421339803255,0.18581572499345125
01011011101,8.560930882086438,9.254793192721447,9.168116027054248,8.994613367287378,0.15434733894670383
01001001011,7.565130918466152,,,7.565130918466152,0.0
00011000001,7.0,7.0,7.0,7.0,0.0
10010000110,8.47608469093219,9.171357355346528,9.240221862954584,8.9625546364111,0.17256657458920788
10000011001,8.201837654077991,9.134557146880137,9.097183111078897,8.811192637345675,0.21557455259642297
00101000110,7.618499013929761,,,7.618499013929761,0.0
00011011110,7.0,,7.0,7.0,0.0
10110001110,8.095713888921047,8.993888739541367,,8.544801314231208,0.25928074589249683
10100100000,8.194535109857414,8.786032118727809,8.688682364838177,8.556416531141133,0.12947835465715013
10011011000,7.685413738188333,8.694771563798044,,8.190092650993188,0.29137650616221095
00100010110,7.543541604010928,,,7.543541604010928,0.0
10001011111,8.729812184490289,9.217673527798137,9.110002181281828,9.019162631190085,0.10463511238998391
00111100010,7.0,7.0,7.0,7.0,0.0
00110100101,7.391756597866642,,,7.391756597866642,0.0
00011100101,7.5029319359581885,,,7.5029319359581885,0.0
10110001010,7.0,7.0,7.0,7.0,0.0
00011100110,8.298855009183555,9.080042145920824,9.059282595513912,8.81272658353943,0.18173044871068147
00111011110,7.263031628735286,,7.0,7.131515814367643,0.0759306908278515
00110010110,7.440725640183772,8.190489564474076,,7.8156076023289245,0.2164382017588385
00110000101,7.0,7.0,7.0,7.0,0.0
00101011000,7.0,7.0,7.0,7.0,0.0
10011101000,8.166680545470557,8.753852930492673,8.631222649328434,8.51725204176389,0.12644816261655328
10000000110,8.372384011080971,9.142375862641805,9.19589074655356,8.903550206758778,0.18811304503460524
01111001010,7.0,7.0,7.0,7.0,0.0
01001011110,8.496935512778622,9.204519158441807,9.272455633987226,8.991303435069218,0.17533471472197787
10010011111,8.66517877393839,9.13287377712807,9.067450899277176,8.955167816781213,0.10339267540405157
10101001111,8.299640436975489,9.139099971242091,8.952402674405338,8.79704769420764,0.17994186784530614
01101001110,8.22509932652282,9.212188106451617,9.048556280843512,8.82861457127265,0.21597331300110725
00101011010,7.0,7.0,7.0,7.0,0.0
00010110010,7.632000815710871,,,7.632000815710871,0.0
00010011001,7.0,7.0,7.0,7.0,0.0
00001100100,7.54360231093584,,,7.54360231093584,0.0
00001000101,7.0,7.0,7.0,7.0,0.0
00100011011,7.0,7.0,7.0,7.0,0.0
01111011001,7.809086450552094,8.652330652585338,,8.230708551568716,0.24342363351824226
01101011100,7.826032935862187,8.775481847930546,8.4521850028433,8.351233262212011,0.19706460430076939
00010011000,7.0,7.0,7.0,7.0,0.0
00001101101,8.0655239915914,8.789457695919499,8.6520005272005,8.5023274049038,0.15696153176234137
00000100110,8.385874405525746,9.05304519670391,9.217912021903468,8.885610541377707,0.17985986286552522
01001011111,8.62297495446082,9.148039416017856,9.308918783212741,9.026644384563804,0.146448113278508
00000000001,7.0,7.0,7.0,7.0,0.0
10010011001,8.169504357423609,9.1974208535836,8.685173824535951,8.684033011847719,0.20982296381300844
01000000100,8.186294749042036,9.118444688398784,8.67582374665277,8.660187728031197,0.1903545994407314
00110100111,8.409155905128397,9.004971874880958,9.071357620050343,8.828495133353233,0.14887679919795765
00010101000,7.0,7.0,7.0,7.0,0.0
10110011111,8.689249874466329,9.155093617441166,9.020754069832094,8.955032520579863,0.09788776714881736
10010100010,8.336367018238622,9.07293463500967,8.922546176051322,8.777282609766537,0.1588810305890729
01010000100,7.916773811272821,8.89322489340912,,8.40499935234097,0.28187714756094645
01001011011,8.045290557441787,9.037704658031428,8.672521403056514,8.585172206176576,0.20491618140472478
00110011111,7.0,7.0,7.0,7.0,0.0
