Antigen,Num_Sequences,Num_Parameters,Term,Coefficient,StdError,pValue,CI_Lower,CI_Upper
H1,1887,562,"82,85",-0.22664321421849964,0.08031759950400812,0.004846239503459574,-0.5423709177747402,0.08908448933774099
H1,1887,562,"82,87",-0.1985895323253459,0.08018618772577935,0.013387929533253148,-0.5138006574577214,0.11662159280702958
H1,1887,562,"82,112.1",-0.05958197313000144,0.07996707227801712,0.45635468800837753,-0.37393175756540786,0.25476781130540505
H1,1887,562,"83,84",0.46568202973785994,0.0927606596417706,5.862804033566161e-07,0.10104077763474201,0.8303232818409778
H1,1887,562,"83,85",0.07602845617517848,0.08977261037068962,0.3972035965789228,-0.2768668032650957,0.4289237156154527
H1,1887,562,"83,87",-0.6423519206374183,0.09270047080853373,6.581365618940579e-12,-1.0067565710216733,-0.27794727025316346
H1,1887,562,"83,112.1",-0.11204659287794663,0.08973376893258557,0.21201155813973835,-0.4647891670022858,0.24069598124639255
H1,1887,562,"84,85",-0.4465722228785116,0.08407331081649655,1.2725884512217257e-07,-0.7770635911263619,-0.11608085463066137
H1,1887,562,"84,87",-0.26111492369807,0.08442933655939298,0.0020248570100409205,-0.5930058256833047,0.07077597828716475
H1,1887,562,"84,112.1",0.09735346533630312,0.08396073955528559,0.24645654836266753,-0.2326953863770883,0.42740231704969456
H1,1887,562,"85,87",1.039454931612656,0.08029042052262912,3.489716192498389e-36,0.7238340683682372,1.3550757948570749
H1,1887,562,"85,112.1",-0.09623716911048583,0.08032027142694703,0.23106593890946678,-0.411975375969848,0.21950103774887633
H1,1887,562,"87,112.1",-0.13983820672955616,0.08084057169851211,0.08389847830694667,-0.4576217089029638,0.17794529544385146
H1,1887,562,"29,35,65",-0.1034078874170428,0.070770779099443,0.14420686400015503,-0.3816071326875401,0.17479135785345454
H1,1887,562,"29,35,66",-0.634954357765149,0.07090117072477778,1.1185043835058523e-18,-0.9136661712483936,-0.35624254428190444
H1,1887,562,"29,35,69",-0.11233322541636387,0.07072004274276351,0.11242966941939873,-0.3903330265615369,0.16566657572880916
H1,1887,562,"29,35,82",-1.0523531049077242,0.07062834301670835,1.5485705330054687e-46,-1.3299924353204187,-0.7747137744950297
H1,1887,562,"29,35,83",-1.5356434756295303,0.07358373058697588,7.4552918728096595e-84,-1.8249004058764013,-1.2463865453826592
H1,1887,562,"29,35,84",0.7545949326434829,0.07346474920737904,7.232817611410876e-24,0.4658057170441866,1.043384148242779
H1,1887,562,"29,35,85",-1.006669547458357,0.07067695979787213,6.135103761200014e-43,-1.28449998996561,-0.7288391049511038
H1,1887,562,"29,35,87",-0.8066754547004595,0.07100668574560208,1.3186474352867058e-28,-1.0858020467057374,-0.5275488626951816
H1,1887,562,"29,35,112.1",-0.5998664221574473,0.07090511016176303,6.970078001219904e-17,-0.8785937215292187,-0.321139122785676
H1,1887,562,"29,65,66",-0.1637977017680191,0.07057841757575203,0.020449338631949553,-0.4412407757572209,0.1136453722211827
H1,1887,562,"29,65,69",-0.029356836065164205,0.07049863442142758,0.6771722696305802,-0.30648628324961974,0.24777261111929133
H1,1887,562,"29,65,82",-0.04931664427005783,0.07020773852941449,0.4825288948415086,-0.32530258252837,0.22666929398825436
H1,1887,562,"29,65,83",-0.3343081666280859,0.07372548803420928,6.29584405682754e-06,-0.6241223440231958,-0.04449398923297604
H1,1887,562,"29,65,84",-0.0036052459025116557,0.07318920994669804,0.960720114433835,-0.291311319344278,0.2841008275392547
H1,1887,562,"29,65,85",0.1067254125133455,0.07026070629841989,0.12900321054524716,-0.1694687415304713,0.3829195665571623
H1,1887,562,"29,65,87",-0.01122348122027328,0.07061595267582338,0.8737428026096024,-0.2888141053232915,0.26636714288274493
H1,1887,562,"29,65,112.1",-0.09567137434723427,0.07052936793528573,0.17517893742298976,-0.37292163467616335,0.1815788859816948
H1,1887,562,"29,66,69",-0.10326280573736785,0.07038877604568351,0.14260380838126027,-0.3799604007137857,0.17343478923904998
H1,1887,562,"29,66,82",-0.06657674704361857,0.07026244830006524,0.343534524768196,-0.34277774887898393,0.20962425479174676
H1,1887,562,"29,66,83",-0.5403901623497211,0.07363459999080824,3.7452177019640574e-13,-0.8298470597289822,-0.25093326497046015
H1,1887,562,"29,66,84",0.032944972647714676,0.07303353767462127,0.6519957931581932,-0.25414915460450294,0.3200390998999323
H1,1887,562,"29,66,85",-0.1740556128967818,0.07032597541057449,0.013448596088505101,-0.45050633918654454,0.10239511339298096
H1,1887,562,"29,66,87",-0.19195602821840302,0.0706958830603475,0.006708885428727329,-0.46986085788665244,0.0859488014498464
H1,1887,562,"29,66,112.1",-0.1942575933489767,0.07065874795148078,0.006054594302036131,-0.47201644526495007,0.0835012585669967
H1,1887,562,"29,69,82",0.05184294314325341,0.0702465393975751,0.4606365089997678,-0.2242955209509402,0.32798140723744706
H1,1887,562,"29,69,83",0.08654254020680979,0.07363156603138057,0.24006761850191893,-0.20290243070740877,0.37598751112102835
H1,1887,562,"29,69,84",-0.0451811995383357,0.0728556135256471,0.5352675639501316,-0.3315759086890448,0.24121350961237337
H1,1887,562,"29,69,85",-0.06467725240016994,0.07030789334187706,0.3577848690515846,-0.34105689825350727,0.2117023934531674
H1,1887,562,"29,69,87",-0.09235781761635298,0.07056620903977465,0.1908253936707565,-0.36975289996920446,0.1850372647364985
H1,1887,562,"29,69,112.1",-0.016001470188993172,0.07055002855920804,0.8206062731305563,-0.29333294722989217,0.2613300068519058
H1,1887,562,"29,82,83",-0.2135948400709622,0.07498164104353515,0.004458669840139725,-0.5083469427452,0.0811572626032756
H1,1887,562,"29,82,84",0.020284145097094475,0.07327902767241382,0.7819715084063221,-0.2677750009520955,0.30834329114628445
H1,1887,562,"29,82,85",0.26179650947289307,0.07106173280217382,0.0002387859073389262,-0.01754647197711745,0.5411394909229036
H1,1887,562,"29,82,87",-0.16440191850216157,0.07055528733266872,0.0199496202735998,-0.44175406773045806,0.11295023072613491
H1,1887,562,"29,82,112.1",-0.18389982281340334,0.07030558677029212,0.009005076549901295,-0.4602704015562431,0.09247075592943643
H1,1887,562,"29,83,84",-0.20186882024913377,0.07643021522897797,0.008358035138867854,-0.5023152539769022,0.0985776134786347
H1,1887,562,"29,83,85",-0.4738388520371214,0.07501570972856898,3.644078593239343e-10,-0.7687248783813312,-0.17895282569291165
H1,1887,562,"29,83,87",0.21413007451386037,0.07398933921929153,0.0038651354437079003,-0.07672129932712249,0.5049814483548433
H1,1887,562,"29,83,112.1",-0.2982916651373029,0.0735700530191102,5.316214377649765e-05,-0.5874948289977389,-0.00908850127686689
H1,1887,562,"29,84,85",0.561876704758024,0.07332284406321794,3.490308398063867e-14,0.27364531690215477,0.8501080926138932
H1,1887,562,"29,84,87",0.4372015841366913,0.07347340741107712,3.4174971148230225e-09,0.14837833322275168,0.7260248350506309
H1,1887,562,"29,84,112.1",-0.05398874629281103,0.07295348642351501,0.45940476130582086,-0.340768192854437,0.23279070026881493
H1,1887,562,"29,85,87",-0.8781051397274556,0.07059152117020165,1.1206915733993604e-33,-1.1555997238191686,-0.6006105556357426
H1,1887,562,"29,85,112.1",-0.12067618663443636,0.07038201360052279,0.0866545512016102,-0.3973471985046084,0.1559948252357357
H1,1887,562,"29,87,112.1",-0.11781047402478412,0.07065386918143435,0.09566497878821682,-0.3955501475430906,0.15992919949352236
H1,1887,562,"35,65,66",0.08130141607836416,0.07104663229791874,0.2526898472025974,-0.19798220543608508,0.3605850375928134
H1,1887,562,"35,65,69",-0.10461868196004986,0.07088195571344058,0.14019317158645003,-0.3832549614203559,0.1740175975002562
H1,1887,562,"35,65,82",0.13024803011000635,0.07076925876427749,0.06592415816624042,-0.1479452387377218,0.4084412989577345
H1,1887,562,"35,65,83",-0.04108879268860738,0.0741846378816987,0.5797599143033834,-0.33270788367465187,0.2505302982974371
H1,1887,562,"35,65,84",0.019120447412885988,0.07355004514271724,0.7949310563498982,-0.2700040656797781,0.30824496050555006
H1,1887,562,"35,65,85",0.14347892620210898,0.07080773884144635,0.04293230725068809,-0.13486560745522777,0.4218234598594457
H1,1887,562,"35,65,87",0.03246265747476851,0.07106693412713298,0.6478969417064716,-0.24690077033313806,0.3118260852826751
H1,1887,562,"35,65,112.1",-0.009675593708718774,0.07092250965464085,0.891506143553041,-0.28847129031799823,0.26912010290056065
H1,1887,562,"35,66,69",-0.04032438036940218,0.07091324577079043,0.5696942303794035,-0.31908366074124217,0.23843490000243783
H1,1887,562,"35,66,82",-0.19932795140474915,0.0710080785279389,0.005071956303427824,-0.47846001842386565,0.07980411561436732
H1,1887,562,"35,66,83",-0.21259551781471434,0.07426449101068336,0.004266831743735558,-0.5045285106752148,0.07933747504578606
H1,1887,562,"35,66,84",-0.012166367773668946,0.07370179780770435,0.8689096660797073,-0.30188741911848194,0.2775546835711441
H1,1887,562,"35,66,85",-0.2078696297676078,0.07105696973393387,0.003498786161966894,-0.487193887642629,0.07145462810741338
H1,1887,562,"35,66,87",-0.09481201255962153,0.07122067675889757,0.1833381338609506,-0.37477980115975146,0.18515577604050842
H1,1887,562,"35,66,112.1",0.029062550207187288,0.07104919255436633,0.6825703356971056,-0.25023113565049065,0.30835623606486523
H1,1887,562,"35,69,82",-0.05457694401357782,0.07082075573667963,0.4410607713443834,-0.33297264695964846,0.2238187589324928
H1,1887,562,"35,69,83",-0.09166986119869437,0.07410774238345341,0.21631336606584958,-0.3829866767279931,0.19964695433060436
H1,1887,562,"35,69,84",-0.021368272608081343,0.07337044209323079,0.7709147623587642,-0.30978676785762965,0.267050222641467
H1,1887,562,"35,69,85",-0.026428648732550075,0.0708627076485399,0.7092410891754231,-0.3049892642366806,0.25213196677158045
H1,1887,562,"35,69,87",-0.1062558895567271,0.07103555781274608,0.13494060508337388,-0.38549597737752483,0.17298419826407063
H1,1887,562,"35,69,112.1",0.008280371894311273,0.0708795224351112,0.9070178710242986,-0.2703463423725154,0.286907086161138
H1,1887,562,"35,82,83",0.042854310821497155,0.0760174449984224,0.573024370654384,-0.2559695271390362,0.3416781487820305
H1,1887,562,"35,82,84",0.3010539491067742,0.07419597674527183,5.248676142812228e-05,0.009390285158153766,0.5927176130553946
H1,1887,562,"35,82,85",-0.0020007144262683754,0.07181727881590978,0.9777792832962254,-0.28431373991794656,0.2803123110654098
H1,1887,562,"35,82,87",-0.17368904834672802,0.07116607041402652,0.014792491321098273,-0.45344217993554037,0.1060640832420843
H1,1887,562,"35,82,112.1",-0.1802344482865615,0.07080427616070485,0.01102368349487189,-0.4585653701795351,0.0980964736064121
H1,1887,562,"35,83,84",-0.09945522702883425,0.07706141559376892,0.1970686327217923,-0.40238290325998904,0.20347244920232055
H1,1887,562,"35,83,85",-0.40200504588790764,0.0760497745178175,1.46001174483529e-07,-0.7009559708751789,-0.10305412090063637
H1,1887,562,"35,83,87",-0.0011167223899612097,0.07449861487945253,0.9880425418750095,-0.29397005390463793,0.29173660912471555
H1,1887,562,"35,83,112.1",-0.06826470761978803,0.07387123871377788,0.35560042479043774,-0.3586518295206616,0.22212241428108553
H1,1887,562,"35,84,85",0.24230599834230185,0.07424928376182935,0.0011288683946038738,-0.04956721497065561,0.5341792116552593
H1,1887,562,"35,84,87",0.05660783026313131,0.07390885271178381,0.4438638496852879,-0.23392715189857327,0.3471428124248359
H1,1887,562,"35,84,112.1",0.04944778195951583,0.07337018813646905,0.5004611418267692,-0.2389697149884687,0.33786527890750034
H1,1887,562,"35,85,87",-0.7908442695322766,0.07121880213899552,1.861284737915895e-27,-1.070804689019779,-0.5108838500447741
H1,1887,562,"35,85,112.1",-0.2837600704799279,0.07087386415970437,6.580897183528468e-05,-0.562364542121087,-0.00515559883876876
H1,1887,562,"35,87,112.1",-0.11530048449442087,0.07112119632672169,0.10521629207976423,-0.39487721648188273,0.16427624749304098
H1,1887,562,"65,66,69",-0.060627936465006804,0.07077605031119849,0.3918117265733636,-0.3388479028177177,0.2175920298877041
H1,1887,562,"65,66,82",0.041121408782893956,0.07063148736392635,0.5605333390389158,-0.2365302820281746,0.3187730995939625
H1,1887,562,"65,66,83",0.10018802111440336,0.0742555976808346,0.17749299732677148,-0.1917100121528391,0.3920860543816458
H1,1887,562,"65,66,84",0.002138018317984186,0.07355533834640939,0.9768156915380759,-0.2870073023069829,0.2912833389429512
H1,1887,562,"65,66,85",0.06826905707551487,0.07067155376360951,0.33421807902520895,-0.2095401343635586,0.34607824851458835
H1,1887,562,"65,66,87",0.06622731565995295,0.0709285598094012,0.35061918631272926,-0.2125921640489266,0.3450467953688325
H1,1887,562,"65,66,112.1",-0.08122573077600145,0.07081394530739588,0.2515762354513651,-0.3595946619907048,0.19714320043870184
H1,1887,562,"65,69,82",0.11369450675467475,0.0706716688561181,0.10790472072994306,-0.16411513711193215,0.39150415062128163
H1,1887,562,"65,69,83",0.06388590243007214,0.07418025374017274,0.38926985405205294,-0.2277159545382153,0.3554877593983596
H1,1887,562,"65,69,84",-0.04908170026038716,0.07330961345739295,0.5032852757886626,-0.33726107873326217,0.23909767821248784
H1,1887,562,"65,69,85",0.12246151401406086,0.07072009291577419,0.0835710058474349,-0.1555384843607298,0.4004615123888515
H1,1887,562,"65,69,87",-0.007974882154935081,0.07070584812438316,0.9102144732585484,-0.2859188843931218,0.26996912008325163
H1,1887,562,"65,69,112.1",-0.029041849744312113,0.07074482435270778,0.6814941792964844,-0.3071390671574818,0.24905536766885755
H1,1887,562,"65,82,83",-0.20935274480549615,0.07633655823325,0.0061795263620946705,-0.5094310137927125,0.09072552418172014
H1,1887,562,"65,82,84",0.07046079537226047,0.0737366632256565,0.3394621010862784,-0.21939731159188802,0.36031890233640895
H1,1887,562,"65,82,85",0.02913004535552101,0.07134773788221473,0.6831321250888773,-0.2513372192862728,0.3095973099973148
H1,1887,562,"65,82,87",0.08854142964342256,0.07066126098391552,0.21041200691751713,-0.1892273009786437,0.3663101602654888
H1,1887,562,"65,82,112.1",0.06292003682936073,0.07043131835690666,0.37183033419023603,-0.21394479155927817,0.33978486521799967
H1,1887,562,"65,83,84",-0.0007242979603285515,0.07804297041479105,0.9925965294808032,-0.3075104566594562,0.30606186073879904
H1,1887,562,"65,83,85",-0.22825101742287918,0.07635620499150399,0.00284778434603234,-0.5284065176259705,0.07190448278021211
H1,1887,562,"65,83,87",-0.19164400060314524,0.07437728119967547,0.010083787570769208,-0.4840203706010858,0.10073236939479535
H1,1887,562,"65,83,112.1",0.04964711796250716,0.07390249597476925,0.5018331267253875,-0.24086287592773375,0.34015711185274805
H1,1887,562,"65,84,85",0.10212364532051565,0.0737956848646763,0.1666312823342227,-0.18796647513336517,0.3922137657743965
H1,1887,562,"65,84,87",-0.027284817166406183,0.0734595856853476,0.7103794726071394,-0.31605373501074824,0.26148410067793587
H1,1887,562,"65,84,112.1",-0.0887202901563679,0.07319709986736041,0.22570020383349484,-0.37645737879962626,0.19901679848689047
H1,1887,562,"65,85,87",0.07979881024494116,0.07070055441754583,0.25923412767258985,-0.19812438248308378,0.35772200297296614
H1,1887,562,"65,85,112.1",0.010810386852108639,0.0704919667106914,0.8781406599382273,-0.2662928496262038,0.28791362333042114
H1,1887,562,"65,87,112.1",0.0045995963846239,0.07075517494505786,0.9481780672769871,-0.27353830910654264,0.2827375018757904
H1,1887,562,"66,69,82",-0.08028128167735493,0.07054836371971435,0.25534251921612927,-0.35760621425037414,0.19704365089566428
H1,1887,562,"66,69,83",0.1629225256252609,0.07415833709501889,0.028196311319876877,-0.12859317722379468,0.4544382284743165
H1,1887,562,"66,69,84",-0.09578324961887003,0.07310800551234607,0.19036849279172294,-0.3831701092179063,0.19160360998016623
H1,1887,562,"66,69,85",-0.006464853791030137,0.07058444936853348,0.9270373704675824,-0.2839316386990713,0.27100193111701104
H1,1887,562,"66,69,87",-0.08049651963897628,0.07073454850894928,0.2553226500273978,-0.3585533428101366,0.19756030353218404
H1,1887,562,"66,69,112.1",0.07551931711940213,0.0706463528476252,0.28527479583507925,-0.20219080976370385,0.3532294440025081
H1,1887,562,"66,82,83",-0.06522756678757716,0.07646125468680633,0.39376912602983505,-0.3657960163225945,0.23534088274744022
H1,1887,562,"66,82,84",-0.04616628880825971,0.07360554626275886,0.5306282779929888,-0.3355089762647463,0.2431763986482269
H1,1887,562,"66,82,85",0.09474982937507265,0.07172631002978513,0.1867323610071945,-0.18720559870189446,0.37670525745203975
H1,1887,562,"66,82,87",0.023549409008911948,0.07083108001685295,0.7395848494059252,-0.25488687858224424,0.30198569660006813
H1,1887,562,"66,82,112.1",-0.1464303452252837,0.07056567994980016,0.03817051799290781,-0.42382334773058433,0.13096265728001694
H1,1887,562,"66,83,84",-0.20122473105027103,0.0771005014357662,0.00915890202621416,-0.5043060533466914,0.10185659124614935
H1,1887,562,"66,83,85",-0.14246992112748358,0.07654599171518804,0.06293261377623209,-0.44337147109805125,0.1584316288430841
H1,1887,562,"66,83,87",0.030720400010029347,0.07450984162846168,0.6801863203087348,-0.2621770637459613,0.32361786376602
H1,1887,562,"66,83,112.1",0.02358155811504037,0.07386124718388187,0.7495733613797106,-0.2667662871788559,0.31392940340893666
H1,1887,562,"66,84,85",0.04604272173155537,0.07362672550229923,0.5318468384297808,-0.2433832211098586,0.33546866457296937
H1,1887,562,"66,84,87",-0.005902994401152523,0.0735243750045623,0.9360217391769234,-0.29492659843005375,0.28312060962774865
H1,1887,562,"66,84,112.1",-0.08206280230342936,0.07309067321301449,0.2617456386536993,-0.36938152880213515,0.2052559241952764
H1,1887,562,"66,85,87",0.10708225493781601,0.07090231599972811,0.13121076151829245,-0.17163406061013467,0.3857985704857667
H1,1887,562,"66,85,112.1",0.03528081998757207,0.07066836339617483,0.6176897475525724,-0.2425158301481025,0.3130774701232466
H1,1887,562,"66,87,112.1",0.011950939415612358,0.07087892340221447,0.86612865851176,-0.26667342005871547,0.2905752988899402
H1,1887,562,"69,82,83",0.011315617823189905,0.07615226785566707,0.8818981960050418,-0.28803820747968956,0.31066944312606937
H1,1887,562,"69,82,84",0.006504742614968639,0.07364087764093645,0.9296272698354812,-0.28297683214597397,0.29598631737591125
H1,1887,562,"69,82,85",-0.07508486068745221,0.07170265968403486,0.29521224612022895,-0.3569473194849817,0.20677759811007732
H1,1887,562,"69,82,87",0.057056332948756616,0.07059638046929696,0.41911777765615543,-0.22045735300050362,0.33457001889801685
H1,1887,562,"69,82,112.1",0.15271622191469458,0.07040910877911968,0.03026127886830488,-0.12406130083937678,0.42949374466876594
H1,1887,562,"69,83,84",0.03837140681066392,0.07733787932456203,0.6198688869512418,-0.2656430456610525,0.34238585928238036
H1,1887,562,"69,83,85",-0.07025461446158768,0.0761795731871212,0.35657974949626536,-0.3697157767572071,0.22920654783403174
H1,1887,562,"69,83,87",0.07632636046373809,0.07442914518719825,0.30531911495603936,-0.21625388636541953,0.3689066072928957
H1,1887,562,"69,83,112.1",-0.12546521666614818,0.07383762748121526,0.08951542419239895,-0.4157202131382711,0.16478977980597476
H1,1887,562,"69,84,85",0.07710302906516087,0.07371425290192801,0.29576482996745374,-0.21266698313407384,0.36687304126439557
H1,1887,562,"69,84,87",0.018008495918773,0.07316952195818112,0.8056273223394601,-0.2696201842313552,0.30563717606890123
H1,1887,562,"69,84,112.1",0.07018148358024764,0.07308925659211811,0.33712163234167336,-0.21713167419547355,0.35749464135596887
H1,1887,562,"69,85,87",0.12820402388651114,0.07066201903509464,0.06985343994515167,-0.14956768662737757,0.40597573440039986
H1,1887,562,"69,85,112.1",0.19424339796771276,0.07048165489802566,0.005932547004165173,-0.0828193028751654,0.47130609881059093
H1,1887,562,"69,87,112.1",-0.02954927321790605,0.07072681042234998,0.6761650577224745,-0.3075756780458016,0.2484771316099895
H1,1887,562,"82,83,84",-0.14486471998961584,0.07867689972780276,0.0658067238023421,-0.45414284866108034,0.1644134086818487
H1,1887,562,"82,83,85",0.03283287364483899,0.07686489897120888,0.6693391735995118,-0.26932229765172283,0.33498804494140083
H1,1887,562,"82,83,87",0.48751545463757634,0.07777744118527743,4.934347590797496e-10,0.18177308876068327,0.7932578205144694
H1,1887,562,"82,83,112.1",0.31589777034644306,0.07566851162435809,3.177699575750328e-05,0.018445586090300614,0.6133499546025856
H1,1887,562,"82,84,85",0.307501024002395,0.07440221270826793,3.806008803151453e-05,0.01502664848632762,0.5999753995184623
H1,1887,562,"82,84,87",0.04340382173221863,0.07367690648266864,0.5558877312765882,-0.24621938205563892,0.3330270255200762
H1,1887,562,"82,84,112.1",-0.11616826263064521,0.0734431056822114,0.11394646014689491,-0.40487239774272277,0.17253587248143232
H1,1887,562,"82,85,87",-0.2256167227691328,0.0717681168839705,0.0017053474970867627,-0.5077364931838486,0.05650304764558306
H1,1887,562,"82,85,112.1",0.09365222030479359,0.07147962257264964,0.19035707229953702,-0.1873334817741545,0.37463792238374166
H1,1887,562,"82,87,112.1",0.1906675378362338,0.07062566150267746,0.007028683637801103,-0.08696125157084972,0.4682963272433173
H1,1887,562,"83,84,85",-0.025086589613298543,0.07872310262099783,0.7500279679236159,-0.33454634140916195,0.2843731621825648
H1,1887,562,"83,84,87",0.30057753447686536,0.07809260866503016,0.00012425748049957306,-0.006403751701834937,0.6075588206555657
H1,1887,562,"83,84,112.1",0.07544083237079421,0.07645694127595533,0.32396494454153124,-0.22511066118806242,0.3759923259296508
H1,1887,562,"83,85,87",-0.5454510010273007,0.07779008976117051,3.737852128024989e-12,-0.8512430883331787,-0.23965891372142273
